assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season,penalties_order
0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2024-08-17T16:30:00Z,0,19,0,0,0,0,1,0,24385,0,2,1,0.0,0,0,0,0,40,False,0,2,Lino da Cruz Sousa,2,WHU,1080,1120,AVL,1140,1300,2024,
0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,11,0,0,0.0,0.0,2024-08-24T16:30:00Z,0,1,0,0,0,0,2,0,16536,0,2,0,0.0,0,-7607,0,7607,40,True,0,2,Lino da Cruz Sousa,2,ARS,1360,1390,AVL,1120,1200,2024,
0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,26,0,0,0.0,0.0,2024-08-31T14:00:00Z,0,11,0,0,0,0,3,0,13714,0,2,1,0.0,0,-3012,0,3012,40,False,0,2,Lino da Cruz Sousa,2,LEI,1060,1090,AVL,1140,1300,2024,
0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,2024-09-14T16:30:00Z,0,8,0,0,0,0,4,0,11651,0,2,3,0.0,0,-2124,0,2124,40,True,0,2,Lino da Cruz Sousa,2,EVE,1100,1100,AVL,1120,1200,2024,
0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,41,0,0,0.0,0.0,2024-09-21T14:00:00Z,0,20,0,0,0,0,5,0,10798,0,1,3,0.0,0,-928,0,928,40,True,0,2,Lino da Cruz Sousa,2,WOL,1060,1120,AVL,1120,1200,2024,
0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,56,0,0,0.0,0.0,2024-09-29T13:00:00Z,0,10,0,0,0,0,6,0,9928,0,2,2,0.0,0,-877,0,877,40,False,0,2,Lino da Cruz Sousa,2,IPS,1070,1050,AVL,1140,1300,2024,
0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,62,0,0,0.0,0.0,2024-10-06T13:00:00Z,0,14,0,0,0,0,7,0,9271,0,0,0,0.0,0,-662,0,662,40,True,0,2,Lino da Cruz Sousa,2,MUN,1140,1170,AVL,1120,1200,2024,
0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,72,0,0,0.0,0.0,2024-10-19T14:00:00Z,0,9,0,0,0,0,8,0,8809,0,3,1,0.0,0,-475,0,475,40,False,0,2,Lino da Cruz Sousa,2,FUL,1100,1100,AVL,1140,1300,2024,
0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,82,0,0,0.0,0.0,2024-10-26T14:00:00Z,0,3,0,0,0,0,9,0,8451,0,1,1,0.0,0,-360,0,360,40,True,0,2,Lino da Cruz Sousa,2,BOU,1130,1160,AVL,1120,1200,2024,
0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,18,0,0,0,0,10,0,8042,0,1,4,0.0,0,-410,0,410,40,False,0,2,Lino da Cruz Sousa,2,TOT,1110,1330,AVL,1140,1300,2024,
0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,105,0,0,0.0,0.0,2024-11-09T20:00:00Z,0,12,0,0,0,0,11,0,7773,0,0,2,0.0,0,-273,0,273,40,False,0,2,Lino da Cruz Sousa,2,LIV,1360,1340,AVL,1140,1300,2024,
0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,112,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,7,0,0,0,0,12,0,7481,0,2,2,0.0,0,-293,0,293,40,True,0,2,Lino da Cruz Sousa,2,CRY,1100,1090,AVL,1120,1200,2024,
0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,123,0,0,0.0,0.0,2024-12-01T13:30:00Z,0,6,0,0,0,0,13,0,7292,0,0,3,0.0,0,-192,0,192,40,False,0,2,Lino da Cruz Sousa,2,CHE,1130,1320,AVL,1140,1300,2024,
0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,132,0,0,0.0,0.0,2024-12-04T20:15:00Z,0,4,0,0,0,0,14,0,7136,0,1,3,0.0,0,-162,0,162,40,True,0,2,Lino da Cruz Sousa,2,BRE,1120,1190,AVL,1120,1200,2024,
