assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,Full_Name,Unique_ID,shots,key_passes,npg,npxG,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,team_xG_rolling_4,team_deep_rolling_4,team_xGA_rolling_4,team_deep_allowed_rolling_4,team_xG_rolling_16,team_deep_rolling_16,team_xGA_rolling_16,team_deep_allowed_rolling_16,opponent_xG_rolling_4,opponent_deep_rolling_4,opponent_xGA_rolling_4,opponent_deep_allowed_rolling_4,opponent_xG_rolling_16,opponent_deep_rolling_16,opponent_xGA_rolling_16,opponent_deep_allowed_rolling_16,season,position
0,0,21,0,17.0,527,0.0766145586967468,0.83,0.7611688375473022,1.76,7,1,1,7.4,40.4,2024-08-17,73,False,2,0,0,0,0,1,0,139323,1,2,1,17.0,6,0,0,0,60,True,1,Lucas Tolentino Coelho de Lima,527,1,1,0,0.0,19,AVL,1160,1320,WHU,1080,1100,1.4095432499999998,4.25,2.3667140000000004,12.75,1.33656925,3.875,2.354504375,13.25,0.9980146249999998,6.0,2.08281,7.0,1.6317957187499998,7.4375,2.056,7.9375,2024,MID
0,0,13,1,7.8,527,0.0,0.15,0.1127109229564666,1.35,14,0,0,3.0,13.0,2024-08-24,90,False,7,0,0,0,0,2,0,224261,1,2,0,9.0,3,35655,53577,17922,60,False,0,Lucas Tolentino Coelho de Lima,527,3,0,0,0.1127109229564666,19,CRY,1130,1110,WHU,1070,1130,1.912212,4.25,2.461044,9.75,1.43806925,4.0,2.4609475,13.1875,1.989895,9.0,0.86925075,2.5,1.6416668125,6.625,1.3568841625,5.875,2024,MID
0,0,9,0,7.4,527,0.0,0.07,0.0,3.0,30,3,0,1.7,6.0,2024-08-31,90,False,13,0,0,0,0,3,0,209489,1,3,1,4.0,2,-21398,30924,52322,60,True,0,Lucas Tolentino Coelho de Lima,527,0,0,0,0.0,19,MCI,1230,1350,WHU,1080,1100,2.0722897499999995,4.5,1.7504740000000003,8.75,1.5220158124999998,4.25,2.297020625,12.0625,2.3192275,11.75,0.9060595,3.5,2.5089795625,14.9375,0.91847434375,3.6875,2024,MID
0,0,-2,0,16.1,527,0.0409999378025531,0.09,0.0163952279835939,0.76,35,0,0,1.7,0.0,2024-09-14,45,False,9,0,0,0,0,4,0,216466,0,1,1,1.0,1,-3300,35030,38330,60,False,0,Lucas Tolentino Coelho de Lima,527,1,1,0,0.0163952279835939,19,FUL,1140,1110,WHU,1070,1130,1.3815674999999996,3.75,2.3886025,12.75,1.548714875,4.375,2.3297425,12.8125,1.17142525,4.75,1.41854075,3.5,1.43661559375,7.375,1.53972075,7.375,2024,MID
0,0,7,0,16.4,527,0.0315028727054595,0.14,0.1035387888550758,1.51,50,3,0,3.9,3.6,2024-09-21,71,False,6,0,0,0,0,5,0,200514,1,3,0,19.0,2,-18021,10261,28282,60,True,0,Lucas Tolentino Coelho de Lima,527,2,1,0,0.1035387888550758,19,CHE,1150,1360,WHU,1080,1100,1.4922074999999997,4.75,2.5313450000000004,10.25,1.4620891875,4.3125,2.42656625,12.5,1.7501840000000002,6.75,1.3988745000000002,7.25,2.2366278125,8.9375,1.5501793125,8.3125,2024,MID
0,0,11,0,31.3,527,0.0774367973208427,0.1,0.0103592574596405,0.33,53,1,0,4.4,9.4,2024-09-28,75,False,4,0,0,0,0,6,0,180705,1,1,1,3.0,2,-21942,9518,31460,60,False,0,Lucas Tolentino Coelho de Lima,527,1,2,0,0.0103592574596405,19,BRE,1070,1090,WHU,1070,1130,0.9805992499999996,6.5,2.4630875000000003,10.5,1.373263375,4.8125,2.38134875,12.5,1.5661385,7.0,2.453375,18.5,1.5565379375,7.5,1.7096463750000002,11.1875,2024,MID
0,1,34,0,36.9,527,0.2697394490242004,1.24,0.9657087326049804,0.52,70,1,1,12.7,46.6,2024-10-05,82,False,10,0,0,0,0,7,0,173356,1,1,4,43.0,8,-9842,10979,20821,59,True,0,Lucas Tolentino Coelho de Lima,527,3,3,1,0.9657087326049804,19,IPS,1070,1080,WHU,1080,1100,0.8167009999999996,8.25,2.211618,10.75,1.3110431875,5.125,2.3494057500000003,12.3125,1.22986275,3.5,1.7472150000000002,7.0,0.9570085,2.833333333333333,2.332683333333333,9.333333333333334,2024,MID
0,0,3,0,11.4,527,0.0551148056983947,0.03,0.0,1.51,79,4,0,1.9,7.8,2024-10-19,60,False,18,0,0,0,0,8,0,172536,1,1,4,0.0,1,-3776,10487,14263,59,False,1,Lucas Tolentino Coelho de Lima,527,0,1,0,0.0,19,TOT,1140,1300,WHU,1070,1130,1.6784057499999996,8.5,1.7095330000000004,7.0,1.5026513125,5.0625,2.3664905000000003,11.625,2.79684875,13.0,1.1468389999999995,4.5,2.1050294375000003,12.25,1.6138236250000002,5.5625,2024,MID
0,0,-3,0,5.8,527,0.0,0.11,0.0374443009495735,1.48,90,0,0,0.8,0.0,2024-10-27,45,False,14,0,0,0,0,9,0,166116,1,1,2,6.0,0,-7312,5300,12612,59,True,1,Lucas Tolentino Coelho de Lima,527,1,0,0,0.0374443009495735,19,MUN,1140,1170,WHU,1080,1100,1.7224267499999997,9.0,1.3481605000000003,8.25,1.4941650000000002,5.25,2.21844675,11.3125,1.291342,7.75,2.1255329999999995,8.0,1.5829951875,8.75,2.0305014375,8.875,2024,MID
0,0,6,0,5.6,527,0.0,0.08,0.0553152784705162,2.17,97,3,0,2.3,10.2,2024-11-02,90,False,16,0,0,0,0,10,0,161554,1,0,3,7.0,1,-5979,9661,15640,59,False,1,Lucas Tolentino Coelho de Lima,527,1,0,0,0.0553152784705162,19,NFO,1140,1130,WHU,1070,1130,2.28114,7.75,1.4053380000000004,7.75,1.589349375,5.4375,2.295431125,10.375,1.67787525,7.0,1.345214,7.5,1.7049489375,6.5,1.352881625,6.625,2024,MID
