id,first_name,second_name,value,penalties_order,pred_minutes,opponent_team,own_team,own_attack,opponent_attack,own_defense,opponent_defense,own_short_name,opponent_short_name,gameweek,was_home,season,POS
595,Brajan,Gruda,54,,5.6,7,5,1070,1100,1130,1090,BHA,CRY,16.0,1,24,3
595,Brajan,Gruda,54,,5.6,4,5,1070,1120,1130,1190,BHA,BRE,18.0,1,24,3
595,Brajan,Gruda,54,,5.6,1,5,1070,1360,1130,1390,BHA,ARS,20.0,1,24,3
600,Yasin,Ayari,50,,56.0,7,5,1070,1100,1130,1090,BHA,CRY,16.0,1,24,3
600,Yasin,Ayari,50,,56.0,4,5,1070,1120,1130,1190,BHA,BRE,18.0,1,24,3
600,Yasin,Ayari,50,,56.0,1,5,1070,1360,1130,1390,BHA,ARS,20.0,1,24,3
601,Andrew,Moran,50,,0.0,7,5,1070,1100,1130,1090,BHA,CRY,16.0,1,24,3
601,Andrew,Moran,50,,0.0,4,5,1070,1120,1130,1190,BHA,BRE,18.0,1,24,3
601,Andrew,Moran,50,,0.0,1,5,1070,1360,1130,1390,BHA,ARS,20.0,1,24,3
618,Georginio,Rutter,56,,62.8,7,5,1070,1100,1130,1090,BHA,CRY,16.0,1,24,3
618,Georginio,Rutter,56,,62.8,4,5,1070,1120,1130,1190,BHA,BRE,18.0,1,24,3
618,Georginio,Rutter,56,,62.8,1,5,1070,1360,1130,1390,BHA,ARS,20.0,1,24,3
629,Matt,O'Riley,55,,43.4,7,5,1070,1100,1130,1090,BHA,CRY,16.0,1,24,3
629,Matt,O'Riley,55,,43.4,4,5,1070,1120,1130,1190,BHA,BRE,18.0,1,24,3
629,Matt,O'Riley,55,,43.4,1,5,1070,1360,1130,1390,BHA,ARS,20.0,1,24,3
150,Andrey,Nascimento dos Santos,45,,0.0,4,6,1130,1120,1320,1190,CHE,BRE,16.0,1,24,3
150,Andrey,Nascimento dos Santos,45,,0.0,9,6,1130,1140,1320,1180,CHE,FUL,18.0,1,24,3
150,Andrey,Nascimento dos Santos,45,,0.0,3,6,1130,1130,1320,1160,CHE,BOU,21.0,1,24,3
151,Ângelo Gabriel,Borges Damaceno,45,,0.0,4,6,1130,1120,1320,1190,CHE,BRE,16.0,1,24,3
151,Ângelo Gabriel,Borges Damaceno,45,,0.0,9,6,1130,1140,1320,1180,CHE,FUL,18.0,1,24,3
151,Ângelo Gabriel,Borges Damaceno,45,,0.0,3,6,1130,1130,1320,1160,CHE,BOU,21.0,1,24,3
157,Moisés,Caicedo Corozo,49,,88.0,4,6,1130,1120,1320,1190,CHE,BRE,16.0,1,24,3
157,Moisés,Caicedo Corozo,49,,88.0,9,6,1130,1140,1320,1180,CHE,FUL,18.0,1,24,3
157,Moisés,Caicedo Corozo,49,,88.0,3,6,1130,1130,1320,1160,CHE,BOU,21.0,1,24,3
158,Cesare,Casadei,44,,0.0,4,6,1130,1120,1320,1190,CHE,BRE,16.0,1,24,3
158,Cesare,Casadei,44,,0.0,9,6,1130,1140,1320,1180,CHE,FUL,18.0,1,24,3
158,Cesare,Casadei,44,,0.0,3,6,1130,1130,1320,1160,CHE,BOU,21.0,1,24,3
161,Carney,Chukwuemeka,48,,0.0,4,6,1130,1120,1320,1190,CHE,BRE,16.0,1,24,3
161,Carney,Chukwuemeka,48,,0.0,9,6,1130,1140,1320,1180,CHE,FUL,18.0,1,24,3
161,Carney,Chukwuemeka,48,,0.0,3,6,1130,1130,1320,1160,CHE,BOU,21.0,1,24,3
166,Kiernan,Dewsbury-Hall,56,,2.4,4,6,1130,1120,1320,1190,CHE,BRE,16.0,1,24,3
166,Kiernan,Dewsbury-Hall,56,,2.4,9,6,1130,1140,1320,1180,CHE,FUL,18.0,1,24,3
166,Kiernan,Dewsbury-Hall,56,,2.4,3,6,1130,1130,1320,1160,CHE,BOU,21.0,1,24,3
168,Enzo,Fernández,50,4.0,76.4,4,6,1130,1120,1320,1190,CHE,BRE,16.0,1,24,3
168,Enzo,Fernández,50,4.0,76.4,9,6,1130,1140,1320,1180,CHE,FUL,18.0,1,24,3
168,Enzo,Fernández,50,4.0,76.4,3,6,1130,1130,1320,1160,CHE,BOU,21.0,1,24,3
169,Conor,Gallagher,59,,0.0,4,6,1130,1120,1320,1190,CHE,BRE,16.0,1,24,3
169,Conor,Gallagher,59,,0.0,9,6,1130,1140,1320,1180,CHE,FUL,18.0,1,24,3
169,Conor,Gallagher,59,,0.0,3,6,1130,1130,1320,1160,CHE,BOU,21.0,1,24,3
173,Omari,Kellyman,44,,0.0,4,6,1130,1120,1320,1190,CHE,BRE,16.0,1,24,3
173,Omari,Kellyman,44,,0.0,9,6,1130,1140,1320,1180,CHE,FUL,18.0,1,24,3
173,Omari,Kellyman,44,,0.0,3,6,1130,1130,1320,1160,CHE,BOU,21.0,1,24,3
174,Roméo,Lavia,45,,41.2,4,6,1130,1120,1320,1190,CHE,BRE,16.0,1,24,3
174,Roméo,Lavia,45,,41.2,9,6,1130,1140,1320,1180,CHE,FUL,18.0,1,24,3
174,Roméo,Lavia,45,,41.2,3,6,1130,1130,1320,1160,CHE,BOU,21.0,1,24,3
177,Noni,Madueke,63,3.0,49.0,4,6,1130,1120,1320,1190,CHE,BRE,16.0,1,24,3
177,Noni,Madueke,63,3.0,49.0,9,6,1130,1140,1320,1180,CHE,FUL,18.0,1,24,3
177,Noni,Madueke,63,3.0,49.0,3,6,1130,1130,1320,1160,CHE,BOU,21.0,1,24,3
179,Mykhailo,Mudryk,62,,4.4,4,6,1130,1120,1320,1190,CHE,BRE,16.0,1,24,3
179,Mykhailo,Mudryk,62,,4.4,9,6,1130,1140,1320,1180,CHE,FUL,18.0,1,24,3
179,Mykhailo,Mudryk,62,,4.4,3,6,1130,1130,1320,1160,CHE,BOU,21.0,1,24,3
181,Christopher,Nkunku,58,2.0,26.8,4,6,1130,1120,1320,1190,CHE,BRE,16.0,1,24,3
181,Christopher,Nkunku,58,2.0,26.8,9,6,1130,1140,1320,1180,CHE,FUL,18.0,1,24,3
181,Christopher,Nkunku,58,2.0,26.8,3,6,1130,1130,1320,1160,CHE,BOU,21.0,1,24,3
182,Cole,Palmer,111,1.0,86.6,4,6,1130,1120,1320,1190,CHE,BRE,16.0,1,24,3
182,Cole,Palmer,111,1.0,86.6,9,6,1130,1140,1320,1180,CHE,FUL,18.0,1,24,3
182,Cole,Palmer,111,1.0,86.6,3,6,1130,1130,1320,1160,CHE,BOU,21.0,1,24,3
184,Renato,Palma Veiga,45,,2.4,4,6,1130,1120,1320,1190,CHE,BRE,16.0,1,24,3
184,Renato,Palma Veiga,45,,2.4,9,6,1130,1140,1320,1180,CHE,FUL,18.0,1,24,3
184,Renato,Palma Veiga,45,,2.4,3,6,1130,1130,1320,1160,CHE,BOU,21.0,1,24,3
386,Jadon,Sancho,62,,36.6,4,6,1130,1120,1320,1190,CHE,BRE,16.0,1,24,3
386,Jadon,Sancho,62,,36.6,9,6,1130,1140,1320,1180,CHE,FUL,18.0,1,24,3
386,Jadon,Sancho,62,,36.6,3,6,1130,1130,1320,1160,CHE,BOU,21.0,1,24,3
560,Pedro,Lomba Neto,62,,53.0,4,6,1130,1120,1320,1190,CHE,BRE,16.0,1,24,3
560,Pedro,Lomba Neto,62,,53.0,9,6,1130,1140,1320,1180,CHE,FUL,18.0,1,24,3
560,Pedro,Lomba Neto,62,,53.0,3,6,1130,1130,1320,1160,CHE,BOU,21.0,1,24,3
621,João,Félix Sequeira,60,,35.0,4,6,1130,1120,1320,1190,CHE,BRE,16.0,1,24,3
621,João,Félix Sequeira,60,,35.0,9,6,1130,1140,1320,1180,CHE,FUL,18.0,1,24,3
621,João,Félix Sequeira,60,,35.0,3,6,1130,1130,1320,1160,CHE,BOU,21.0,1,24,3
190,Naouirou,Ahamada,45,,0.0,1,7,1100,1360,1090,1390,CRY,ARS,17.0,1,24,3
190,Naouirou,Ahamada,45,,0.0,17,7,1100,1070,1090,1060,CRY,SOU,19.0,1,24,3
190,Naouirou,Ahamada,45,,0.0,6,7,1100,1130,1090,1330,CRY,CHE,20.0,1,24,3
193,Cheick,Doucouré,49,,27.2,1,7,1100,1360,1090,1390,CRY,ARS,17.0,1,24,3
193,Cheick,Doucouré,49,,27.2,17,7,1100,1070,1090,1060,CRY,SOU,19.0,1,24,3
193,Cheick,Doucouré,49,,27.2,6,7,1100,1130,1090,1330,CRY,CHE,20.0,1,24,3
197,Malcolm,Ebiowei,45,,0.0,1,7,1100,1360,1090,1390,CRY,ARS,17.0,1,24,3
197,Malcolm,Ebiowei,45,,0.0,17,7,1100,1070,1090,1060,CRY,SOU,19.0,1,24,3
197,Malcolm,Ebiowei,45,,0.0,6,7,1100,1130,1090,1330,CRY,CHE,20.0,1,24,3
199,Eberechi,Eze,66,2.0,42.0,1,7,1100,1360,1090,1390,CRY,ARS,17.0,1,24,3
199,Eberechi,Eze,66,2.0,42.0,17,7,1100,1070,1090,1060,CRY,SOU,19.0,1,24,3
199,Eberechi,Eze,66,2.0,42.0,6,7,1100,1130,1090,1330,CRY,CHE,20.0,1,24,3
203,Will,Hughes,49,,69.0,1,7,1100,1360,1090,1390,CRY,ARS,17.0,1,24,3
203,Will,Hughes,49,,69.0,17,7,1100,1070,1090,1060,CRY,SOU,19.0,1,24,3
203,Will,Hughes,49,,69.0,6,7,1100,1130,1090,1330,CRY,CHE,20.0,1,24,3
205,Daichi,Kamada,51,,15.0,1,7,1100,1360,1090,1390,CRY,ARS,17.0,1,24,3
205,Daichi,Kamada,51,,15.0,17,7,1100,1070,1090,1060,CRY,SOU,19.0,1,24,3
205,Daichi,Kamada,51,,15.0,6,7,1100,1130,1090,1330,CRY,CHE,20.0,1,24,3
206,Jefferson,Lerma Solís,48,,50.2,1,7,1100,1360,1090,1390,CRY,ARS,17.0,1,24,3
206,Jefferson,Lerma Solís,48,,50.2,17,7,1100,1070,1090,1060,CRY,SOU,19.0,1,24,3
206,Jefferson,Lerma Solís,48,,50.2,6,7,1100,1130,1090,1330,CRY,CHE,20.0,1,24,3
208,Matheus,França de Oliveira,44,,0.0,1,7,1100,1360,1090,1390,CRY,ARS,17.0,1,24,3
208,Matheus,França de Oliveira,44,,0.0,17,7,1100,1070,1090,1060,CRY,SOU,19.0,1,24,3
208,Matheus,França de Oliveira,44,,0.0,6,7,1100,1130,1090,1330,CRY,CHE,20.0,1,24,3
212,David,Ozoh,45,,0.0,1,7,1100,1360,1090,1390,CRY,ARS,17.0,1,24,3
212,David,Ozoh,45,,0.0,17,7,1100,1070,1090,1060,CRY,SOU,19.0,1,24,3
212,David,Ozoh,45,,0.0,6,7,1100,1130,1090,1330,CRY,CHE,20.0,1,24,3
213,Jesurun,Rak-Sakyi,45,,0.0,1,7,1100,1360,1090,1390,CRY,ARS,17.0,1,24,3
213,Jesurun,Rak-Sakyi,45,,0.0,17,7,1100,1070,1090,1060,CRY,SOU,19.0,1,24,3
213,Jesurun,Rak-Sakyi,45,,0.0,6,7,1100,1130,1090,1330,CRY,CHE,20.0,1,24,3
214,Jeffrey,Schlupp,47,,7.6,1,7,1100,1360,1090,1390,CRY,ARS,17.0,1,24,3
214,Jeffrey,Schlupp,47,,7.6,17,7,1100,1070,1090,1060,CRY,SOU,19.0,1,24,3
214,Jeffrey,Schlupp,47,,7.6,6,7,1100,1130,1090,1330,CRY,CHE,20.0,1,24,3
216,Adam,Wharton,47,,0.0,1,7,1100,1360,1090,1390,CRY,ARS,17.0,1,24,3
216,Adam,Wharton,47,,0.0,17,7,1100,1070,1090,1060,CRY,SOU,19.0,1,24,3
216,Adam,Wharton,47,,0.0,6,7,1100,1130,1090,1330,CRY,CHE,20.0,1,24,3
585,Ismaïla,Sarr,57,,86.2,1,7,1100,1360,1090,1390,CRY,ARS,17.0,1,24,3
585,Ismaïla,Sarr,57,,86.2,17,7,1100,1070,1090,1060,CRY,SOU,19.0,1,24,3
585,Ismaïla,Sarr,57,,86.2,6,7,1100,1130,1090,1330,CRY,CHE,20.0,1,24,3
644,Franco,Umeh-Chibueze,44,,0.0,1,7,1100,1360,1090,1390,CRY,ARS,17.0,1,24,3
644,Franco,Umeh-Chibueze,44,,0.0,17,7,1100,1070,1090,1060,CRY,SOU,19.0,1,24,3
644,Franco,Umeh-Chibueze,44,,0.0,6,7,1100,1130,1090,1330,CRY,CHE,20.0,1,24,3
645,Justin,Devenny,45,,40.6,1,7,1100,1360,1090,1390,CRY,ARS,17.0,1,24,3
645,Justin,Devenny,45,,40.6,17,7,1100,1070,1090,1060,CRY,SOU,19.0,1,24,3
645,Justin,Devenny,45,,40.6,6,7,1100,1130,1090,1330,CRY,CHE,20.0,1,24,3
646,Asher,Agbinone,45,,0.4,1,7,1100,1360,1090,1390,CRY,ARS,17.0,1,24,3
646,Asher,Agbinone,45,,0.4,17,7,1100,1070,1090,1060,CRY,SOU,19.0,1,24,3
646,Asher,Agbinone,45,,0.4,6,7,1100,1130,1090,1330,CRY,CHE,20.0,1,24,3
647,Kaden,Rodney,45,,0.0,1,7,1100,1360,1090,1390,CRY,ARS,17.0,1,24,3
647,Kaden,Rodney,45,,0.0,17,7,1100,1070,1090,1060,CRY,SOU,19.0,1,24,3
647,Kaden,Rodney,45,,0.0,6,7,1100,1130,1090,1330,CRY,CHE,20.0,1,24,3
217,Abdoulaye,Doucouré,51,,65.6,6,8,1080,1130,1080,1330,EVE,CHE,17.0,1,24,3
217,Abdoulaye,Doucouré,51,,65.6,16,8,1080,1130,1080,1070,EVE,NFO,19.0,1,24,3
217,Abdoulaye,Doucouré,51,,65.6,2,8,1080,1140,1080,1300,EVE,AVL,21.0,1,24,3
222,Idrissa,Gueye,49,,85.2,6,8,1080,1130,1080,1330,EVE,CHE,17.0,1,24,3
222,Idrissa,Gueye,49,,85.2,16,8,1080,1130,1080,1070,EVE,NFO,19.0,1,24,3
222,Idrissa,Gueye,49,,85.2,2,8,1080,1140,1080,1300,EVE,AVL,21.0,1,24,3
223,James,Garner,49,,0.0,6,8,1080,1130,1080,1330,EVE,CHE,17.0,1,24,3
223,James,Garner,49,,0.0,16,8,1080,1130,1080,1070,EVE,NFO,19.0,1,24,3
223,James,Garner,49,,0.0,2,8,1080,1140,1080,1300,EVE,AVL,21.0,1,24,3
224,Jack,Harrison,52,,14.2,6,8,1080,1130,1080,1330,EVE,CHE,17.0,1,24,3
224,Jack,Harrison,52,,14.2,16,8,1080,1130,1080,1070,EVE,NFO,19.0,1,24,3
224,Jack,Harrison,52,,14.2,2,8,1080,1140,1080,1300,EVE,AVL,21.0,1,24,3
226,Tim,Iroegbunam,44,,0.0,6,8,1080,1130,1080,1330,EVE,CHE,17.0,1,24,3
226,Tim,Iroegbunam,44,,0.0,16,8,1080,1130,1080,1070,EVE,NFO,19.0,1,24,3
226,Tim,Iroegbunam,44,,0.0,2,8,1080,1140,1080,1300,EVE,AVL,21.0,1,24,3
230,Dwight,McNeil,54,,68.6,6,8,1080,1130,1080,1330,EVE,CHE,17.0,1,24,3
230,Dwight,McNeil,54,,68.6,16,8,1080,1130,1080,1070,EVE,NFO,19.0,1,24,3
230,Dwight,McNeil,54,,68.6,2,8,1080,1140,1080,1300,EVE,AVL,21.0,1,24,3
577,Jesper,Lindstrøm,51,,64.2,6,8,1080,1130,1080,1330,EVE,CHE,17.0,1,24,3
577,Jesper,Lindstrøm,51,,64.2,16,8,1080,1130,1080,1070,EVE,NFO,19.0,1,24,3
577,Jesper,Lindstrøm,51,,64.2,2,8,1080,1140,1080,1300,EVE,AVL,21.0,1,24,3
603,Harrison,Armstrong,45,,0.2,6,8,1080,1130,1080,1330,EVE,CHE,17.0,1,24,3
603,Harrison,Armstrong,45,,0.2,16,8,1080,1130,1080,1070,EVE,NFO,19.0,1,24,3
603,Harrison,Armstrong,45,,0.2,2,8,1080,1140,1080,1300,EVE,AVL,21.0,1,24,3
614,Jenson,Metcalfe,45,,0.0,6,8,1080,1130,1080,1330,EVE,CHE,17.0,1,24,3
614,Jenson,Metcalfe,45,,0.0,16,8,1080,1130,1080,1070,EVE,NFO,19.0,1,24,3
614,Jenson,Metcalfe,45,,0.0,2,8,1080,1140,1080,1300,EVE,AVL,21.0,1,24,3
651,Orel,Mangala,50,,61.8,6,8,1080,1130,1080,1330,EVE,CHE,17.0,1,24,3
651,Orel,Mangala,50,,61.8,16,8,1080,1130,1080,1070,EVE,NFO,19.0,1,24,3
651,Orel,Mangala,50,,61.8,2,8,1080,1140,1080,1300,EVE,AVL,21.0,1,24,3
678,Callum,Bates,45,,0.0,6,8,1080,1130,1080,1330,EVE,CHE,17.0,1,24,3
678,Callum,Bates,45,,0.0,16,8,1080,1130,1080,1070,EVE,NFO,19.0,1,24,3
678,Callum,Bates,45,,0.0,2,8,1080,1140,1080,1300,EVE,AVL,21.0,1,24,3
10,Reiss,Nelson,50,,56.4,17,9,1100,1070,1100,1060,FUL,SOU,17.0,1,24,3
10,Reiss,Nelson,50,,56.4,3,9,1100,1130,1100,1160,FUL,BOU,19.0,1,24,3
10,Reiss,Nelson,50,,56.4,10,9,1100,1080,1100,1100,FUL,IPS,20.0,1,24,3
19,Emile,Smith Rowe,55,,72.0,17,9,1100,1070,1100,1060,FUL,SOU,17.0,1,24,3
19,Emile,Smith Rowe,55,,72.0,3,9,1100,1130,1100,1160,FUL,BOU,19.0,1,24,3
19,Emile,Smith Rowe,55,,72.0,10,9,1100,1080,1100,1100,FUL,IPS,20.0,1,24,3
239,Adama,Traoré,48,,19.6,17,9,1100,1070,1100,1060,FUL,SOU,17.0,1,24,3
239,Adama,Traoré,48,,19.6,3,9,1100,1130,1100,1160,FUL,BOU,19.0,1,24,3
239,Adama,Traoré,48,,19.6,10,9,1100,1080,1100,1100,FUL,IPS,20.0,1,24,3
240,Andreas,Hoelgebaum Pereira,51,1.0,37.8,17,9,1100,1070,1100,1060,FUL,SOU,17.0,1,24,3
240,Andreas,Hoelgebaum Pereira,51,1.0,37.8,3,9,1100,1130,1100,1160,FUL,BOU,19.0,1,24,3
240,Andreas,Hoelgebaum Pereira,51,1.0,37.8,10,9,1100,1080,1100,1100,FUL,IPS,20.0,1,24,3
243,Tom,Cairney,48,,11.8,17,9,1100,1070,1100,1060,FUL,SOU,17.0,1,24,3
243,Tom,Cairney,48,,11.8,3,9,1100,1130,1100,1160,FUL,BOU,19.0,1,24,3
243,Tom,Cairney,48,,11.8,10,9,1100,1080,1100,1100,FUL,IPS,20.0,1,24,3
246,Luke,Harris,45,,0.0,17,9,1100,1070,1100,1060,FUL,SOU,17.0,1,24,3
246,Luke,Harris,45,,0.0,3,9,1100,1130,1100,1160,FUL,BOU,19.0,1,24,3
246,Luke,Harris,45,,0.0,10,9,1100,1080,1100,1100,FUL,IPS,20.0,1,24,3
247,Alex,Iwobi,57,,88.6,17,9,1100,1070,1100,1060,FUL,SOU,17.0,1,24,3
247,Alex,Iwobi,57,,88.6,3,9,1100,1130,1100,1160,FUL,BOU,19.0,1,24,3
247,Alex,Iwobi,57,,88.6,10,9,1100,1080,1100,1100,FUL,IPS,20.0,1,24,3
249,Saša,Lukić,48,3.0,48.2,17,9,1100,1070,1100,1060,FUL,SOU,17.0,1,24,3
249,Saša,Lukić,48,3.0,48.2,3,9,1100,1130,1100,1160,FUL,BOU,19.0,1,24,3
249,Saša,Lukić,48,3.0,48.2,10,9,1100,1080,1100,1100,FUL,IPS,20.0,1,24,3
254,Harrison,Reed,47,,0.2,17,9,1100,1070,1100,1060,FUL,SOU,17.0,1,24,3
254,Harrison,Reed,47,,0.2,3,9,1100,1130,1100,1160,FUL,BOU,19.0,1,24,3
254,Harrison,Reed,47,,0.2,10,9,1100,1080,1100,1100,FUL,IPS,20.0,1,24,3
259,Harry,Wilson,52,,35.2,17,9,1100,1070,1100,1060,FUL,SOU,17.0,1,24,3
259,Harry,Wilson,52,,35.2,3,9,1100,1130,1100,1160,FUL,BOU,19.0,1,24,3
259,Harry,Wilson,52,,35.2,10,9,1100,1080,1100,1100,FUL,IPS,20.0,1,24,3
604,Josh,King,45,,2.0,17,9,1100,1070,1100,1060,FUL,SOU,17.0,1,24,3
604,Josh,King,45,,2.0,3,9,1100,1130,1100,1160,FUL,BOU,19.0,1,24,3
604,Josh,King,45,,2.0,10,9,1100,1080,1100,1100,FUL,IPS,20.0,1,24,3
605,Martial,Godo,45,,0.0,17,9,1100,1070,1100,1060,FUL,SOU,17.0,1,24,3
605,Martial,Godo,45,,0.0,3,9,1100,1130,1100,1160,FUL,BOU,19.0,1,24,3
605,Martial,Godo,45,,0.0,10,9,1100,1080,1100,1100,FUL,IPS,20.0,1,24,3
622,Sander,Berge,50,,72.0,17,9,1100,1070,1100,1060,FUL,SOU,17.0,1,24,3
622,Sander,Berge,50,,72.0,3,9,1100,1130,1100,1160,FUL,BOU,19.0,1,24,3
622,Sander,Berge,50,,72.0,10,9,1100,1080,1100,1100,FUL,IPS,20.0,1,24,3
262,Nathan,Broadhead,49,3.0,7.0,15,10,1070,1130,1050,1310,IPS,NEW,17.0,1,24,3
262,Nathan,Broadhead,49,3.0,7.0,6,10,1070,1130,1050,1330,IPS,CHE,19.0,1,24,3
262,Nathan,Broadhead,49,3.0,7.0,5,10,1070,1130,1050,1220,IPS,BHA,21.0,1,24,3
264,Wes,Burns,48,,32.6,15,10,1070,1130,1050,1310,IPS,NEW,17.0,1,24,3
264,Wes,Burns,48,,32.6,6,10,1070,1130,1050,1330,IPS,CHE,19.0,1,24,3
264,Wes,Burns,48,,32.6,5,10,1070,1130,1050,1220,IPS,BHA,21.0,1,24,3
265,Conor,Chaplin,51,,39.0,15,10,1070,1130,1050,1310,IPS,NEW,17.0,1,24,3
265,Conor,Chaplin,51,,39.0,6,10,1070,1130,1050,1330,IPS,CHE,19.0,1,24,3
265,Conor,Chaplin,51,,39.0,5,10,1070,1130,1050,1220,IPS,BHA,21.0,1,24,3
271,Marcus,Myers-Harness,49,,0.0,15,10,1070,1130,1050,1310,IPS,NEW,17.0,1,24,3
271,Marcus,Myers-Harness,49,,0.0,6,10,1070,1130,1050,1330,IPS,CHE,19.0,1,24,3
271,Marcus,Myers-Harness,49,,0.0,5,10,1070,1130,1050,1220,IPS,BHA,21.0,1,24,3
273,Cameron,Humphreys,45,,0.0,15,10,1070,1130,1050,1310,IPS,NEW,17.0,1,24,3
273,Cameron,Humphreys,45,,0.0,6,10,1070,1130,1050,1330,IPS,CHE,19.0,1,24,3
273,Cameron,Humphreys,45,,0.0,5,10,1070,1130,1050,1220,IPS,BHA,21.0,1,24,3
274,Omari,Giraud-Hutchinson,52,,87.6,15,10,1070,1130,1050,1310,IPS,NEW,17.0,1,24,3
274,Omari,Giraud-Hutchinson,52,,87.6,6,10,1070,1130,1050,1330,IPS,CHE,19.0,1,24,3
274,Omari,Giraud-Hutchinson,52,,87.6,5,10,1070,1130,1050,1220,IPS,BHA,21.0,1,24,3
277,Massimo,Luongo,44,,0.2,15,10,1070,1130,1050,1310,IPS,NEW,17.0,1,24,3
277,Massimo,Luongo,44,,0.2,6,10,1070,1130,1050,1330,IPS,CHE,19.0,1,24,3
277,Massimo,Luongo,44,,0.2,5,10,1070,1130,1050,1220,IPS,BHA,21.0,1,24,3
278,Sam,Morsy,49,,90.0,15,10,1070,1130,1050,1310,IPS,NEW,17.0,1,24,3
278,Sam,Morsy,49,,90.0,6,10,1070,1130,1050,1330,IPS,CHE,19.0,1,24,3
278,Sam,Morsy,49,,90.0,5,10,1070,1130,1050,1220,IPS,BHA,21.0,1,24,3
281,Jack,Taylor,48,,31.0,15,10,1070,1130,1050,1310,IPS,NEW,17.0,1,24,3
281,Jack,Taylor,48,,31.0,6,10,1070,1130,1050,1330,IPS,CHE,19.0,1,24,3
281,Jack,Taylor,48,,31.0,5,10,1070,1130,1050,1220,IPS,BHA,21.0,1,24,3
359,Kalvin,Phillips,48,,0.0,15,10,1070,1130,1050,1310,IPS,NEW,17.0,1,24,3
359,Kalvin,Phillips,48,,0.0,6,10,1070,1130,1050,1330,IPS,CHE,19.0,1,24,3
359,Kalvin,Phillips,48,,0.0,5,10,1070,1130,1050,1220,IPS,BHA,21.0,1,24,3
611,Sam,Szmodics,58,,55.2,15,10,1070,1130,1050,1310,IPS,NEW,17.0,1,24,3
611,Sam,Szmodics,58,,55.2,6,10,1070,1130,1050,1330,IPS,CHE,19.0,1,24,3
611,Sam,Szmodics,58,,55.2,5,10,1070,1130,1050,1220,IPS,BHA,21.0,1,24,3
619,Jens,Cajuste,45,,58.6,15,10,1070,1130,1050,1310,IPS,NEW,17.0,1,24,3
619,Jens,Cajuste,45,,58.6,6,10,1070,1130,1050,1330,IPS,CHE,19.0,1,24,3
619,Jens,Cajuste,45,,58.6,5,10,1070,1130,1050,1220,IPS,BHA,21.0,1,24,3
631,Jack,Clarke,55,,29.0,15,10,1070,1130,1050,1310,IPS,NEW,17.0,1,24,3
631,Jack,Clarke,55,,29.0,6,10,1070,1130,1050,1330,IPS,CHE,19.0,1,24,3
631,Jack,Clarke,55,,29.0,5,10,1070,1130,1050,1220,IPS,BHA,21.0,1,24,3
632,Chiedozie,Ogbene,49,,0.0,15,10,1070,1130,1050,1310,IPS,NEW,17.0,1,24,3
632,Chiedozie,Ogbene,49,,0.0,6,10,1070,1130,1050,1330,IPS,CHE,19.0,1,24,3
632,Chiedozie,Ogbene,49,,0.0,5,10,1070,1130,1050,1220,IPS,BHA,21.0,1,24,3
117,Facundo,Buonanotte,50,,48.6,20,11,1060,1060,1090,1120,LEI,WOL,17.0,1,24,3
117,Facundo,Buonanotte,50,,48.6,13,11,1060,1350,1090,1390,LEI,MCI,19.0,1,24,3
117,Facundo,Buonanotte,50,,48.6,7,11,1060,1100,1090,1090,LEI,CRY,21.0,1,24,3
192,Jordan,Ayew,52,2.0,49.4,20,11,1060,1060,1090,1120,LEI,WOL,17.0,1,24,3
192,Jordan,Ayew,52,2.0,49.4,13,11,1060,1350,1090,1390,LEI,MCI,19.0,1,24,3
192,Jordan,Ayew,52,2.0,49.4,7,11,1060,1100,1090,1090,LEI,CRY,21.0,1,24,3
285,Boubakary,Soumaré,44,,84.6,20,11,1060,1060,1090,1120,LEI,WOL,17.0,1,24,3
285,Boubakary,Soumaré,44,,84.6,13,11,1060,1350,1090,1390,LEI,MCI,19.0,1,24,3
285,Boubakary,Soumaré,44,,84.6,7,11,1060,1100,1090,1090,LEI,CRY,21.0,1,24,3
287,Hamza,Choudhury,43,,0.0,20,11,1060,1060,1090,1120,LEI,WOL,17.0,1,24,3
287,Hamza,Choudhury,43,,0.0,13,11,1060,1350,1090,1390,LEI,MCI,19.0,1,24,3
287,Hamza,Choudhury,43,,0.0,7,11,1060,1100,1090,1090,LEI,CRY,21.0,1,24,3
290,Bobby,De Cordova-Reid,52,,13.0,20,11,1060,1060,1090,1120,LEI,WOL,17.0,1,24,3
290,Bobby,De Cordova-Reid,52,,13.0,13,11,1060,1350,1090,1390,LEI,MCI,19.0,1,24,3
290,Bobby,De Cordova-Reid,52,,13.0,7,11,1060,1100,1090,1090,LEI,CRY,21.0,1,24,3
292,Michael,Golding,44,,0.0,20,11,1060,1060,1090,1120,LEI,WOL,17.0,1,24,3
292,Michael,Golding,44,,0.0,13,11,1060,1350,1090,1390,LEI,MCI,19.0,1,24,3
292,Michael,Golding,44,,0.0,7,11,1060,1100,1090,1090,LEI,CRY,21.0,1,24,3
297,Wanya,Marçal-Madivádua,45,,0.0,20,11,1060,1060,1090,1120,LEI,WOL,17.0,1,24,3
297,Wanya,Marçal-Madivádua,45,,0.0,13,11,1060,1350,1090,1390,LEI,MCI,19.0,1,24,3
297,Wanya,Marçal-Madivádua,45,,0.0,7,11,1060,1100,1090,1090,LEI,CRY,21.0,1,24,3
298,Stephy,Mavididi,53,4.0,17.8,20,11,1060,1060,1090,1120,LEI,WOL,17.0,1,24,3
