id,first_name,second_name,position,value,team_id,penalties_order,rolling_opponent_xg_3,rolling_total_points_3,rolling_shots_3,rolling_expected_assists_3,rolling_expected_goals_3,rolling_ict_index_3,rolling_influence_3,rolling_threat_3,rolling_yellow_cards_3,rolling_opponent_deep_3,rolling_team_deep_3,rolling_bps_3,rolling_adjusted_xg_3,rolling_key_passes_3,rolling_opponent_xg_5,rolling_total_points_5,rolling_shots_5,rolling_expected_assists_5,rolling_expected_goals_5,rolling_ict_index_5,rolling_influence_5,rolling_threat_5,rolling_yellow_cards_5,rolling_opponent_deep_5,rolling_team_deep_5,rolling_bps_5,rolling_adjusted_xg_5,rolling_key_passes_5,rolling_opponent_xg_8,rolling_total_points_8,rolling_shots_8,rolling_expected_assists_8,rolling_expected_goals_8,rolling_ict_index_8,rolling_influence_8,rolling_threat_8,rolling_yellow_cards_8,rolling_opponent_deep_8,rolling_team_deep_8,rolling_bps_8,rolling_adjusted_xg_8,rolling_key_passes_8,rolling_opponent_xg_12,rolling_total_points_12,rolling_shots_12,rolling_expected_assists_12,rolling_expected_goals_12,rolling_ict_index_12,rolling_influence_12,rolling_threat_12,rolling_yellow_cards_12,rolling_opponent_deep_12,rolling_team_deep_12,rolling_bps_12,rolling_adjusted_xg_12,rolling_key_passes_12,avg_yellow_cards,average_season_goals,average_season_assists,pred_minutes
135,Yankuba,Minteh,MID,51,5,,1.008664333333333,2.6666666666666665,0.6666666666666666,0.019802312056223532,0.08066748082637787,3.3333333333333335,13.4,10.333333333333334,0.0,3.3333333333333335,7.666666666666667,11.0,0.08066748082637787,0.6666666666666666,1.5081806,3.2,1.0,0.011881387233734119,0.14455965608358384,3.66,16.04,12.8,0.0,5.0,6.6,12.4,0.14455965608358384,0.4,1.549822875,2.875,0.875,0.026632681488990773,0.1339737055823207,3.6875,12.075000000000001,12.625,0.25,6.5,7.0,10.625,0.1339737055823207,0.625,1.6033596666666667,2.9,0.9,0.14175015091896057,0.11928833946585655,4.26,13.040000000000001,13.8,0.2,6.333333333333333,6.916666666666667,10.7,0.11928833946585655,1.0,0.2,0.2,0.2,6.4
136,Mitoma,Kaoru,MID,66,5,,1.008664333333333,4.666666666666667,1.3333333333333333,0.2166985819737116,0.24818963184952728,6.566666666666666,21.133333333333333,12.666666666666666,0.0,3.3333333333333335,7.666666666666667,17.333333333333332,0.24818963184952728,2.3333333333333335,1.5081806,5.0,1.2,0.2055496364831924,0.2882895551621914,6.3,22.08,17.6,0.0,5.0,6.6,17.8,0.2882895551621914,1.6,1.549822875,3.75,1.75,0.15586566179990763,0.28009620634838933,6.05,16.3,23.25,0.0,6.5,7.0,13.625,0.28009620634838933,1.375,1.6033596666666667,3.75,1.8333333333333333,0.20863895366589225,0.29463531201084453,6.491666666666667,17.216666666666665,24.583333333333332,0.0,6.333333333333333,6.916666666666667,14.833333333333334,0.29463531201084453,1.5,0.0,0.2,0.2,89.4
137,Jakub,Moder,MID,44,5,,1.008664333333333,1.0,0.0,0.01459417212754485,0.0,0.7999999999999999,2.5,0.0,0.0,3.3333333333333335,7.666666666666667,4.0,0.0,0.5,1.5081806,1.0,0.0,0.01459417212754485,0.0,0.7999999999999999,2.5,0.0,0.0,5.0,6.6,4.0,0.0,0.5,1.549822875,1.0,0.0,0.01459417212754485,0.0,0.7999999999999999,2.5,0.0,0.0,6.5,7.0,4.0,0.0,0.5,1.6033596666666667,1.0,0.0,0.01459417212754485,0.0,0.7999999999999999,2.5,0.0,0.0,6.333333333333333,6.916666666666667,4.0,0.0,0.5,0.0,0.0,0.0,0.2
140,Cameron,Peupion,MID,44,5,,1.008664333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,7.666666666666667,0.0,0.0,0.0,1.5081806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.6,0.0,0.0,0.0,1.549822875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,7.0,0.0,0.0,0.0,1.6033596666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.333333333333333,6.916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Jeremy,Sarmiento Morante,MID,49,5,,1.008664333333333,1.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,3.3333333333333335,7.666666666666667,3.0,0.0,0.0,1.5081806,1.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,5.0,6.6,3.0,0.0,0.0,1.549822875,1.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,6.5,7.0,3.0,0.0,0.0,1.6033596666666667,1.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,6.333333333333333,6.916666666666667,3.0,0.0,0.0,0.0,0.0,0.0,0.0
149,Mats,Wieffer,MID,47,5,,1.008664333333333,1.6666666666666667,0.6666666666666666,0.0,0.048541307449340765,2.2,11.466666666666667,4.333333333333333,0.6666666666666666,3.3333333333333335,7.666666666666667,8.666666666666666,0.048541307449340765,0.0,1.5081806,1.4,0.6,0.014763601124286641,0.03361848704516884,1.9600000000000002,9.36,3.8,0.4,5.0,6.6,6.6,0.03361848704516884,0.2,1.549822875,1.25,0.5,0.00922725070267915,0.06307719717733559,1.5625,7.125,4.5,0.25,6.5,7.0,5.25,0.06307719717733559,0.125,1.6033596666666667,1.6363636363636365,0.36363636363636365,0.021306084468960748,0.045874325219880434,1.9727272727272727,9.672727272727274,3.4545454545454546,0.18181818181818182,6.333333333333333,6.916666666666667,6.454545454545454,0.045874325219880434,0.36363636363636365,0.18181818181818182,0.0,0.18181818181818182,34.8
595,Brajan,Gruda,MID,54,5,,1.008664333333333,1.0,0.0,0.0257399616142114,0.0,1.3666666666666665,3.533333333333333,2.6666666666666665,0.0,3.3333333333333335,7.666666666666667,3.0,0.0,0.6666666666666666,1.5081806,1.0,0.0,0.01544397696852684,0.0,0.9799999999999999,2.92,2.4,0.0,5.0,6.6,2.4,0.0,0.4,1.549822875,1.0,0.0,0.01544397696852684,0.0,0.9799999999999999,2.92,2.4,0.0,6.5,7.0,2.4,0.0,0.4,1.6033596666666667,1.0,0.0,0.01544397696852684,0.0,0.9799999999999999,2.92,2.4,0.0,6.333333333333333,6.916666666666667,2.4,0.0,0.4,0.0,0.0,0.0,5.6
600,Yasin,Ayari,MID,50,5,,1.008664333333333,2.6666666666666665,0.6666666666666666,0.031305260335405635,0.0442361496388912,3.4333333333333336,11.533333333333333,5.666666666666667,0.0,3.3333333333333335,7.666666666666667,11.333333333333334,0.0442361496388912,1.0,1.5081806,2.0,0.6,0.09054894261062144,0.028356521576642958,3.3800000000000003,11.64,6.4,0.2,5.0,6.6,11.4,0.028356521576642958,1.0,1.549822875,1.875,0.625,0.09659071709029374,0.03388108778744934,3.6625,11.374999999999998,5.5,0.25,6.5,7.0,10.375,0.03388108778744934,1.25,1.6033596666666667,1.8333333333333333,0.8333333333333334,0.07280743323887386,0.06255986262112853,3.483333333333333,10.383333333333333,7.833333333333333,0.16666666666666666,6.333333333333333,6.916666666666667,8.833333333333334,0.06255986262112853,1.0,0.16666666666666666,0.0,0.0,56.0
601,Andrew,Moran,MID,50,5,,1.008664333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,7.666666666666667,0.0,0.0,0.0,1.5081806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.6,0.0,0.0,0.0,1.549822875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,7.0,0.0,0.0,0.0,1.6033596666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.333333333333333,6.916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,Georginio,Rutter,MID,56,5,,1.0086643333333332,1.6666666666666667,2.0,0.0,0.15049723784128824,2.266666666666666,7.6000000000000005,11.666666666666666,0.0,3.3333333333333335,7.666666666666667,8.0,0.15049723784128824,0.0,1.5081806,2.4,1.8,0.0,0.19335677921772002,1.8399999999999999,4.84,10.6,0.2,5.0,6.6,7.0,0.19335677921772002,0.0,1.549822875,3.125,1.875,0.12256678845733403,0.18698061257600784,3.575,11.975,13.125,0.25,6.5,7.0,9.375,0.18698061257600784,0.625,1.6033596666666667,4.0,2.3333333333333335,0.12222046591341494,0.2215890698134899,4.258333333333333,13.283333333333333,17.333333333333332,0.16666666666666666,6.333333333333333,6.916666666666667,11.083333333333334,0.2215890698134899,0.75,0.14285714285714285,0.14285714285714285,0.2857142857142857,62.8
629,Matt,O'Riley,MID,55,5,,1.0086643333333332,0.6666666666666666,1.0,0.12221855173508323,0.05095690488815304,3.4333333333333336,5.133333333333334,8.666666666666666,0.3333333333333333,3.3333333333333335,7.666666666666667,6.333333333333333,0.05095690488815304,1.3333333333333333,1.5081806,2.2,1.0,0.07333113104104994,0.1518363073468208,3.3,10.72,9.8,0.2,5.0,6.6,10.4,0.1518363073468208,0.8,1.549822875,2.2,1.0,0.07333113104104994,0.1518363073468208,3.3,10.72,9.8,0.2,6.5,7.0,10.4,0.1518363073468208,0.8,1.6033596666666667,2.2,1.0,0.07333113104104994,0.1518363073468208,3.3,10.72,9.8,0.2,6.333333333333333,6.916666666666667,10.4,0.1518363073468208,0.8,0.2,0.2,0.0,43.4
150,Andrey,Nascimento dos Santos,MID,45,6,,2.013487666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.666666666666666,0.0,0.0,0.0,1.79379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,11.4,0.0,0.0,0.0,1.88710875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,9.5,0.0,0.0,0.0,1.6888422500000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.083333333333333,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,Ângelo Gabriel,Borges Damaceno,MID,45,6,,2.013487666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.666666666666666,0.0,0.0,0.0,1.79379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,11.4,0.0,0.0,0.0,1.88710875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,9.5,0.0,0.0,0.0,1.6888422500000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.083333333333333,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,Moisés,Caicedo Corozo,MID,49,6,,2.013487666666667,3.3333333333333335,0.3333333333333333,0.1246537864208221,0.006684565916657433,4.566666666666666,15.0,2.0,0.0,6.0,12.666666666666666,18.333333333333332,0.006684565916657433,2.0,1.79379,2.8,0.4,0.07479227185249326,0.01711651645600794,3.6400000000000006,15.080000000000002,1.4,0.2,5.4,11.4,17.0,0.01711651645600794,1.2,1.88710875,3.75,0.5,0.12633540388196704,0.021719523472711423,4.5875,20.775,3.875,0.125,5.5,9.5,20.625,0.021719523472711423,1.375,1.6888422500000002,3.5,0.5833333333333334,0.15392088827987507,0.02702416169146694,4.425,21.983333333333334,3.5833333333333335,0.16666666666666666,6.083333333333333,9.75,19.75,0.02702416169146694,1.1666666666666667,0.2,0.06666666666666667,0.2,88.0
158,Cesare,Casadei,MID,44,6,,2.013487666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.666666666666666,0.0,0.0,0.0,1.79379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,11.4,0.0,0.0,0.0,1.88710875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,9.5,0.0,0.0,0.0,1.6888422500000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.083333333333333,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,Carney,Chukwuemeka,MID,48,6,,2.013487666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.666666666666666,0.0,0.0,0.0,1.79379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,11.4,0.0,0.0,0.0,1.88710875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,9.5,0.0,0.0,0.0,1.6888422500000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.083333333333333,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,Kiernan,Dewsbury-Hall,MID,56,6,,2.013487666666667,1.0,0.0,0.0365856165687243,0.0,0.7000000000000001,2.466666666666667,0.0,0.0,6.0,12.666666666666666,3.3333333333333335,0.0,0.3333333333333333,1.79379,1.0,0.0,0.02195136994123458,0.0,0.5,1.8800000000000001,0.0,0.0,5.4,11.4,3.0,0.0,0.2,1.88710875,1.0,0.0,0.02195136994123458,0.0,0.5,1.8800000000000001,0.0,0.0,5.5,9.5,3.0,0.0,0.2,1.6888422500000002,1.0,0.0,0.02195136994123458,0.0,0.5,1.8800000000000001,0.0,0.0,6.083333333333333,9.75,3.0,0.0,0.2,0.0,0.0,0.0,2.4
168,Enzo,Fernández,MID,50,6,4.0,2.013487666666667,7.666666666666667,1.6666666666666667,0.34610681732495624,0.1002010790010293,9.333333333333332,39.93333333333334,18.0,0.0,6.0,12.666666666666666,33.666666666666664,0.1002010790010293,1.6666666666666667,1.79379,7.8,1.6,0.32106391042470933,0.21866062209010123,9.72,43.24,19.8,0.0,5.4,11.4,34.0,0.21866062209010123,2.0,1.88710875,5.25,1.125,0.21871896437369287,0.14369606412947175,6.562499999999999,28.600000000000005,12.75,0.0,5.5,9.5,22.5,0.14369606412947175,1.5,1.6888422500000002,4.166666666666667,0.8333333333333334,0.19484203588217497,0.10083131367961566,5.8,22.650000000000002,10.583333333333334,0.08333333333333333,6.083333333333333,9.75,19.25,0.10083131367961566,1.5,0.07142857142857142,0.21428571428571427,0.21428571428571427,76.4
169,Conor,Gallagher,MID,59,6,,2.013487666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.666666666666666,0.0,0.0,0.0,1.79379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,11.4,0.0,0.0,0.0,1.88710875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,9.5,0.0,0.0,0.0,1.6888422500000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.083333333333333,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,Omari,Kellyman,MID,44,6,,2.013487666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.666666666666666,0.0,0.0,0.0,1.79379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,11.4,0.0,0.0,0.0,1.88710875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,9.5,0.0,0.0,0.0,1.6888422500000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.083333333333333,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,Roméo,Lavia,MID,45,6,,2.013487666666667,1.0,0.3333333333333333,0.010404691721002233,0.02710459381341933,1.3999999999999997,4.866666666666667,1.6666666666666667,0.6666666666666666,6.0,12.666666666666666,4.0,0.02710459381341933,0.3333333333333333,1.79379,1.4,0.2,0.01827341727912422,0.0162627562880516,2.0,7.24,1.0,0.4,5.4,11.4,6.0,0.0162627562880516,0.8,1.88710875,1.625,0.125,0.017569255782291262,0.01016422268003225,1.9874999999999998,9.125,0.625,0.375,5.5,9.5,7.875,0.01016422268003225,0.625,1.6888422500000002,1.6666666666666667,0.1111111111111111,0.07623053652544814,0.00903486460447311,2.088888888888889,9.8,0.5555555555555556,0.3333333333333333,6.083333333333333,9.75,9.0,0.00903486460447311,0.6666666666666666,0.3333333333333333,0.0,0.1111111111111111,41.2
177,Noni,Madueke,MID,63,6,3.0,2.013487666666667,5.666666666666667,2.6666666666666665,0.0737123688062032,0.6767790168523788,8.466666666666667,27.400000000000002,47.666666666666664,0.3333333333333333,6.0,12.666666666666666,17.0,0.6767790168523788,0.6666666666666666,1.79379,4.2,3.0,0.08894712924957272,0.5546384781599045,7.58,19.639999999999997,42.4,0.4,5.4,11.4,14.0,0.5546384781599045,1.0,1.88710875,3.25,2.5,0.07940446864813563,0.4468181198462844,6.6375,14.899999999999999,37.125,0.375,5.5,9.5,11.25,0.4468181198462844,1.0,1.6888422500000002,3.9166666666666665,2.75,0.08793560663859046,0.3757356038937966,6.566666666666666,14.799999999999999,35.333333333333336,0.25,6.083333333333333,9.75,13.333333333333334,0.3757356038937966,1.0833333333333333,0.21428571428571427,0.35714285714285715,0.21428571428571427,49.0
179,Mykhailo,Mudryk,MID,62,6,,2.013487666666667,1.0,0.3333333333333333,0.0,0.04084358115990957,1.4000000000000001,3.4,9.666666666666666,0.0,6.0,12.666666666666666,3.0,0.04084358115990957,0.0,1.79379,1.0,0.2,0.13499149084091186,0.02450614869594574,1.26,2.9200000000000004,6.2,0.0,5.4,11.4,3.4,0.02450614869594574,0.2,1.88710875,1.0,0.14285714285714285,0.15427158985819137,0.017504391925675527,1.2142857142857142,3.314285714285714,4.428571428571429,0.0,5.5,9.5,3.7142857142857144,0.017504391925675527,0.2857142857142857,1.6888422500000002,1.0,0.14285714285714285,0.15427158985819137,0.017504391925675527,1.2142857142857142,3.314285714285714,4.428571428571429,0.0,6.083333333333333,9.75,3.7142857142857144,0.017504391925675527,0.2857142857142857,0.0,0.0,0.0,4.4
181,Christopher,Nkunku,MID,58,6,2.0,2.013487666666667,5.0,1.6666666666666667,0.37974102795124054,0.23487299059828123,4.033333333333332,17.866666666666667,11.0,0.0,6.0,12.666666666666666,14.333333333333334,0.23487299059828123,1.0,1.79379,3.4,1.2,0.22784461677074433,0.15627825930714606,2.42,10.72,6.8,0.0,5.4,11.4,9.4,0.15627825930714606,0.6,1.88710875,2.375,1.25,0.1424028854817152,0.21336114592850208,2.125,7.825,9.125,0.125,5.5,9.5,6.25,0.21336114592850208,0.375,1.6888422500000002,2.4166666666666665,1.0,0.10607661679387091,0.22921129191915193,2.475,8.716666666666667,11.083333333333334,0.08333333333333333,6.083333333333333,9.75,7.166666666666667,0.22921129191915193,0.4166666666666667,0.07142857142857142,0.14285714285714285,0.07142857142857142,26.8
182,Cole,Palmer,MID,111,6,1.0,2.013487666666667,13.0,5.0,0.2710003505150477,1.2109538912773132,17.133333333333333,63.13333333333335,67.0,0.0,6.0,12.666666666666666,49.333333333333336,0.9572309516370296,2.6666666666666665,1.79379,8.6,4.2,0.21296663843095304,0.9005689114332199,12.36,41.12,48.2,0.0,5.4,11.4,34.0,0.7483351476490497,2.4,1.88710875,7.25,3.625,0.23648111778311431,0.6892411336302757,10.049999999999999,32.75,36.75,0.0,5.5,9.5,29.75,0.5940950312651694,2.125,1.6888422500000002,8.333333333333334,3.6666666666666665,0.3461478265623252,0.6889605323473612,11.25,41.199999999999996,37.75,0.08333333333333333,6.083333333333333,9.75,34.083333333333336,0.593814424239099,2.4166666666666665,0.2,0.7333333333333333,0.4666666666666667,86.6
184,Renato,Palma Veiga,MID,45,6,,2.013487666666667,0.6666666666666666,0.3333333333333333,0.0,0.022411507864793134,0.26666666666666666,0.0,1.3333333333333333,0.3333333333333333,6.0,12.666666666666666,-0.3333333333333333,0.022411507864793134,0.0,1.79379,1.0,0.6,0.0,0.02708966881036758,1.0999999999999999,5.4,3.8,0.4,5.4,11.4,3.2,0.02708966881036758,0.0,1.88710875,1.0,0.42857142857142855,0.0,0.01934976343597684,0.8428571428571427,4.3428571428571425,2.7142857142857144,0.2857142857142857,5.5,9.5,3.142857142857143,0.01934976343597684,0.0,1.6888422500000002,1.0,0.42857142857142855,0.0,0.01934976343597684,0.8428571428571427,4.3428571428571425,2.7142857142857144,0.2857142857142857,6.083333333333333,9.75,3.142857142857143,0.01934976343597684,0.0,0.2857142857142857,0.0,0.0,2.4
386,Jadon,Sancho,MID,62,6,,2.013487666666667,5.666666666666667,2.0,0.017996403078238167,0.18792088578144703,6.366666666666667,26.2,25.666666666666668,0.0,6.0,12.666666666666666,22.0,0.18792088578144703,0.6666666666666666,1.79379,3.8,1.2,0.0107978418469429,0.11275253146886821,4.12,15.919999999999998,17.4,0.0,5.4,11.4,13.8,0.11275253146886821,0.4,1.88710875,4.25,0.875,0.09242949727922677,0.08356846310198304,4.65,16.625,14.0,0.0,5.5,9.5,16.625,0.08356846310198304,1.0,1.6888422499999998,4.111111111111111,0.7777777777777778,0.1398261727558242,0.07428307831287381,4.722222222222222,17.266666666666666,13.11111111111111,0.1111111111111111,6.083333333333333,9.75,16.444444444444443,0.07428307831287381,1.1111111111111112,0.1111111111111111,0.2222222222222222,0.4444444444444444,36.6
560,Pedro,Lomba Neto,MID,62,6,,2.013487666666667,4.333333333333333,0.0,0.30333333333333334,0.053333333333333344,6.266666666666666,20.13333333333333,17.0,0.6666666666666666,6.0,12.666666666666666,18.333333333333332,0.026666666666666672,0.0,1.79379,4.0,0.0,0.238,0.08,6.5,19.96,20.8,0.6,5.4,11.4,18.6,0.04,0.0,1.88710875,2.75,0.0,0.17625000000000002,0.06125,5.3,14.575,14.25,0.5,5.5,9.5,13.625,0.030625,0.0,1.6888422500000002,2.3333333333333335,0.0,0.12333333333333334,0.04083333333333333,4.2,12.583333333333334,10.5,0.4166666666666667,6.083333333333333,9.75,10.75,0.020416666666666666,0.0,0.38461538461538464,0.07692307692307693,0.15384615384615385,53.0
621,João,Félix Sequeira,MID,60,6,,2.013487666666667,2.0,1.6666666666666667,0.186208446820577,0.521613359451294,3.1666666666666665,7.8,11.666666666666666,0.3333333333333333,6.0,12.666666666666666,8.0,0.521613359451294,1.0,1.79379,2.0,2.0,0.12610202133655546,0.38699611723423005,3.2599999999999993,7.2,11.8,0.2,5.4,11.4,7.8,0.38699611723423005,1.0,1.88710875,1.5,1.625,0.07881376333534716,0.2712161100935191,2.5625,5.35,11.0,0.25,5.5,9.5,5.75,0.2712161100935191,0.625,1.6888422499999998,2.0,1.6666666666666667,0.07005667852030859,0.2663783420705133,2.911111111111111,8.600000000000001,12.222222222222221,0.2222222222222222,6.083333333333333,9.75,7.888888888888889,0.2663783420705133,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.1111111111111111,35.0
190,Naouirou,Ahamada,MID,45,7,,0.6924323333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,7.666666666666667,0.0,0.0,0.0,1.4750314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,5.8,0.0,0.0,0.0,1.4912833749999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,5.375,0.0,0.0,0.0,1.59296725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,Cheick,Doucouré,MID,49,7,,0.6924323333333332,1.0,1.0,0.0,0.04380069548885024,0.6333333333333334,1.9333333333333333,3.3333333333333335,0.3333333333333333,6.666666666666667,7.666666666666667,4.0,0.04380069548885024,0.0,1.4750314,1.0,0.8,0.0,0.03155279755592342,0.6,2.68,2.2,0.2,7.6,5.8,3.2,0.03155279755592342,0.0,1.4912833749999999,1.4285714285714286,0.7142857142857143,0.0,0.030167867562600512,0.6857142857142858,3.3428571428571425,2.2857142857142856,0.14285714285714285,7.5,5.375,4.857142857142857,0.030167867562600512,0.0,1.59296725,1.4285714285714286,0.7142857142857143,0.0,0.030167867562600512,0.6857142857142858,3.3428571428571425,2.2857142857142856,0.14285714285714285,8.0,6.166666666666667,4.857142857142857,0.030167867562600512,0.0,0.14285714285714285,0.0,0.14285714285714285,27.2
197,Malcolm,Ebiowei,MID,45,7,,0.6924323333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,7.666666666666667,0.0,0.0,0.0,1.4750314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,5.8,0.0,0.0,0.0,1.4912833749999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,5.375,0.0,0.0,0.0,1.59296725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,Eberechi,Eze,MID,66,7,2.0,0.6924323333333332,3.3333333333333335,1.6666666666666667,0.3260452083001534,0.18759464720884958,6.566666666666666,14.666666666666664,14.0,0.0,6.666666666666667,7.666666666666667,13.333333333333334,0.18759464720884958,2.6666666666666665,1.4750314,3.6,3.0,0.3065868664532899,0.1794571220874786,6.68,16.96,20.0,0.0,7.6,5.8,15.0,0.1794571220874786,2.0,1.4912833749999999,3.125,3.0,0.23543288861401374,0.2435300163924694,6.525,15.35,20.75,0.0,7.5,5.375,13.5,0.2435300163924694,2.0,1.59296725,3.4166666666666665,3.5,0.22036173210168875,0.29580166811744374,7.2749999999999995,16.849999999999998,25.666666666666668,0.0,8.0,6.166666666666667,15.333333333333334,0.29580166811744374,2.0,0.0,0.08333333333333333,0.16666666666666666,42.0
203,Will,Hughes,MID,49,7,,0.6924323333333332,5.0,1.6666666666666667,0.2666932716965675,0.06853750348091124,5.466666666666666,26.733333333333334,3.3333333333333335,0.3333333333333333,6.666666666666667,7.666666666666667,21.0,0.06853750348091124,1.6666666666666667,1.4750314,3.6,1.2,0.18001784980297084,0.06683800518512724,4.279999999999999,18.28,3.4,0.4,7.6,5.8,15.0,0.06683800518512724,1.4,1.4912833749999999,2.75,1.125,0.1437411857768893,0.06081882072612641,4.3875,16.450000000000003,3.0,0.5,7.5,5.375,12.125,0.06081882072612641,1.875,1.59296725,2.0,0.8333333333333334,0.09582745718459286,0.04225143231451509,3.216666666666667,11.866666666666667,3.5833333333333335,0.5,8.0,6.166666666666667,8.75,0.04225143231451509,1.25,0.46153846153846156,0.0,0.15384615384615385,69.0
205,Daichi,Kamada,MID,51,7,,0.6924323333333332,0.6666666666666666,0.6666666666666666,0.10875154534975684,0.062039444843928,3.9,11.333333333333334,7.666666666666667,0.0,6.666666666666667,7.666666666666667,7.0,0.062039444843928,1.3333333333333333,1.4750314,0.8,0.8,0.08351889401674269,0.06048918664455412,3.3600000000000003,9.52,6.8,0.2,7.6,5.8,6.6,0.06048918664455412,1.2,1.4912833749999999,1.25,0.75,0.058789659291505786,0.04963597096502778,2.8749999999999996,9.725,5.875,0.125,7.5,5.375,6.625,0.04963597096502778,0.875,1.59296725,1.2727272727272727,0.7272727272727273,0.05339648456058715,0.04529836977070026,3.1,9.072727272727272,6.636363636363637,0.18181818181818182,8.0,6.166666666666667,6.7272727272727275,0.04529836977070026,1.0909090909090908,0.18181818181818182,0.0,0.0,15.0
206,Jefferson,Lerma Solís,MID,48,7,,0.6924323333333332,1.3333333333333333,1.3333333333333333,0.017764106392860402,0.07210003584623333,3.266666666666666,16.866666666666664,9.0,0.3333333333333333,6.666666666666667,7.666666666666667,9.666666666666666,0.07210003584623333,0.3333333333333333,1.4750314,1.2,1.0,0.010658463835716241,0.04521928355097768,2.04,10.6,5.6,0.2,7.6,5.8,7.0,0.04521928355097768,0.2,1.4912833749999999,1.25,1.0,0.028836413752287612,0.0333189062075689,2.2875,11.95,5.0,0.375,7.5,5.375,8.5,0.0333189062075689,0.375,1.59296725,1.2727272727272727,0.9090909090909091,0.07275024632161313,0.0268853591247038,2.0818181818181816,9.636363636363637,4.181818181818182,0.36363636363636365,8.0,6.166666666666667,7.454545454545454,0.0268853591247038,0.45454545454545453,0.36363636363636365,0.0,0.0,50.2
