id,first_name,second_name,position,value,team_id,penalties_order,rolling_opponent_xg_3,rolling_total_points_3,rolling_shots_3,rolling_expected_assists_3,rolling_expected_goals_3,rolling_ict_index_3,rolling_influence_3,rolling_threat_3,rolling_yellow_cards_3,rolling_opponent_deep_3,rolling_team_deep_3,rolling_bps_3,rolling_adjusted_xg_3,rolling_key_passes_3,rolling_opponent_xg_5,rolling_total_points_5,rolling_shots_5,rolling_expected_assists_5,rolling_expected_goals_5,rolling_ict_index_5,rolling_influence_5,rolling_threat_5,rolling_yellow_cards_5,rolling_opponent_deep_5,rolling_team_deep_5,rolling_bps_5,rolling_adjusted_xg_5,rolling_key_passes_5,rolling_opponent_xg_8,rolling_total_points_8,rolling_shots_8,rolling_expected_assists_8,rolling_expected_goals_8,rolling_ict_index_8,rolling_influence_8,rolling_threat_8,rolling_yellow_cards_8,rolling_opponent_deep_8,rolling_team_deep_8,rolling_bps_8,rolling_adjusted_xg_8,rolling_key_passes_8,rolling_opponent_xg_12,rolling_total_points_12,rolling_shots_12,rolling_expected_assists_12,rolling_expected_goals_12,rolling_ict_index_12,rolling_influence_12,rolling_threat_12,rolling_yellow_cards_12,rolling_opponent_deep_12,rolling_team_deep_12,rolling_bps_12,rolling_adjusted_xg_12,rolling_key_passes_12,avg_yellow_cards,average_season_goals,average_season_assists,pred_minutes
597,Myles,Lewis-Skelly,MID,45,1,,0.547487,0.5,0.0,0.0,0.0,0.3,1.6,1.0,0.5,1.3333333333333333,8.666666666666666,2.5,0.0,0.0,0.6572534,0.5,0.0,0.0,0.0,0.3,1.6,1.0,0.5,2.0,10.2,2.5,0.0,0.0,0.960454,0.5,0.0,0.0,0.0,0.3,1.6,1.0,0.5,4.25,8.75,2.5,0.0,0.0,1.0702621666666665,0.5,0.0,0.0,0.0,0.3,1.6,1.0,0.5,5.333333333333333,9.083333333333334,2.5,0.0,0.0,0.5,0.0,0.0,0.0
633,Mikel,Merino,MID,60,1,,0.547487,1.6666666666666667,0.6666666666666666,0.0,0.07693454747398694,1.0000000000000007,3.333333333333331,4.333333333333333,0.0,1.3333333333333333,8.666666666666666,2.3333333333333335,0.07693454747398694,0.0,0.6572534,1.4,1.0,0.0,0.15232582762837407,1.5800000000000005,5.28,7.8,0.2,2.0,10.2,3.6,0.15232582762837407,0.0,0.960454,2.25,1.0,0.04750071838498114,0.1635192357935011,2.9625,13.025,9.625,0.125,4.25,8.75,8.5,0.1635192357935011,0.375,1.0702621666666667,2.25,1.0,0.04750071838498114,0.1635192357935011,2.9625,13.025,9.625,0.125,5.333333333333333,9.083333333333334,8.5,0.1635192357935011,0.375,0.125,0.125,0.0,28.8
638,Salah-Eddine,Oulad M'hand,MID,45,1,,0.547487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,8.666666666666666,0.0,0.0,0.0,0.6572534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.2,0.0,0.0,0.0,0.960454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,8.75,0.0,0.0,0.0,1.0702621666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,9.083333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,Ismeal,Kabia,MID,45,1,,0.547487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,8.666666666666666,0.0,0.0,0.0,0.6572534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.2,0.0,0.0,0.0,0.960454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,8.75,0.0,0.0,0.0,1.0702621666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,9.083333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Leon,Bailey,MID,62,2,,1.1559606666666664,1.3333333333333333,0.3333333333333333,0.0,0.03075474003950754,1.633333333333333,1.866666666666667,11.666666666666666,0.0,5.333333333333333,9.333333333333334,5.0,0.03075474003950754,0.0,1.5528424,1.6,0.6,0.033770552277565,0.04205598980188368,2.02,1.28,12.2,0.0,5.0,8.6,4.8,0.04205598980188368,0.4,1.602639125,1.75,0.625,0.10741264559328556,0.03661828371696173,2.1,3.625,9.875,0.125,5.625,8.875,5.5,0.03661828371696173,0.5,1.3740004166666668,2.0,0.5833333333333334,0.150454121020933,0.031949912508328744,2.2416666666666667,4.35,9.0,0.08333333333333333,4.916666666666667,8.583333333333334,6.583333333333333,0.031949912508328744,0.5833333333333334,0.14285714285714285,0.0,0.14285714285714285,58.2
29,Ross,Barkley,MID,52,2,,1.1559606666666664,1.0,1.0,0.19266515970230103,0.2657260820269584,1.8,4.1333333333333355,6.0,0.0,5.333333333333333,9.333333333333334,4.333333333333333,0.2657260820269584,0.6666666666666666,1.5528424,3.4,1.4,0.11559909582138062,0.3412590757012367,5.3,18.12,28.6,0.2,5.0,8.6,12.6,0.3412590757012367,0.4,1.602639125,2.625,1.125,0.092358015011996,0.22738005453720686,4.2,13.75,20.125,0.25,5.625,8.875,9.875,0.22738005453720686,0.625,1.3740004166666668,2.25,1.0,0.07325252875064807,0.1609309133297453,3.4,11.833333333333334,14.25,0.25,4.916666666666667,8.583333333333334,8.416666666666666,0.1609309133297453,0.5833333333333334,0.25,0.16666666666666666,0.08333333333333333,33.8
30,Enzo,Barrenechea,MID,49,2,,1.1559606666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,9.333333333333334,0.0,0.0,0.0,1.5528424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.6,0.0,0.0,0.0,1.602639125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.625,8.875,0.0,0.0,0.0,1.3740004166666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.916666666666667,8.583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Emiliano,Buendía Stati,MID,52,2,,1.1559606666666664,0.6666666666666666,0.0,0.0156074451903502,0.0,0.5333333333333333,1.2,0.0,0.3333333333333333,5.333333333333333,9.333333333333334,3.3333333333333335,0.0,0.3333333333333333,1.5528424,0.8,0.2,0.00936446711421012,0.02580569386482238,0.5,1.28,0.2,0.2,5.0,8.6,4.0,0.02580569386482238,0.2,1.602639125,0.8571428571428571,0.14285714285714285,0.006688905081578657,0.01843263847487313,0.41428571428571426,1.0,0.42857142857142855,0.14285714285714285,5.625,8.875,3.4285714285714284,0.01843263847487313,0.14285714285714285,1.3740004166666668,0.8571428571428571,0.14285714285714285,0.006688905081578657,0.01843263847487313,0.41428571428571426,1.0,0.42857142857142855,0.14285714285714285,4.916666666666667,8.583333333333334,3.4285714285714284,0.01843263847487313,0.14285714285714285,0.14285714285714285,0.0,0.0,3.4
33,Leander,Dendoncker,MID,45,2,,1.1559606666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,9.333333333333334,0.0,0.0,0.0,1.5528424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.6,0.0,0.0,0.0,1.602639125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.625,8.875,0.0,0.0,0.0,1.3740004166666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.916666666666667,8.583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Moussa,Diaby,MID,65,2,,1.1559606666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,9.333333333333334,0.0,0.0,0.0,1.5528424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.6,0.0,0.0,0.0,1.602639125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.625,8.875,0.0,0.0,0.0,1.3740004166666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.916666666666667,8.583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Lewis,Dobbin,MID,50,2,,1.1559606666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,9.333333333333334,0.0,0.0,0.0,1.5528424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.6,0.0,0.0,0.0,1.602639125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.625,8.875,0.0,0.0,0.0,1.3740004166666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.916666666666667,8.583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Samuel,Iling-Junior,MID,54,2,,1.1559606666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,9.333333333333334,0.0,0.0,0.0,1.5528424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.6,0.0,0.0,0.0,1.602639125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.625,8.875,0.0,0.0,0.0,1.3740004166666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.916666666666667,8.583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Boubacar,Kamara,MID,50,2,,1.1559606666666664,2.3333333333333335,0.0,0.03454042722781497,0.0,1.7333333333333332,10.4,0.6666666666666666,0.0,5.333333333333333,9.333333333333334,11.666666666666666,0.0,0.3333333333333333,1.5528424,1.6,0.0,0.02072425633668898,0.0,1.18,7.159999999999999,0.4,0.2,5.0,8.6,8.0,0.0,0.2,1.602639125,1.5,0.0,0.017270213613907483,0.0,1.0166666666666666,6.266666666666667,0.3333333333333333,0.16666666666666666,5.625,8.875,7.333333333333333,0.0,0.16666666666666666,1.3740004166666668,1.5,0.0,0.017270213613907483,0.0,1.0166666666666666,6.266666666666667,0.3333333333333333,0.16666666666666666,4.916666666666667,8.583333333333334,7.333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,47.2
48,John,McGinn,MID,52,2,,1.1559606666666664,2.3333333333333335,2.3333333333333335,0.13872711050013695,0.39804263412952423,4.666666666666667,4.999999999999999,23.666666666666668,0.0,5.333333333333333,9.333333333333334,9.0,0.39804263412952423,1.3333333333333333,1.5528424,2.6,2.2,0.3220558952540159,0.38994178771972654,4.88,8.6,17.4,0.0,5.0,8.6,10.8,0.38994178771972654,1.6,1.602639125,2.25,1.625,0.22135019651614127,0.24939547991380095,3.8125,6.825,12.125,0.125,5.625,8.875,8.5,0.24939547991380095,1.375,1.3740004166666668,2.0833333333333335,1.3333333333333333,0.1475667976774275,0.18175658521552876,3.116666666666667,5.433333333333334,9.833333333333334,0.16666666666666666,4.916666666666667,8.583333333333334,8.916666666666666,0.18175658521552876,0.9166666666666666,0.15384615384615385,0.0,0.07692307692307693,76.0
53,Jacob,Ramsey,MID,54,2,,1.1559606666666664,1.3333333333333333,1.0,0.023268135885397567,0.036623933662970835,2.533333333333333,8.866666666666667,7.666666666666667,0.3333333333333333,5.333333333333333,9.333333333333334,9.0,0.036623933662970835,0.6666666666666666,1.5528424,2.2,1.0,0.100765436142683,0.03833847977221008,3.6599999999999993,11.4,10.8,0.2,5.0,8.6,12.6,0.03833847977221008,1.0,1.602639125,2.125,1.0,0.12194799585267899,0.041153449332341524,3.2125,9.225,10.375,0.125,5.625,8.875,11.625,0.041153449332341524,0.75,1.3740004166666668,2.2,1.0,0.1386856832541525,0.05220721643418071,3.37,9.94,11.3,0.1,4.916666666666667,8.583333333333334,11.8,0.05220721643418071,0.8,0.1,0.0,0.2,9.0
54,Morgan,Rogers,MID,54,2,,1.1559606666666664,4.0,2.0,0.21077248454093933,0.11417100826899207,6.2,19.333333333333332,11.666666666666666,0.3333333333333333,5.333333333333333,9.333333333333334,16.0,0.11417100826899207,2.0,1.5528424,3.0,1.6,0.15101212412118908,0.09947325065731998,5.4799999999999995,14.039999999999997,12.6,0.4,5.0,8.6,10.4,0.09947325065731998,1.8,1.602639125,3.875,1.75,0.15885578421875832,0.25483950367197394,5.7375,17.9,15.75,0.375,5.625,8.875,12.625,0.25483950367197394,1.625,1.3740004166666668,4.416666666666667,1.8333333333333333,0.209549108830591,0.25926285454382497,6.108333333333333,19.8,20.0,0.3333333333333333,4.916666666666667,8.583333333333334,13.0,0.25926285454382497,1.5,0.26666666666666666,0.26666666666666666,0.13333333333333333,82.4
57,Youri,Tielemans,MID,55,2,2.0,1.1559606666666664,1.6666666666666667,0.3333333333333333,0.2356047208110491,0.0077468721816937,5.866666666666667,14.933333333333332,1.0,0.0,5.333333333333333,9.333333333333334,16.0,0.0077468721816937,3.0,1.5528424,1.8,0.4,0.23563126176595683,0.15688189081847667,6.92,20.8,4.0,0.2,5.0,8.6,17.4,0.08076500706374645,3.0,1.602639125,2.5,0.75,0.24444190878421065,0.12139254878275096,7.3625,22.15,6.5,0.25,5.625,8.875,18.625,0.07381949643604457,3.0,1.3740004166666668,2.6666666666666665,0.75,0.2584421449961761,0.08854811157410342,6.733333333333334,21.566666666666666,5.916666666666667,0.16666666666666666,4.916666666666667,8.583333333333334,19.416666666666668,0.05683274334296582,2.5,0.2,0.0,0.26666666666666666,83.6
233,Amadou,Onana,MID,49,2,,1.1559606666666664,1.3333333333333333,1.6666666666666667,0.0049508006001512,0.20826895162463188,4.5,10.866666666666667,27.333333333333332,0.3333333333333333,5.333333333333333,9.333333333333334,9.333333333333334,0.20826895162463188,0.3333333333333333,1.5528424,1.6,1.0,0.014057612605392922,0.12496137097477913,3.84,13.919999999999998,16.8,0.2,5.0,8.6,12.6,0.12496137097477913,0.4,1.602639125,2.5,1.0,0.014665330876596262,0.16810363950207827,4.025,16.25,16.125,0.25,5.625,8.875,13.25,0.16810363950207827,0.375,1.3740004166666668,3.1,1.1,0.01173226470127701,0.1977493781596422,4.17,17.880000000000003,16.8,0.3,4.916666666666667,8.583333333333334,14.6,0.1977493781596422,0.3,0.3,0.2,0.0,14.6
569,Jaden,Philogene,MID,53,2,,1.1559606666666664,1.0,0.6666666666666666,0.029630437493324266,0.014990322291850981,1.3666666666666665,3.4000000000000004,5.666666666666667,0.3333333333333333,5.333333333333333,9.333333333333334,3.0,0.014990322291850981,0.3333333333333333,1.5528424,1.0,0.6,0.01777826249599456,0.07219194322824476,1.02,2.04,6.0,0.2,5.0,8.6,1.6,0.07219194322824476,0.2,1.602639125,0.875,0.75,0.0111114140599966,0.060135611798614236,0.8124999999999999,1.725,5.125,0.125,5.625,8.875,1.0,0.060135611798614236,0.125,1.3740004166666668,0.8181818181818182,0.6363636363636364,0.008081028407270254,0.054377279159697596,0.6727272727272727,1.5818181818181818,4.090909090909091,0.18181818181818182,4.916666666666667,8.583333333333334,1.6363636363636365,0.054377279159697596,0.09090909090909091,0.18181818181818182,0.0,0.0,30.8
656,Kadan,Young,MID,45,2,,1.1559606666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,9.333333333333334,0.0,0.0,0.0,1.5528424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.6,0.0,0.0,0.0,1.6026391249999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.625,8.875,0.0,0.0,0.0,1.3740004166666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.916666666666667,8.583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,Ben,Broggio,MID,45,2,,1.1559606666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,9.333333333333334,0.0,0.0,0.0,1.270563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,9.75,0.0,0.0,0.0,1.270563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,9.75,0.0,0.0,0.0,1.270563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Tyler,Adams,MID,49,3,,1.0189226666666666,2.0,1.0,0.07204359769821167,0.1852727805574735,3.8333333333333335,18.866666666666667,10.333333333333334,0.3333333333333333,10.333333333333334,8.666666666666666,11.333333333333334,0.1852727805574735,0.6666666666666666,1.1704196,1.6,0.8,0.06283669583499431,0.1152117699384689,3.4400000000000004,17.080000000000002,7.0,0.4,10.0,8.6,9.8,0.1152117699384689,0.8,1.3649445,1.5,0.6666666666666666,0.05236391319582859,0.09600980828205742,2.8833333333333333,14.333333333333334,5.833333333333333,0.3333333333333333,10.875,7.75,8.666666666666666,0.09600980828205742,0.6666666666666666,1.32481025,1.5,0.6666666666666666,0.05236391319582859,0.09600980828205742,2.8833333333333333,14.333333333333334,5.833333333333333,0.3333333333333333,9.833333333333334,7.25,8.666666666666666,0.09600980828205742,0.6666666666666666,0.3333333333333333,0.0,0.0,62.0
61,Jaidon,Anthony,MID,45,3,,1.0189226666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.333333333333334,8.666666666666666,0.0,0.0,0.0,1.1704196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.6,0.0,0.0,0.0,1.3649445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.875,7.75,0.0,0.0,0.0,1.32481025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.833333333333334,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,David,Brooks,MID,49,3,,1.0189226666666666,2.0,0.6666666666666666,0.012808339049418768,0.204310933748881,1.4666666666666668,3.0,7.0,0.3333333333333333,10.333333333333334,8.666666666666666,5.0,0.204310933748881,0.3333333333333333,1.1704196,2.8,0.8,0.019911562651395782,0.17735402584075927,2.7800000000000002,9.959999999999999,8.6,0.2,10.0,8.6,8.4,0.17735402584075927,0.4,1.3649445,2.125,0.625,0.029332637321203937,0.12019102275371552,2.1125,7.55,5.875,0.125,10.875,7.75,7.375,0.12019102275371552,0.375,1.32481025,2.125,0.625,0.029332637321203937,0.12019102275371552,2.1125,7.55,5.875,0.125,9.833333333333334,7.25,7.375,0.12019102275371552,0.375,0.125,0.125,0.125,22.6
