assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense
0,0,0,0,0.0,719,304,0,0,0.0,0.0,2022-04-04T19:00:00Z,0,7,0,0,0,0,31,0,0,0,3,0.0,0,0,0,0,40,False,0,2,Mazeed Ogungbo,1,CRY,1110,1080,ARS,1210,1220
0,0,0,0,0.0,719,311,0,0,0.0,0.0,2022-04-09T14:00:00Z,0,4,0,0,0,0,32,0,45,2,1,0.0,0,18,20,2,40,True,0,2,Mazeed Ogungbo,1,BHA,1160,1120,ARS,1150,1190
0,0,0,0,0.0,719,326,0,0,0.0,0.0,2022-04-16T14:00:00Z,0,16,0,0,0,0,33,0,159,0,1,0.0,0,42,55,13,40,False,0,2,Mazeed Ogungbo,1,SOU,1090,1120,ARS,1210,1220
0,0,0,0,0.0,719,243,0,0,0.0,0.0,2022-04-20T18:45:00Z,0,6,0,0,0,0,33,0,159,4,2,0.0,0,42,55,13,40,False,0,2,Mazeed Ogungbo,1,CHE,1300,1250,ARS,1210,1220
0,0,0,0,0.0,719,331,0,0,0.0,0.0,2022-04-23T11:30:00Z,0,13,0,0,0,0,34,0,281,1,3,0.0,0,73,103,30,40,True,0,2,Mazeed Ogungbo,1,MUN,1190,1200,ARS,1150,1190
0,0,0,0,0.0,719,349,0,0,0.0,0.0,2022-05-01T15:30:00Z,0,19,0,0,0,0,35,0,315,2,1,0.0,0,-13,49,62,40,False,0,2,Mazeed Ogungbo,1,WHU,1110,1160,ARS,1210,1220
0,0,0,0,0.0,719,351,0,0,0.0,0.0,2022-05-08T13:00:00Z,0,10,0,0,0,0,36,0,364,1,2,0.0,0,-11,33,44,40,True,0,2,Mazeed Ogungbo,1,LEE,1070,1100,ARS,1150,1190
0,0,0,0,0.0,719,218,0,0,0.0,0.0,2022-05-12T18:45:00Z,0,17,0,0,0,0,36,0,364,0,3,0.0,0,-11,33,44,40,False,0,2,Mazeed Ogungbo,1,TOT,1190,1210,ARS,1210,1220
0,0,0,0,0.0,719,365,0,0,0.0,0.0,2022-05-16T19:00:00Z,0,14,0,0,0,0,37,0,434,0,2,0.0,0,7,39,32,40,False,0,2,Mazeed Ogungbo,1,NEW,1050,1040,ARS,1210,1220
0,0,0,0,0.0,719,371,0,0,0.0,0.0,2022-05-22T15:00:00Z,0,8,0,0,0,0,38,0,484,1,5,0.0,0,25,58,33,40,True,0,2,Mazeed Ogungbo,1,EVE,1090,1110,ARS,1150,1190
