assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,Full_Name,Unique_ID,shots,key_passes,npg,npxG,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,team_xG_rolling_4,team_deep_rolling_4,team_xGA_rolling_4,team_deep_allowed_rolling_4,team_xG_rolling_16,team_deep_rolling_16,team_xGA_rolling_16,team_deep_allowed_rolling_16,opponent_xG_rolling_4,opponent_deep_rolling_4,opponent_xGA_rolling_4,opponent_deep_allowed_rolling_4,opponent_xG_rolling_16,opponent_deep_rolling_16,opponent_xGA_rolling_16,opponent_deep_allowed_rolling_16,season,position
0,0,21,1,3.7,378,0.0,0.04,0.0299256443977355,0.38,1,0,0,1.7,12.0,2024-08-16,83,False,9,0,0,0,0,1,0,533586,1,0,1,1.0,3,0,0,0,55,True,0,Kobbie Mainoo,378,1,0,0,0.0299256443977355,14,FUL,1140,1160,MUN,1140,1110,0.8485465000000001,6.25,2.0112274999999995,10.25,1.6800946250000002,7.875,2.2257825,12.1875,1.0136436249999998,4.0,1.77071475,7.5,1.4917342812499998,8.0,1.6382605625,8.375,2024,MID
0,0,18,0,1.3,378,0.0,0.01,0.0,2.09,13,2,0,2.0,14.4,2024-08-24,90,False,5,0,0,0,0,2,0,591550,1,1,2,4.0,1,-15046,39563,54609,55,False,1,Kobbie Mainoo,378,0,0,0,0.0,14,BHA,1080,1140,MUN,1140,1170,1.27386225,7.0,1.5995052499999998,8.0,1.7473115,7.75,2.1781581875,12.1875,1.75058,8.25,1.35124875,8.0,1.421042375,7.875,1.53457390625,7.9375,2024,MID
0,0,8,0,2.3,378,0.0,0.04,0.0,1.73,27,3,0,0.6,3.4,2024-09-01,90,False,12,0,0,0,0,3,0,513548,1,3,0,0.0,1,-96906,28604,125510,55,True,1,Kobbie Mainoo,378,0,0,0,0.0,14,LIV,1360,1360,MUN,1140,1110,1.457335,8.0,1.7021277499999996,7.25,1.674789625,8.0,2.1465819375,12.1875,3.55172,15.75,1.0619109999999998,4.75,2.889805,16.25,1.127699625,5.8125,2024,MID
0,0,10,1,17.1,378,0.5470001697540283,0.18,0.0491943694651126,1.12,38,0,0,3.6,14.4,2024-09-14,90,False,17,0,0,0,0,4,0,470039,1,3,0,4.0,2,-60676,26044,86720,54,False,1,Kobbie Mainoo,378,1,1,0,0.0491943694651126,14,SOU,1060,1050,MUN,1140,1170,1.4582875000000002,6.75,1.6589777499999996,8.0,1.544235875,7.8125,2.1798088125,12.0625,1.289138,8.75,2.7911247500000003,12.0,1.1147154375,6.0,2.115639625,10.5625,2024,MID
0,0,13,1,4.7,378,0.0,0.18,0.0238925348967313,1.01,43,0,0,1.6,5.2,2024-09-21,90,False,7,0,0,0,0,5,0,439743,1,0,0,6.0,3,-37502,10872,48374,54,False,0,Kobbie Mainoo,378,1,0,0,0.0238925348967313,14,CRY,1130,1110,MUN,1140,1170,1.96401,9.5,1.5050352499999995,6.25,1.6108965,8.1875,2.1933981875,11.5625,1.4676345,7.75,1.8860375,4.25,1.69495725,7.25,1.5051421875,6.0,2024,MID
0,0,9,0,14.8,378,0.120500661432743,0.1,0.0,1.99,57,1,0,3.2,13.0,2024-09-29,44,False,18,0,0,0,0,6,0,406183,1,3,0,4.0,1,-37848,9954,47802,53,True,0,Kobbie Mainoo,378,0,1,0,0.0,14,TOT,1140,1350,MUN,1140,1110,2.04098,10.75,1.8176775,6.75,1.74819625,8.875,2.1326200625,10.25,2.23296875,11.25,1.0625684999999998,4.5,1.9869594375,12.9375,1.6326893125,5.875,2024,MID
0,0,13,1,13.8,378,0.0324982851743698,0.03,0.0142225567251443,0.33,62,0,0,2.9,10.8,2024-10-06,84,False,2,0,0,0,0,7,0,355143,1,0,0,4.0,2,-53378,6277,59655,53,False,1,Kobbie Mainoo,378,1,1,0,0.0142225567251443,14,AVL,1080,1140,MUN,1140,1170,1.86977025,10.25,2.6340949999999994,8.0,1.6043913125,8.8125,2.3567325625,10.375,2.210265,7.25,0.9982739999999998,4.0,1.55748259375,7.3125,1.7983410000000002,7.4375,2024,MID
0,0,0,0,0.0,378,0.0,0.0,0.0,0.0,75,0,0,0.0,0.0,2024-10-19,0,False,4,0,0,0,0,8,0,311640,0,1,2,0.0,0,-45891,3175,49066,52,True,0,Kobbie Mainoo,378,0,0,0,0.0,14,BRE,1100,1350,MUN,1140,1110,1.606687,9.0,2.2413047499999994,8.0,1.5705770625000002,8.4375,2.19222875,9.625,1.61246425,6.75,1.75561775,15.25,1.714093125,7.8125,1.5398601875000002,10.5625,2024,MID
0,0,0,0,0.0,378,0.0,0.0,0.0,0.0,90,0,0,0.0,0.0,2024-10-27,0,False,19,0,0,0,0,9,0,275329,0,1,2,0.0,0,-36814,129,36943,52,False,0,Kobbie Mainoo,378,0,0,0,0.0,14,WHU,1080,1100,MUN,1140,1170,1.291342,7.75,2.1255329999999995,8.0,1.5829951875,8.75,2.0305014375,8.875,1.7224267499999997,9.0,1.3481605000000003,8.25,1.4941650000000002,5.25,2.21844675,11.3125,2024,MID
0,0,0,0,0.0,378,0.0,0.0,0.0,0.0,95,0,0,0.0,0.0,2024-11-03,0,False,6,0,0,0,0,10,0,249751,0,1,1,0.0,0,-26163,212,26375,52,True,0,Kobbie Mainoo,378,0,0,0,0.0,14,CHE,1150,1360,MUN,1140,1110,1.360197,6.5,2.456493,8.5,1.6962121250000002,8.8125,1.9404108125,8.0,2.2232225000000003,8.5,1.7102700000000002,6.25,2.090839125,8.0625,1.5751338124999998,8.4375,2024,MID
