assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,gameweek,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,crowds,season
0,0,0,0,0.0,296,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2023-08-13 15:30:00+00:00,0,7,0,0,0,0,1,0,1855,0,1,1,0.0,0,0,0,0,50,False,0,3,Fabio Henrique Tavares,11,1,CHE,1080,1170,LIV,1350,1390,1,2023
0,0,0,0,0.0,296,0.0,0.0,0.0,0.0,14,0,0,0.0,0.0,2023-08-19 14:00:00+00:00,0,3,0,0,0,0,2,0,1197,0,1,3,0.0,0,-620,0,620,50,True,0,3,Fabio Henrique Tavares,11,2,BOU,1130,1075,LIV,1210,1270,1,2023
0,0,0,0,0.0,296,0.0,0.0,0.0,0.0,29,0,0,0.0,0.0,2023-08-27 15:30:00+00:00,0,15,0,0,0,0,3,0,1039,0,2,1,0.0,0,-203,0,203,50,False,0,3,Fabio Henrique Tavares,11,3,NEW,1050,1160,LIV,1350,1390,1,2023
0,0,0,0,0.0,296,0.0,0.0,0.0,0.0,37,0,0,0.0,0.0,2023-09-03 13:00:00+00:00,0,2,0,0,0,0,4,0,945,0,0,3,0.0,0,-100,0,100,50,True,0,3,Fabio Henrique Tavares,11,4,AVL,1220,1350,LIV,1210,1270,1,2023
0,0,0,0,0.0,296,0.0,0.0,0.0,0.0,50,0,0,0.0,0.0,2023-09-16 11:30:00+00:00,0,20,0,0,0,0,5,0,883,0,3,1,0.0,0,-66,0,66,50,False,0,3,Fabio Henrique Tavares,11,5,WOL,1085,1115,LIV,1350,1390,1,2023
0,0,0,0,0.0,296,0.0,0.0,0.0,0.0,57,0,0,0.0,0.0,2023-09-24 13:00:00+00:00,0,19,0,0,0,0,6,0,858,0,1,3,0.0,0,-24,0,24,50,True,0,3,Fabio Henrique Tavares,11,6,WHU,1140,1150,LIV,1210,1270,1,2023
0,0,0,0,0.0,296,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2023-09-30 16:30:00+00:00,0,18,0,0,0,0,7,0,833,0,1,2,0.0,0,-25,0,25,50,False,0,3,Fabio Henrique Tavares,11,7,TOT,1110,1230,LIV,1350,1390,1,2023
0,0,0,0,0.0,296,0.0,0.0,0.0,0.0,72,0,0,0.0,0.0,2023-10-08 13:00:00+00:00,0,5,0,0,0,0,8,0,825,0,2,2,0.0,0,-9,0,9,50,False,0,3,Fabio Henrique Tavares,11,8,BHA,1070,1135,LIV,1350,1390,1,2023
0,0,0,0,0.0,296,0.0,0.0,0.0,0.0,85,0,0,0.0,0.0,2023-10-21 11:30:00+00:00,0,9,0,0,0,0,9,0,811,0,0,2,0.0,0,-13,0,13,50,True,0,3,Fabio Henrique Tavares,11,9,EVE,1125,1080,LIV,1210,1270,1,2023
0,0,0,0,0.0,296,0.0,0.0,0.0,0.0,97,0,0,0.0,0.0,2023-10-29 14:00:00+00:00,0,16,0,0,0,0,10,0,804,0,0,3,0.0,0,-7,0,7,50,True,0,3,Fabio Henrique Tavares,11,10,NFO,1125,1080,LIV,1210,1270,1,2023
0,0,0,0,0.0,296,0.0,0.0,0.0,0.0,105,0,0,0.0,0.0,2023-11-05 16:30:00+00:00,0,12,0,0,0,0,11,0,800,0,1,1,0.0,0,-4,0,4,50,False,0,3,Fabio Henrique Tavares,11,11,LUT,1020,1090,LIV,1350,1390,1,2023
0,0,0,0,0.0,296,0.0,0.0,0.0,0.0,117,0,0,0.0,0.0,2023-11-12 14:00:00+00:00,0,4,0,0,0,0,12,0,796,0,0,3,0.0,0,-5,0,5,50,True,0,3,Fabio Henrique Tavares,11,12,BRE,1055,1150,LIV,1210,1270,1,2023
0,0,0,0,0.0,296,0.0,0.0,0.0,0.0,126,0,0,0.0,0.0,2023-11-25 12:30:00+00:00,0,13,0,0,0,0,13,0,792,0,1,1,0.0,0,-4,0,4,50,False,0,3,Fabio Henrique Tavares,11,13,MCI,1350,1360,LIV,1350,1390,1,2023
0,0,0,0,0.0,296,0.0,0.0,0.0,0.0,136,0,0,0.0,0.0,2023-12-03 14:00:00+00:00,0,10,0,0,0,0,14,0,788,0,3,4,0.0,0,-4,0,4,50,True,0,3,Fabio Henrique Tavares,11,14,FUL,1180,1170,LIV,1210,1270,1,2023
0,0,0,0,0.0,296,0.0,0.0,0.0,0.0,147,0,0,0.0,0.0,2023-12-06 19:30:00+00:00,0,17,0,0,0,0,15,0,788,0,2,0,0.0,0,0,0,0,50,False,0,3,Fabio Henrique Tavares,11,15,SHU,1045,1020,LIV,1350,1390,1,2023
0,0,0,0,0.0,296,0.0,0.0,0.0,0.0,153,0,0,0.0,0.0,2023-12-09 12:30:00+00:00,0,8,0,0,0,0,16,0,784,0,2,1,0.0,0,-3,0,3,50,False,0,3,Fabio Henrique Tavares,11,16,CRY,1080,1060,LIV,1350,1390,1,2023
0,0,0,0,0.0,296,0.0,0.0,0.0,0.0,166,0,0,0.0,0.0,2023-12-17 16:30:00+00:00,0,14,0,0,0,0,17,0,783,0,0,0,0.0,0,-2,0,2,50,True,0,3,Fabio Henrique Tavares,11,17,MUN,1210,1230,LIV,1210,1270,1,2023
0,0,0,0,0.0,296,0.0,0.0,0.0,0.0,174,0,0,0.0,0.0,2023-12-23 17:30:00+00:00,0,1,0,0,0,0,18,0,777,0,1,1,0.0,0,-5,0,5,50,True,0,3,Fabio Henrique Tavares,11,18,ARS,1370,1360,LIV,1210,1270,1,2023
0,0,0,0,0.0,296,0.0,0.0,0.0,0.0,185,0,0,0.0,0.0,2023-12-26 17:30:00+00:00,0,6,0,0,0,0,19,0,778,0,2,0,0.0,0,0,0,0,50,False,0,3,Fabio Henrique Tavares,11,19,BUR,1050,1040,LIV,1350,1390,1,2023
0,0,0,0,0.0,296,0.0,0.0,0.0,0.0,194,0,0,0.0,0.0,2024-01-01 20:00:00+00:00,0,15,0,0,0,0,20,0,774,0,2,4,0.0,0,-3,0,3,50,True,0,3,Fabio Henrique Tavares,11,20,NEW,1210,1355,LIV,1210,1270,1,2023
0,0,0,0,0.0,296,0.0,0.0,0.0,0.0,202,0,0,0.0,0.0,2024-01-21 16:30:00+00:00,0,3,0,0,0,0,21,0,772,0,4,0,0.0,0,-3,0,3,50,False,0,3,Fabio Henrique Tavares,11,21,BOU,1055,1145,LIV,1350,1390,1,2023
