assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,crowds
0,0,4,0,2.1,142,3,0,0,0.6,2.2,2021-08-14 14:00:00+00:00,23,7,0,0,0,0,1,0,465500,0,3,2.0,1,0,0,0,55,True,0,2,Reece James,6,CRY,1160,1160,CHE,1300,1250,1
1,3,57,1,54.5,142,18,0,1,19.4,74.6,2021-08-22 15:30:00+00:00,90,1,0,0,0,0,2,0,430073,2,0,65.0,18,-65552,8042,73594,55,False,0,2,Reece James,6,ARS,1150,1190,CHE,1300,1290,1
1,0,-2,0,15.0,142,23,1,0,2.4,8.6,2021-08-28 16:30:00+00:00,47,11,0,0,0,1,3,0,833445,1,1,0.0,1,308746,357269,48523,56,False,0,2,Reece James,6,LIV,1300,1340,CHE,1300,1290,1
0,0,0,0,0.0,142,33,0,0,0.0,0.0,2021-09-11 16:30:00+00:00,0,2,0,0,0,0,4,0,542544,0,3,0.0,0,-267949,55411,323360,56,True,0,2,Reece James,6,AVL,1110,1090,CHE,1300,1250,1
0,0,0,0,0.0,142,48,0,0,0.0,0.0,2021-09-19 15:30:00+00:00,0,17,0,0,0,0,5,0,628803,3,0,0.0,0,47951,109524,61573,56,False,0,2,Reece James,6,TOT,1190,1210,CHE,1300,1290,1
0,0,3,0,0.1,142,53,0,0,0.0,0.0,2021-09-25 11:30:00+00:00,28,12,0,0,0,0,6,0,612367,1,0,0.0,1,-21771,41565,63336,56,True,0,2,Reece James,6,MCI,1360,1360,CHE,1300,1250,1
0,0,0,0,0.0,142,63,0,0,0.0,0.0,2021-10-02 14:00:00+00:00,0,16,0,0,0,0,7,0,445104,1,3,0.0,0,-164645,6291,170936,56,True,0,2,Reece James,6,SOU,1140,1090,CHE,1300,1250,1
0,0,3,0,0.1,142,73,0,0,0.0,0.2,2021-10-16 16:30:00+00:00,1,3,0,0,0,0,8,0,424380,1,0,0.0,1,-26287,38504,64791,55,False,0,2,Reece James,6,BRE,1120,1080,CHE,1300,1290,1
0,1,41,1,26.4,142,84,0,1,9.2,44.2,2021-10-23 11:30:00+00:00,90,15,0,0,0,0,9,0,445924,0,7,21.0,13,16070,32885,16815,55,True,0,2,Reece James,6,NOR,1040,1030,CHE,1300,1250,1
0,3,63,1,43.9,142,96,0,2,18.1,84.4,2021-10-30 14:00:00+00:00,90,14,0,0,0,0,10,0,632772,3,0,53.0,21,170178,186296,16118,56,False,0,2,Reece James,6,NEW,1050,1040,CHE,1300,1290,1
1,3,28,0,71.8,142,104,1,0,15.2,36.4,2021-11-06 15:00:00+00:00,90,5,0,0,0,0,11,0,1613162,1,1,44.0,7,935082,941215,6133,58,True,1,2,Reece James,6,BUR,1130,1100,CHE,1300,1250,1
1,3,42,1,25.8,142,113,0,0,7.4,32.4,2021-11-20 12:30:00+00:00,90,9,0,0,0,0,12,0,2091478,3,0,16.0,12,463701,482827,19126,60,False,0,2,Reece James,6,LEI,1100,1150,CHE,1300,1290,1
0,0,7,0,19.2,142,125,1,0,3.7,4.6,2021-11-28 16:30:00+00:00,90,13,0,0,0,0,13,0,2905652,1,1,13.0,1,793757,812116,18359,62,True,1,2,Reece James,6,MUN,1190,1200,CHE,1300,1250,1
0,0,0,0,0.0,142,135,0,0,0.0,0.0,2021-12-01 19:30:00+00:00,0,18,0,0,0,0,14,0,3096922,2,1,0.0,0,195941,259902,63961,63,False,0,2,Reece James,6,WAT,1090,1120,CHE,1300,1290,1
0,0,11,0,31.7,142,149,3,0,5.6,14.8,2021-12-04 12:30:00+00:00,90,19,0,0,0,0,15,0,2986283,2,3,9.0,0,-111076,90640,201716,62,False,1,2,Reece James,6,WHU,1110,1160,CHE,1300,1290,1
