assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense
0,0,0,0,0.0,835,0.0,0.0,0.0,0.0,278,0,0,0.0,0.0,2024-03-09T12:30:00Z,0,9,0,0,0,0,28,0,0,0,0,2,0.0,0,0,0,0,40,True,0,1,Dermot Mee,14,EVE,1125,1080,MUN,1130,1120
0,0,0,0,0.0,835,0.0,0.0,0.0,0.0,293,0,0,0.0,0.0,2024-03-30T20:00:00Z,0,4,0,0,0,0,30,0,148,0,1,1,0.0,0,18,31,13,40,False,0,1,Dermot Mee,14,BRE,1110,1090,MUN,1210,1230
0,0,0,0,0.0,835,0.0,0.0,0.0,0.0,307,0,0,0.0,0.0,2024-04-04T19:15:00Z,0,7,0,0,0,0,31,0,199,0,3,4,0.0,0,19,35,16,40,False,0,1,Dermot Mee,14,CHE,1080,1170,MUN,1210,1230
0,0,0,0,0.0,835,0.0,0.0,0.0,0.0,317,0,0,0.0,0.0,2024-04-07T14:30:00Z,0,11,0,0,0,0,32,0,252,0,2,2,0.0,0,25,45,20,40,True,0,1,Dermot Mee,14,LIV,1350,1390,MUN,1130,1120
0,0,0,0,0.0,835,0.0,0.0,0.0,0.0,322,0,0,0.0,0.0,2024-04-13T16:30:00Z,0,3,0,0,0,0,33,0,360,0,2,2,0.0,0,48,69,21,40,False,0,1,Dermot Mee,14,BOU,1055,1145,MUN,1210,1230
0,0,0,0,0.0,835,0.0,0.0,0.0,0.0,288,0,0,0.0,0.0,2024-04-24T19:00:00Z,0,17,0,0,0,0,34,0,468,0,2,4,0.0,0,30,65,35,40,True,0,1,Dermot Mee,14,SHU,1020,1060,MUN,1130,1120
0,0,0,0,0.0,835,0.0,0.0,0.0,0.0,345,0,0,0.0,0.0,2024-04-27T14:00:00Z,0,6,0,0,0,0,35,0,489,0,1,1,0.0,0,24,66,42,40,True,0,1,Dermot Mee,14,BUR,1050,1050,MUN,1130,1120
0,0,0,0,0.0,835,0.0,0.0,0.0,0.0,356,0,0,0.0,0.0,2024-05-06T19:00:00Z,0,8,0,0,0,0,36,0,517,0,0,4,0.0,0,9,41,32,40,False,0,1,Dermot Mee,14,CRY,1080,1060,MUN,1210,1230
0,0,0,0,0.0,835,0.0,0.0,0.0,0.0,365,0,0,0.0,0.0,2024-05-12T15:30:00Z,0,1,0,0,0,0,37,0,656,0,1,0,0.0,0,39,92,53,40,True,0,1,Dermot Mee,14,ARS,1370,1360,MUN,1130,1120
0,0,0,0,0.0,835,0.0,0.0,0.0,0.0,337,0,0,0.0,0.0,2024-05-15T19:00:00Z,0,15,0,0,0,0,37,0,656,0,2,3,0.0,0,39,92,53,40,True,0,1,Dermot Mee,14,NEW,1210,1355,MUN,1130,1120
0,0,0,0,0.0,835,0.0,0.0,0.0,0.0,373,0,0,0.0,0.0,2024-05-19T15:00:00Z,0,5,0,0,0,0,38,0,726,0,2,0,0.0,0,60,89,29,40,False,0,1,Dermot Mee,14,BHA,1070,1135,MUN,1210,1230
