id,first_name,second_name,position
1,Mesut,Özil,MID
2,Sokratis,Papastathopoulos,DEF
3,David,Luiz Moreira Marinho,DEF
4,Pierre-Emerick,Aubameyang,MID
5,Cédric,Soares,DEF
6,Alexandre,Lacazette,FWD
7,Shkodran,Mustafi,DEF
8,Bernd,Leno,GK
9,Granit,Xhaka,MID
10,Pablo,Marí,DEF
11,Héctor,Bellerín,DEF
13,Calum,Chambers,DEF
14,Sead,Kolasinac,DEF
16,Rob,Holding,DEF
17,Kieran,Tierney,DEF
18,Nicolas,Pépé,MID
19,Lucas,Torreira,MID
21,Reiss,Nelson,MID
22,Edward,Nketiah,FWD
23,Emile,Smith Rowe,MID
24,Bukayo,Saka,MID
25,Matteo,Guendouzi,MID
26,Gabriel Teodoro,Martinelli Silva,MID
27,William,Saliba,DEF
70,Mathew,Ryan,GK
478,Willian,Borges Da Silva,MID
494,Gabriel,Magalhães,DEF
501,Daniel,Ceballos Fernández,MID
526,Mohamed Naser,El Sayed Elneny,MID
527,Matt,Macey,GK
547,Rúnar Alex,Rúnarsson,GK
567,Thomas,Partey,MID
645,Martin,Ødegaard,MID
689,Miguel,Azeez,MID
12,Emiliano,Martínez,GK
28,Tom,Heaton,GK
29,Ahmed,El Mohamady,DEF
30,Henri,Lansbury,MID
31,Neil,Taylor,DEF
32,Jed,Steer,GK
33,Conor,Hourihane,MID
34,José Ignacio,Peleteiro Romallo,MID
35,Ørjan,Nyland,GK
36,Bjorn,Engels,DEF
37,Jack,Grealish,MID
38,John,McGinn,MID
39,Kortney,Hause,DEF
40,Mahmoud Ahmed,Ibrahim Hassan,MID
41,Tyrone,Mings,DEF
42,Matt,Targett,DEF
43,James,Bree,DEF
44,Marvelous,Nakamba,MID
45,Anwar,El Ghazi,MID
46,Ezri,Konsa Ngoyo,DEF
47,Frédéric,Guilbert,DEF
48,Wesley,Moraes,FWD
49,Mbwana,Samatta,FWD
50,Keinan,Davis,FWD
51,Indiana,Vassilev,FWD
52,Douglas Luiz,Soares de Paulo,MID
106,Ross,Barkley,MID
496,Matthew,Cash,DEF
514,Ollie,Watkins,FWD
540,Bertrand,Traoré,MID
554,Jacob,Ramsey,MID
647,Morgan,Sanson,MID
671,Kaine,Hayden,MID
672,Carney,Chukwuemeka,MID
683,Jaden,Philogene-Bidace,MID
53,Glenn,Murray,FWD
54,Adam,Lallana,MID
57,Pascal,Groß,MID
58,Shane,Duffy,DEF
59,Davy,Pröpper,MID
60,Aaron,Mooy,MID
61,Dan,Burn,DEF
62,Lewis,Dunk,DEF
63,Martín,Montoya,DEF
64,Florin,Andone,FWD
65,Solomon,March,MID
66,Adam,Webster,DEF
67,Joël,Veltman,DEF
68,Neal,Maupay,FWD
69,Leandro,Trossard,MID
71,Alireza,Jahanbakhsh,MID
72,José,Izquierdo,MID
73,Matthew,Clarke,DEF
74,Ben,White,DEF
75,Bernardo,Fernandes da Silva Junior,DEF
76,Yves,Bissouma,MID
77,Tariq,Lamptey,DEF
78,Aaron,Connolly,FWD
79,Steven,Alzate,MID
80,Alexis,Mac Allister,MID
503,Christian,Walton,GK
528,Jason,Steele,GK
550,Jayson,Molumby,MID
574,Andi,Zeqiri,FWD
588,Danny,Welbeck,FWD
597,Robert,Sánchez,GK
627,Percy,Tau,MID
628,Jakub,Moder,MID
630,Reda,Khadra,MID
631,Teddy,Jenks,MID
632,Max,Sanders,MID
633,Jensen,Weir,MID
662,Thomas,McGill,GK
663,Michal,Karbownik,DEF
664,Moisés,Caicedo,MID
55,Dale,Stephens,MID
81,James,Tarkowski,DEF
82,Phil,Bardsley,DEF
83,Erik,Pieters,DEF
84,Jack,Cork,MID
85,Kevin,Long,DEF
86,Jay,Rodriguez,FWD
87,Ashley,Barnes,FWD
88,Ben,Mee,DEF
89,Ashley,Westwood,MID
90,Johann Berg,Gudmundsson,MID
91,Chris,Wood,FWD
92,Matthew,Lowton,DEF
93,Matej,Vydra,FWD
94,Ben,Gibson,DEF
95,Robbie,Brady,MID
96,Nick,Pope,GK
97,Charlie,Taylor,DEF
98,Josh,Brownhill,MID
99,Bailey,Peacock-Farrell,GK
100,Dwight,McNeil,MID
519,Jimmy,Dunne,DEF
520,Bobby,Thomas,DEF
535,Josh,Benson,MID
536,Anthony,Driscoll-Glennon,DEF
551,Mace,Goodridge,MID
583,Will,Norris,GK
591,Max,Thompson,FWD
592,Lewis,Richardson,FWD
612,Anthony,Mancini,MID
613,Joel,Mumbongo,FWD
658,Richard,Nartey,DEF
101,Willy,Caballero,GK
102,César,Azpilicueta,DEF
103,Olivier,Giroud,FWD
104,Marcos,Alonso,DEF
105,Jorge Luiz,Frello Filho,MID
107,Mateo,Kovacic,MID
109,Antonio,Rüdiger,DEF
110,Kurt,Zouma,DEF
111,Emerson,Palmieri dos Santos,DEF
112,Kepa,Arrizabalaga,GK
113,N'Golo,Kanté,MID
114,Hakim,Ziyech,MID
116,Andreas,Christensen,DEF
117,Timo,Werner,FWD
118,Tammy,Abraham,FWD
119,Christian,Pulisic,MID
120,Mason,Mount,MID
121,Fikayo,Tomori,DEF
122,Callum,Hudson-Odoi,MID
123,Reece,James,DEF
124,Billy,Gilmour,MID
232,Benjamin,Chilwell,DEF
490,Thiago,Thiago,DEF
500,Kai,Havertz,MID
548,Edouard,Mendy,GK
593,Karlo,Ziger,GK
605,Faustino,Anjorin,MID
698,Valentino,Livramento,DEF
108,Michy,Batshuayi,FWD
125,Gary,Cahill,DEF
126,Wayne,Hennessey,GK
127,Mamadou,Sakho,DEF
128,Vicente,Guaita,GK
129,James,Tomkins,DEF
130,James,McArthur,MID
131,James,McCarthy,MID
132,Christian,Benteke,FWD
133,Cheikhou,Kouyaté,MID
134,Joel,Ward,DEF
135,Martin,Kelly,DEF
136,Connor,Wickham,FWD
137,Andros,Townsend,MID
138,Luka,Milivojevic,MID
139,Patrick,van Aanholt,DEF
140,Jordan,Ayew,FWD
141,Wilfried,Zaha,MID
142,Jeffrey,Schlupp,MID
143,Max,Meyer,MID
144,Jairo,Riedewald,MID
145,Nathan,Ferguson,DEF
146,Tyrick,Mitchell,DEF
147,Brandon,Pierrick,MID
486,Scott,Dann,DEF
489,Eberechi,Eze,MID
522,Sam,Woods,DEF
534,Ryan,Inniss,DEF
577,Nathaniel,Clyne,DEF
578,Stephen,Henderson,GK
586,Jack,Butland,GK
641,Jean-Philippe,Mateta,FWD
675,Reece,Hannam,DEF
688,Jesurun,Rak-Sakyi,MID
149,Fabian,Delph,MID
150,Gylfi,Sigurdsson,MID
151,Jonas,Lössl,GK
152,Seamus,Coleman,DEF
153,Cenk,Tosun,FWD
154,Bernard,Anício Caldeira Duarte,MID
155,Lucas,Digne,DEF
156,Michael,Keane,DEF
157,Jordan,Pickford,GK
158,André Filipe,Tavares Gomes,MID
159,Alex,Iwobi,MID
160,Jonjoe,Kenny,DEF
161,Jean-Philippe,Gbamin,MID
162,Yerry,Mina,DEF
163,Tom,Davies,MID
164,Dominic,Calvert-Lewin,FWD
165,Mason,Holgate,DEF
166,Richarlison,de Andrade,FWD
167,João,Virgínia,GK
168,Anthony,Gordon,MID
169,Moise,Kean,FWD
170,Jarrad,Branthwaite,DEF
502,Allan,Marques Loureiro,MID
508,James,Rodríguez,MID
512,Abdoulaye,Doucouré,MID
559,Niels,Nkounkou,DEF
566,Ben,Godfrey,DEF
573,Robin,Olsen,GK
596,Ellis,Simms,FWD
644,Tyler,Onyango,MID
651,Joshua,King,FWD
679,Kyle,John,DEF
680,Nathan,Broadhead,MID
681,Ryan,Astley,DEF
682,Harry,Tyrer,GK
690,Reece,Welch,DEF
691,Isaac,Price,MID
115,Ruben,Loftus-Cheek,MID
171,Fabricio,Agosto Ramírez,GK
172,Kevin,McDonald,MID
173,Maxime,Le Marchand,DEF
174,Stefan,Johansen,MID
175,Tom,Cairney,MID
176,Tim,Ream,DEF
177,Anthony,Knockaert,MID
178,Michael,Hector,DEF
179,Cyrus,Christie,DEF
180,Neeskens,Kebano,MID
181,Bobby,Decordova-Reid,FWD
182,Joe,Bryan,DEF
183,Marcus,Bettinelli,GK
184,Aleksandar,Mitrović,FWD
185,Alfie,Mawson,DEF
186,Marek,Rodák,GK
187,Ivan Ricardo,Neves Abreu Cavaleiro,MID
188,Josh,Onomah,MID
189,Jean Michaël,Seri,MID
190,Aboubakar,Kamara,MID
191,André-Frank,Zambo Anguissa,MID
192,Zeze Steven,Sessegnon,DEF
373,Harrison,Reed,MID
484,Antonee,Robinson,DEF
493,Mario,Lemina,MID
516,Alphonse,Areola,GK
517,Kenny,Tete,DEF
525,Denis,Odoi,DEF
557,Ademola,Lookman,MID
562,Ola,Aina,DEF
571,Joachim,Andersen,DEF
572,Tosin,Adarabioyo,DEF
585,Terence,Kongolo,DEF
665,Josh,Maja,FWD
695,Fabio,Carvalho,MID
707,Sylvester,Jasper,MID
708,Tyrese,Francois,MID
216,Wes,Morgan,DEF
217,Kasper,Schmeichel,GK
218,Christian,Fuchs,DEF
219,Jonny,Evans,DEF
220,Adrien,Silva,MID
221,Marc,Albrighton,MID
222,Matty,James,MID
223,Danny,Ward,GK
224,Jamie,Vardy,FWD
225,Dennis,Praet,MID
226,Ricardo Domingos,Barbosa Pereira,DEF
227,Daniel,Amartey,DEF
228,Youri,Tielemans,MID
229,Ayoze,Pérez,MID
230,Demarai,Gray,MID
231,James,Maddison,MID
233,Kelechi,Iheanacho,FWD
234,Hamza,Choudhury,MID
235,Harvey,Barnes,MID
236,Wilfred,Ndidi,MID
237,Filip,Benkovic,DEF
238,Çaglar,Söyüncü,DEF
239,James,Justin,DEF
240,Luke,Thomas,DEF
498,Timothy,Castagne,DEF
518,Nampalys,Mendy,MID
541,Cengiz,Ünder,MID
561,Wesley,Fofana,DEF
579,Islam,Slimani,FWD
660,Vontae,Daley-Campbell,DEF
661,Thakgalo,Leshabela,MID
676,Sidnei,Tavares,MID
684,Shane,Flynn,MID
687,Thanawat,Suengchitthawon,MID
703,Tawanda,Maswanhise,MID
193,Pablo,Hernández Domínguez,MID
194,Francisco,Casilla Cortés,GK
195,Liam,Cooper,DEF
196,Barry,Douglas,DEF
197,Luke,Ayling,DEF
198,Mateusz,Klich,MID
199,Adam,Forshaw,MID
200,Stuart,Dallas,DEF
201,Ezgjan,Alioski,DEF
202,Patrick,Bamford,FWD
203,Jack,Harrison,MID
204,Kalvin,Phillips,MID
205,Hélder Wander,Sousa de Azevedo e Costa,MID
206,Tyler,Roberts,MID
207,Jay-Roy,Grot,MID
208,Kamil,Miazek,GK
209,Ian Carlo,Poveda-Ocampo,MID
210,Jamie,Shackleton,MID
211,Pascal,Struijk,DEF
212,Jordan,Stevens,MID
213,Illan,Meslier,GK
214,Leif,Davis,DEF
215,Oliver,Casey,DEF
491,Robin,Koch,DEF
492,Rodrigo,Moreno,FWD
532,Elia,Caprile,GK
533,Mateusz,Bogusz,MID
549,Diego,Llorente,DEF
570,Raphael,Dias Belloli,MID
599,Jack,Jenkins,MID
619,Niall,Huggins,FWD
620,Charlie,Cresswell,DEF
667,Joe,Gelhardt,FWD
685,Gaetano,Berardi,DEF
692,Sam,Greenwood,FWD
693,Crysencio,Summerville,MID
694,Cody,Drameh,DEF
241,James,Milner,MID
242,Konstantinos,Tsimikas,DEF
243,Georginio,Wijnaldum,MID
244,Jordan,Henderson,MID
245,Adrián,San Miguel del Castillo,GK
246,Joel,Matip,DEF
247,Xherdan,Shaqiri,MID
248,Alex,Oxlade-Chamberlain,MID
249,Roberto,Firmino,FWD
250,Virgil,van Dijk,DEF
251,Sadio,Mané,MID
252,Alisson,Ramses Becker,GK
253,Fabio Henrique,Tavares,MID
254,Mohamed,Salah,MID
255,Andrew,Robertson,DEF
256,Divock,Origi,FWD
257,Harry,Wilson,MID
259,Trent,Alexander-Arnold,DEF
260,Joseph,Gomez,DEF
261,Naby,Keita,MID
263,Curtis,Jones,MID
264,Neco,Williams,DEF
265,Harvey,Elliott,MID
468,Diogo,Jota,MID
531,Thiago,Alcántara do Nascimento,MID
560,Caoimhin,Kelleher,GK
589,Nathaniel,Phillips,DEF
594,Rhys,Williams,DEF
601,Leighton,Clarkson,MID
607,Jake,Cain,MID
652,Ozan,Kabak,DEF
653,Ben,Davies,DEF
653,Ben,Davies,DEF
677,Liam,Hughes,GK
678,Jakub,Ojrzynski,GK
696,Ben,Woodburn,MID
697,Billy,Koumetio,DEF
266,Fernando,Luiz Rosa,DEF
267,Claudio,Bravo,GK
268,Sergio,Agüero,FWD
269,Nicolás,Otamendi,DEF
270,Kyle,Walker,DEF
271,Ilkay,Gündogan,MID
272,Kevin,De Bruyne,MID
273,John,Stones,DEF
274,Benjamin,Mendy,DEF
275,Riyad,Mahrez,MID
276,Raheem,Sterling,MID
277,João Pedro Cavaco,Cancelo,DEF
278,Ederson,Santana de Moraes,GK
279,Nathan,Aké,DEF
280,Aymeric,Laporte,DEF
281,Bernardo Mota,Veiga de Carvalho e Silva,MID
282,Gabriel Fernando,de Jesus,FWD
283,Oleksandr,Zinchenko,DEF
284,Phil,Foden,MID
285,Tommy,Doyle,MID
286,Rodrigo,Hernandez,MID
287,Ferran,Torres,MID
288,Eric,Garcia,DEF
537,Adrián,Bernabé,MID
538,Zack,Steffen,GK
539,Liam,Delap,FWD
552,Cole,Palmer,MID
556,Rúben Santos,Gato Alves Dias,DEF
595,James,Trafford,GK
608,Scott,Carson,GK
609,Felix,Nmecha,MID
622,Luke,Mbete,DEF
623,Taylor,Harwood-Bellis,DEF
659,Claudio,Gomes,MID
289,Sergio,Romero,GK
290,Juan,Mata,MID
291,David,de Gea,GK
292,Chris,Smalling,DEF
293,Odion,Ighalo,FWD
294,Marcos,Rojo,DEF
295,Nemanja,Matic,MID
296,Paul,Pogba,MID
297,Phil,Jones,DEF
298,Harry,Maguire,DEF
299,Frederico,Rodrigues de Paula Santos,MID
300,Luke,Shaw,DEF
302,Bruno Miguel,Borges Fernandes,MID
303,Anthony,Martial,FWD
304,Andreas,Pereira,MID
305,Dean,Henderson,GK
306,Marcus,Rashford,MID
307,Axel,Tuanzebe,DEF
308,Victor,Lindelöf,DEF
309,Scott,McTominay,MID
310,Eric,Bailly,DEF
311,Daniel,James,MID
312,Timothy,Fosu-Mensah,DEF
313,Aaron,Wan-Bissaka,DEF
314,José Diogo,Dalot Teixeira,DEF
315,Mason,Greenwood,MID
316,Tahith,Chong,MID
317,James,Garner,MID
318,Brandon,Williams,DEF
319,Teden,Mengi,DEF
495,Donny,van de Beek,MID
568,Alex Nicolao,Telles,DEF
569,Edinson,Cavani,FWD
575,Facundo,Pellistri,MID
604,Lee,Grant,GK
640,Amad,Diallo,MID
673,Shola,Shoretire,MID
686,Nathan,Bishop,GK
702,Anthony,Elanga,MID
712,Hannibal,Mejbri,MID
713,William,Fish,DEF
20,Joseph,Willock,MID
320,Andy,Carroll,FWD
321,Jonjo,Shelvey,MID
322,Matt,Ritchie,MID
323,Federico,Fernández,DEF
324,Ciaran,Clark,DEF
325,Karl,Darlow,GK
326,Martin,Dubravka,GK
327,Florian,Lejeune,DEF
328,Jamaal,Lascelles,DEF
329,Dwight,Gayle,FWD
330,Christian,Atsu,MID
331,Paul,Dummett,DEF
332,Javier,Manquillo,DEF
333,Emil,Krafth,DEF
334,Fabian,Schär,DEF
335,DeAndre,Yedlin,DEF
336,Isaac,Hayden,MID
337,Rolando,Aarons,MID
338,Allan,Saint-Maximin,MID
339,Miguel,Almirón,MID
340,Joelinton Cássio,Apolinário de Lira,FWD
341,Yoshinori,Muto,FWD
342,Kelland,Watts,DEF
480,Sean,Longstaff,MID
485,Jeff,Hendrick,MID
487,Matthew,Longstaff,MID
488,Mark,Gillespie,GK
497,Jacob,Murphy,MID
506,Callum,Wilson,FWD
507,Ryan,Fraser,MID
513,Jamal,Lewis,DEF
602,Elliot,Anderson,MID
606,Daniel,Langley,GK
262,Rhian,Brewster,FWD
343,Billy,Sharp,FWD
344,David,McGoldrick,FWD
345,Chris,Basham,DEF
346,John,Fleck,MID
347,Enda,Stevens,DEF
348,Simon,Moore,GK
349,Oliver,Norwood,MID
350,Wes,Foderingham,GK
351,George,Baldock,DEF
352,Jack,Robinson,DEF
353,John,Egan,DEF
354,Jack,O'Connell,DEF
355,John,Lundstram,MID
356,Ben,Osborn,MID
357,Oliver,McBurnie,FWD
359,Lys,Mousset,FWD
360,Sander,Berge,MID
424,Oliver,Burke,MID
477,Luke,Freeman,MID
483,Aaron,Ramsdale,GK
509,Ethan,Ampadu,DEF
510,Jayden,Bogle,DEF
511,Max,Lowe,DEF
529,Phil,Jagielka,DEF
580,Michael,Verrips,GK
603,Kean,Bryan,DEF
618,Antwoine,Hackford,FWD
646,Kyron,Gordon,DEF
656,Iliman,Ndiaye,MID
657,Zak,Brunt,MID
670,Frankie,Maguire,MID
699,Daniel,Jebbison,FWD
704,Harry,Boyes,DEF
705,Femi,Seriki,MID
711,William,Osula,FWD
148,Theo,Walcott,MID
258,Takumi,Minamino,MID
361,Shane,Long,FWD
362,Ryan,Bertrand,DEF
363,Alex,McCarthy,GK
364,Oriol,Romeu Vidal,MID
365,Nathan,Redmond,MID
366,Danny,Ings,FWD
367,Jack,Stephens,DEF
368,Stuart,Armstrong,MID
369,Jannik,Vestergaard,DEF
370,James,Ward-Prowse,MID
371,Angus,Gunn,GK
372,Sofiane,Boufal,MID
374,Josh,Sims,MID
375,Kyle,Walker-Peters,DEF
376,Jan,Bednarek,DEF
377,Che,Adams,FWD
378,Yan,Valery,DEF
379,William,Smallbone,MID
380,Jake,Vokins,DEF
381,Michael,Obafemi,FWD
382,Moussa,Djenepo,MID
479,Mohammed,Salisu,DEF
523,Fraser,Forster,GK
524,Nathan,Tella,MID
565,Ibrahima,Diallo,MID
590,Daniel,N'Lundulu,FWD
598,Kayne,Ramsay,DEF
624,Kgaogelo,Chauke,MID
625,Harry,Lewis,GK
634,Will,Ferry,MID
635,Allan,Tchaptchet,DEF
636,Caleb,Watts,MID
643,Alexandre,Jankewitz,MID
655,Ryan,Finnigan,MID
383,Hugo,Lloris,GK
384,Danny,Rose,DEF
385,Moussa,Sissoko,MID
386,Toby,Alderweireld,DEF
387,Erik,Lamela,MID
388,Harry,Kane,FWD
389,Serge,Aurier,DEF
390,Heung-Min,Son,MID
391,Eric,Dier,DEF
392,Lucas,Rodrigues Moura da Silva,MID
393,Paulo,Gazzaniga,GK
394,Bamidele,Alli,MID
395,Ben,Davies,DEF
395,Ben,Davies,DEF
396,Pierre-Emile,Højbjerg,MID
397,Harry,Winks,MID
398,Davinson,Sánchez,DEF
399,Ryan,Sessegnon,DEF
400,Steven,Bergwijn,MID
401,Gedson,Carvalho Fernandes,MID
402,Japhet,Tanganga,DEF
403,Giovani,Lo Celso,MID
404,Oliver,Skipp,MID
405,Tanguy,Ndombele,MID
406,Juan,Foyth,DEF
457,Matt,Doherty,DEF
482,Joe,Hart,GK
521,Cameron,Carter-Vickers,DEF
542,Sergio,Reguilón,DEF
543,Gareth,Bale,MID
564,Carlos Vinicius,Alves Morais,FWD
584,Joe,Rodon,DEF
650,Alfie,Devine,MID
666,Dane,Scarlett,FWD
710,Nile,John,MID
15,Ainsley,Maitland-Niles,DEF
56,David,Button,GK
358,Callum,Robinson,FWD
407,Kieran,Gibbs,DEF
408,Hal,Robson-Kanu,FWD
409,Jake,Livermore,MID
410,Kamil,Grosicki,MID
411,Matt,Phillips,MID
412,Kyle,Bartley,DEF
413,Romaine,Sawyers,MID
414,Ahmed El-Sayed,Hegazy,DEF
415,Charlie,Austin,FWD
416,Kenneth,Zohore,FWD
417,Sam,Johnstone,GK
418,Conor,Townsend,DEF
419,Oluwasemilogo Adesewo Ibidapo,Ajayi,DEF
420,Jonathan,Leko,MID
421,Kyle,Edwards,MID
422,Darnell,Furlong,DEF
423,Sam,Field,MID
425,Dara,O'Shea,DEF
426,Rekeem,Harper,MID
