id,first_name,second_name,position
1553,Mesut,Özil,MID
1554,Sokratis,Papastathopoulos,DEF
1555,David,Luiz Moreira Marinho,DEF
795,Pierre-Emerick,Aubameyang,MID
680,Cédric,Alves Soares,DEF
1285,Alexandre,Lacazette,FWD
1556,Shkodran,Mustafi,DEF
248,Bernd,Leno,GK
686,Granit,Xhaka,MID
1071,Pablo,Marí Villar,DEF
1287,Héctor,Bellerín,DEF
693,Calum,Chambers,DEF
1288,Sead,Kolasinac,DEF
202,Rob,Holding,DEF
21,Kieran,Tierney,DEF
683,Nicolas,Pépé,MID
1072,Lucas,Torreira di Pascua,MID
10,Reiss,Nelson,MID
11,Eddie,Nketiah,FWD
19,Emile,Smith Rowe,MID
17,Bukayo,Saka,MID
1293,Mattéo,Guendouzi,MID
9,Gabriel,Martinelli Silva,MID
18,William,Saliba,DEF
1329,Mathew,Ryan,GK
852,Willian,Borges da Silva,MID
3,Gabriel,dos Santos Magalhães,DEF
1558,Daniel,Ceballos Fernández,MID
681,Mohamed,Elneny,MID
887,Matt,Macey,GK
684,Rúnar Alex,Rúnarsson,GK
20,Thomas,Partey,MID
13,Martin,Ødegaard,MID
1304,Miguel,Azeez,MID
47,Emiliano,Martínez Romero,GK
374,Tom,Heaton,GK
1559,Ahmed,El Mohamady,DEF
1560,Henri,Lansbury,MID
1561,Neil,Taylor,DEF
1306,Jed,Steer,GK
1307,Conor,Hourihane,MID
1562,José Ignacio,Peleteiro Romallo,MID
1563,Ørjan,Nyland,GK
1309,Björn,Engels,DEF
349,Jack,Grealish,MID
48,John,McGinn,MID
40,Kortney,Hause,DEF
1310,Mahmoud Ahmed,Ibrahim Hassan,MID
49,Tyrone,Mings,DEF
416,Matt,Targett,DEF
457,James,Bree,DEF
877,Marvelous,Nakamba,MID
1075,Anwar,El Ghazi,MID
44,Ezri,Konsa Ngoyo,DEF
1076,Frédéric,Guilbert,DEF
700,Wesley,Moraes Ferreira da Silva,FWD
1313,Mbwana Ally,Samatta,FWD
695,Keinan,Davis,FWD
1566,Indiana,Vassilev,FWD
696,Douglas Luiz,Soares de Paulo,MID
29,Ross,Barkley,MID
32,Matty,Cash,DEF
58,Ollie,Watkins,FWD
699,Bertrand,Traoré,MID
53,Jacob,Ramsey,MID
698,Morgan,Sanson,MID
43,Kaine,Kesler-Hayden,MID
161,Carney,Chukwuemeka,MID
569,Jaden,Philogene,MID
1567,Glenn,Murray,FWD
463,Adam,Lallana,MID
125,Pascal,Groß,MID
1136,Shane,Duffy,DEF
1327,Davy,Pröpper,MID
1568,Aaron,Mooy,MID
395,Dan,Burn,DEF
120,Lewis,Dunk,DEF
1569,Martín,Montoya,DEF
1332,Florin,Andone,FWD
132,Solly,March,MID
147,Adam,Webster,DEF
145,Joël,Veltman,DEF
229,Neal,Maupay,FWD
23,Leandro,Trossard,MID
1330,Alireza,Jahanbakhsh,MID
1570,José,Izquierdo,MID
1100,Matt,Clarke,DEF
24,Benjamin,White,DEF
1331,Bernardo,Fernandes Da Silva Junior,DEF
482,Yves,Bissouma,MID
131,Tariq,Lamptey,DEF
743,Aaron,Connolly,FWD
742,Steven,Alzate,MID
329,Alexis,Mac Allister,MID
283,Christian,Walton,GK
142,Jason,Steele,GK
1573,Jayson,Molumby,MID
748,Andi,Zeqiri,FWD
148,Danny,Welbeck,FWD
185,Robert,Sánchez,GK
1574,Percy,Tau,MID
137,Jakub,Moder,MID
1575,Reda,Khadra,MID
1576,Teddy,Jenks,MID
1577,Max,Sanders,MID
1578,Jensen,Weir,MID
745,Tom,McGill,GK
744,Michał,Karbownik,DEF
157,Moisés,Caicedo Corozo,MID
1342,Dale,Stephens,MID
236,James,Tarkowski,DEF
1340,Phil,Bardsley,DEF
1341,Erik,Pieters,DEF
763,Jack,Cork,MID
1343,Kevin,Long,DEF
775,Jay,Rodriguez,FWD
1344,Ashley,Barnes,FWD
100,Ben,Mee,DEF
1345,Ashley,Westwood,MID
770,Jóhann Berg,Gudmundsson,MID
447,Chris,Wood,FWD
1347,Matthew,Lowton,DEF
1348,Matej,Vydra,FWD
1447,Ben,Gibson,DEF
1579,Robbie,Brady,MID
413,Nick,Pope,GK
475,Charlie,Taylor,DEF
761,Josh,Brownhill,MID
773,Bailey,Peacock-Farrell,GK
230,Dwight,McNeil,MID
1580,Jimmy,Dunne,DEF
776,Bobby,Thomas,DEF
1350,Josh,Benson,MID
1581,Anthony,Driscoll-Glennon,DEF
1582,Mace,Goodridge,MID
1349,Will,Norris,GK
1583,Max,Thompson,FWD
1351,Lewis,Richardson,FWD
1355,Anthony,Mancini,MID
1584,Joel,Mumbongo,FWD
1585,Richard,Nartey,DEF
1247,Willy,Caballero,GK
796,César,Azpilicueta,DEF
1356,Olivier,Giroud,FWD
1103,Marcos,Alonso,DEF
7,Jorge Luiz,Frello Filho,MID
1104,Mateo,Kovacic,MID
1358,Antonio,Rüdiger,DEF
