assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season,penalties_order
0,0,0,0,0.0,680,0.0,0.0,0.0,0.0,113,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,5,0,0,0,0,12,0,0,0,2,1,0.0,0,0,0,0,40,True,0,2,Max Kinsey,3,BHA,1130,1220,BOU,1070,1130,2024,
0,0,0,0,0.0,680,0.0,0.0,0.0,0.0,130,0,0,0.0,0.0,2024-11-30T15:00:00Z,0,20,0,0,0,0,13,0,245,0,4,2,0.0,0,126,138,12,40,False,0,2,Max Kinsey,3,WOL,1060,1090,BOU,1130,1160,2024,
0,0,0,0,0.0,680,0.0,0.0,0.0,0.0,133,0,0,0.0,0.0,2024-12-05T20:15:00Z,0,18,0,0,0,0,14,0,513,0,0,1,0.0,0,117,190,73,40,True,0,2,Max Kinsey,3,TOT,1170,1350,BOU,1070,1130,2024,
