assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season,penalties_order,team_xg,team_deep,team_npxg,opponent_xg,opponent_deep,opponent_npxg
0,0,0,0,0.0,140,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,False,8,0,0,0,0,1,0,4299,0,3,0,0.0,0,0,0,0,45,False,0,3,Cameron Peupion,5,EVE,1080,1080,BHA,1130,1220,2024,,1.79083,5.0,1.79083,0.405325,4.0,0.405325
0,0,0,0,0.0,140,0.0,0.0,0.0,0.0,13,0,0,0.0,0.0,2024-08-24T11:30:00Z,0,False,14,0,0,0,0,2,0,4903,0,1,2,0.0,0,-194,383,577,45,True,0,3,Cameron Peupion,5,MUN,1140,1170,BHA,1070,1130,2024,,2.14153,10.0,2.14153,1.28556,8.0,1.28556
0,0,0,0,0.0,140,0.0,0.0,0.0,0.0,21,0,0,0.0,0.0,2024-08-31T11:30:00Z,0,False,1,0,0,0,0,3,0,5179,0,1,1,0.0,0,-124,707,831,45,False,0,3,Cameron Peupion,5,ARS,1360,1340,BHA,1130,1220,2024,,1.81748,6.0,1.81748,2.41798,6.0,2.41798
0,0,0,0,0.0,140,0.0,0.0,0.0,0.0,33,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,False,10,0,0,0,0,4,0,6234,0,0,0,0.0,0,585,1501,916,45,True,0,3,Cameron Peupion,5,IPS,1080,1100,BHA,1070,1130,2024,,1.75696,12.0,1.75696,0.721323,1.0,0.721323
0,0,0,0,0.0,140,0.0,0.0,0.0,0.0,42,0,0,0.0,0.0,2024-09-22T13:00:00Z,0,False,16,0,0,0,0,5,0,6282,0,2,2,0.0,0,-81,450,531,45,True,0,3,Cameron Peupion,5,NFO,1130,1070,BHA,1070,1130,2024,,1.56836,4.0,1.56836,1.36923,3.0,0.608061
0,0,0,0,0.0,140,0.0,0.0,0.0,0.0,54,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,6,0,0,0,0,6,0,6274,0,2,4,0.0,0,-95,573,668,45,False,0,3,Cameron Peupion,5,CHE,1130,1320,BHA,1130,1220,2024,,1.20712,7.0,1.20712,3.65839,10.0,2.89722
0,0,0,0,0.0,140,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2024-10-06T15:30:00Z,0,False,18,0,0,0,0,7,0,6111,0,2,3,0.0,0,-260,374,634,45,True,0,3,Cameron Peupion,5,TOT,1170,1350,BHA,1070,1130,2024,,1.97217,4.0,1.97217,1.09279,10.0,1.09279
0,0,0,0,0.0,140,0.0,0.0,0.0,0.0,76,0,0,0.0,0.0,2024-10-19T14:00:00Z,0,False,15,0,0,0,0,8,0,6015,0,1,0,0.0,0,-169,219,388,45,False,0,3,Cameron Peupion,5,NEW,1100,1130,BHA,1130,1220,2024,,1.6779,6.0,1.6779,1.93657,14.0,1.93657
0,0,0,0,0.0,140,0.0,0.0,0.0,0.0,84,0,0,0.0,0.0,2024-10-26T14:00:00Z,0,False,20,0,0,0,0,9,0,5912,0,2,2,0.0,0,-150,140,290,45,True,0,3,Cameron Peupion,5,WOL,1060,1120,BHA,1070,1130,2024,,1.51347,12.0,1.51347,1.11074,3.0,1.11074
0,0,0,0,0.0,140,0.0,0.0,0.0,0.0,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,False,12,0,0,0,0,10,0,5898,0,1,2,0.0,0,-51,292,343,45,False,0,3,Cameron Peupion,5,LIV,1360,1340,BHA,1130,1220,2024,,1.01568,5.0,1.01568,1.81037,10.0,1.81037
