id,first_name,second_name,position
1,Folarin,Balogun,FWD
2,Cédric,Alves Soares,DEF
3,Mohamed,Elneny,MID
4,Fábio,Ferreira Vieira,MID
5,Gabriel,dos Santos Magalhães,DEF
6,Kai,Havertz,MID
8,Gabriel,Fernando de Jesus,FWD
9,Jorge Luiz,Frello Filho,MID
10,Jakub,Kiwior,DEF
11,Marcus,Oliveira Alencar,MID
12,Gabriel,Martinelli Silva,MID
13,Eddie,Nketiah,FWD
14,Martin,Ødegaard,MID
15,Thomas,Partey,MID
16,Nicolas,Pépé,MID
17,Aaron,Ramsdale,GK
18,Rúnar Alex,Rúnarsson,GK
19,Bukayo,Saka,MID
20,William,Saliba,DEF
22,Emile,Smith Rowe,MID
24,Kieran,Tierney,DEF
25,Takehiro,Tomiyasu,DEF
26,Leandro,Trossard,MID
29,Benjamin,White,DEF
30,Granit,Xhaka,MID
31,Oleksandr,Zinchenko,DEF
113,David,Raya Martin,GK
540,Declan,Rice,MID
578,Reiss,Nelson,MID
585,Jurriën,Timber,DEF
646,Karl,Hein,GK
735,Charles,Sagoe,MID
736,Reuell,Walters,DEF
737,Bradley,Ibrahim,MID
764,Myles,Lewis-Skelly,MID
772,Ethan,Nwaneri,MID
815,Mauro,Bandeira,MID
817,James,Sweet,DEF
32,Alexandre,Moreno Lopera,DEF
34,Leon,Bailey,MID
35,Emiliano,Buendía Stati,MID
36,Matty,Cash,DEF
37,Calum,Chambers,DEF
38,Philippe,Coutinho Correia,MID
39,Keinan,Davis,FWD
40,Leander,Dendoncker,MID
41,Diego Carlos,Santos Silva,DEF
42,Lucas,Digne,DEF
43,Douglas Luiz,Soares de Paulo,MID
44,Jhon,Durán,FWD
45,Kortney,Hause,DEF
46,Tim,Iroegbunam,MID
47,Boubacar,Kamara,MID
48,Ezri,Konsa Ngoyo,DEF
49,Emiliano,Martínez Romero,GK
50,John,McGinn,MID
51,Tyrone,Mings,DEF
53,Robin,Olsen,GK
54,Jaden,Philogene-Bidace,MID
55,Jacob,Ramsey,MID
56,Morgan,Sanson,MID
57,Viljami,Sinisalo,GK
58,Youri,Tielemans,MID
59,Bertrand,Traoré,MID
60,Ollie,Watkins,FWD
61,Wesley,Moraes Ferreira da Silva,FWD
584,Pau,Torres,DEF
599,Moussa,Diaby,MID
618,Omari,Kellyman,MID
670,Filip,Marschall,GK
672,Nicolò,Zaniolo,MID
686,Oliwier,Zych,GK
699,Clément,Lenglet,DEF
765,Sam,Proctor,GK
767,Tommi,O'Reilly,MID
778,James,Wright,GK
793,Kaine,Kesler-Hayden,DEF
803,Morgan,Rogers,MID
818,Joe,Gauci,GK
854,Finley,Munroe,DEF
865,Kadan,Young,MID
866,Lander,Emery,GK
62,Jaidon,Anthony,MID
63,Philip,Billing,MID
64,David,Brooks,MID
65,Ryan,Christie,MID
66,Lewis,Cook,MID
67,Siriki,Dembélé,MID
68,Ryan,Fredericks,DEF
69,James,Hill,DEF
70,Lloyd,Kelly,DEF
71,Gavin,Kilkenny,MID
72,Justin,Kluivert,MID
73,Jamal,Lowe,MID
74,Emiliano,Marcondes,MID
75,Chris,Mepham,DEF
76,Kieffer,Moore,FWD
77,Norberto,Murara Neto,GK
78,Dango,Ouattara,MID
79,Ben,Pearson,MID
80,Darren,Randolph,GK
81,Joe,Rothwell,MID
82,Antoine,Semenyo,FWD
83,Marcos,Senesi,DEF
84,Adam,Smith,DEF
85,Dominic,Solanke,FWD
86,Marcus,Tavernier,MID
87,Hamed,Traorè,MID
88,Mark,Travers,GK
89,Illia,Zabarnyi,DEF
595,Milos,Kerkez,DEF
607,Ionuț,Radu,GK
619,Ben,Greenwood,DEF
643,Max,Aarons,DEF
644,Alex,Scott,MID
673,Tyler,Adams,MID
705,Luis,Sinisterra,MID
799,Romain,Faivre,MID
802,Max,Kinsey,DEF
804,Enes,Ünal,FWD
811,Dominic,Sadi,MID
849,Michael,Dacosta Gonzalez,MID
