assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season
0,0,0,0,0.0,1273,0.0,0.0,0.0,0.0,260,0,0,0.0,0.0,2024-02-25T13:30:00Z,0,20,0,0,0,0,26,0,0,0,0,1,0.0,0,0,0,0,40,False,0,2,Sam Curtis,23,WOL,1085,1115,SHU,1020,1060,2023
0,0,0,0,0.0,1273,0.0,0.0,0.0,0.0,269,0,0,0.0,0.0,2024-03-04T20:00:00Z,0,1,0,0,0,0,27,0,107,0,6,0,0.0,0,46,53,7,40,True,0,2,Sam Curtis,23,ARS,1370,1360,SHU,1045,1020,2023
0,0,0,0,0.0,1273,0.0,0.0,0.0,0.0,273,0,0,0.0,0.0,2024-03-09T15:00:00Z,0,3,0,0,0,0,28,0,219,0,2,2,0.0,0,43,64,21,40,False,0,2,Sam Curtis,23,BOU,1055,1145,SHU,1020,1060,2023
0,0,0,0,0.0,1273,0.0,0.0,0.0,0.0,299,0,0,0.0,0.0,2024-03-30T15:00:00Z,0,9,0,0,0,0,30,0,415,0,3,3,0.0,0,27,42,15,40,True,0,2,Sam Curtis,23,FUL,1180,1170,SHU,1045,1020,2023
0,0,0,0,0.0,1273,0.0,0.0,0.0,0.0,308,0,0,0.0,0.0,2024-04-04T18:30:00Z,0,12,0,0,0,0,31,0,491,0,1,3,0.0,0,22,35,13,40,False,0,2,Sam Curtis,23,LIV,1210,1270,SHU,1020,1060,2023
0,0,0,0,0.0,1273,0.0,0.0,0.0,0.0,318,0,0,0.0,0.0,2024-04-07T16:30:00Z,0,6,0,0,0,0,32,0,549,0,2,2,0.0,0,7,32,25,40,True,0,2,Sam Curtis,23,CHE,1150,1230,SHU,1045,1020,2023
0,0,0,0,0.0,1273,0.0,0.0,0.0,0.0,323,0,0,0.0,0.0,2024-04-13T14:00:00Z,0,4,0,0,0,0,33,0,670,0,0,2,0.0,0,46,78,32,40,False,0,2,Sam Curtis,23,BRE,1110,1090,SHU,1020,1060,2023
0,0,0,0,0.0,1273,0.0,0.0,0.0,0.0,338,0,0,0.0,0.0,2024-04-20T14:00:00Z,0,21,0,0,0,0,34,0,858,0,4,1,0.0,0,67,126,59,40,True,0,2,Sam Curtis,23,BUR,1050,1050,SHU,1045,1020,2023
0,0,0,0,0.0,1273,0.0,0.0,0.0,0.0,288,0,0,0.0,0.0,2024-04-24T19:00:00Z,0,14,0,0,0,0,34,0,858,0,2,4,0.0,0,67,126,59,40,False,0,2,Sam Curtis,23,MUN,1130,1120,SHU,1020,1060,2023
0,0,0,0,0.0,1273,0.0,0.0,0.0,0.0,346,0,0,0.0,0.0,2024-04-27T14:00:00Z,0,15,0,0,0,0,35,0,884,0,1,5,0.0,0,8,60,52,40,False,0,2,Sam Curtis,23,NEW,1050,1160,SHU,1020,1060,2023
0,0,0,0,0.0,1273,0.0,0.0,0.0,0.0,360,0,0,0.0,0.0,2024-05-04T14:00:00Z,0,16,0,0,0,0,36,0,925,0,3,1,0.0,0,-19,36,55,40,True,0,2,Sam Curtis,23,NFO,1125,1080,SHU,1045,1020,2023
0,0,2,0,0.3,1273,0.0,0.0,0.0,0.27,363,0,0,0.3,2.2,2024-05-11T14:00:00Z,27,8,0,0,0,0,37,0,1066,0,0,1,0.0,1,41,98,57,40,False,0,2,Sam Curtis,23,EVE,1125,1065,SHU,1020,1060,2023
0,0,0,0,0.0,1273,0.0,0.0,0.0,0.0,380,0,0,0.0,0.0,2024-05-19T15:00:00Z,0,18,0,0,0,0,38,0,1125,0,3,0,0.0,0,14,96,82,40,True,0,2,Sam Curtis,23,TOT,1150,1310,SHU,1045,1020,2023
