assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,crowds,season
0,0,19,0,3.0,436,0.01,0.42,0.41,0.24,8,1,1,9.4,38.4,2022-08-06 14:00:00+00:00,65,17,0,0,0,0,1,0,40034,1,1,4,53.0,7,0,0,0,45,True,1,2,Ryan Sessegnon,18,SOU,1070,1080,TOT,1140,1170,1,2022
0,0,-3,0,0.5,436,0.0,0.12,0.12,0.5,15,1,0,2.1,3.2,2022-08-14 15:30:00+00:00,56,6,0,0,0,0,2,0,167626,1,2,2,17.0,1,80745,95968,15223,45,False,0,2,Ryan Sessegnon,18,CHE,1190,1140,TOT,1210,1230,1,2022
0,0,4,0,0.1,436,0.0,0.0,0.0,0.03,29,0,0,0.2,0.2,2022-08-20 11:30:00+00:00,14,20,0,0,0,0,3,0,219677,0,0,1,2.0,1,42700,77634,34934,45,True,0,2,Ryan Sessegnon,18,WOL,1100,1080,TOT,1140,1170,1,2022
0,0,1,0,0.6,436,0.0,0.0,0.0,0.34,38,0,0,0.6,3.0,2022-08-28 15:30:00+00:00,16,16,0,0,0,0,4,0,173321,0,2,0,2.0,1,-46700,8651,55351,45,False,0,2,Ryan Sessegnon,18,NFO,1065,1030,TOT,1210,1230,1,2022
0,0,0,0,0.0,436,0.0,0.0,0.0,0.0,47,0,0,0.0,0.0,2022-08-31 18:45:00+00:00,0,19,0,0,0,0,5,0,142720,0,1,1,0.0,0,-32836,3510,36346,45,False,0,2,Ryan Sessegnon,18,WHU,1145,1060,TOT,1210,1230,1,2022
1,0,13,0,12.7,436,0.02,0.49,0.47,0.73,59,1,0,11.1,12.8,2022-09-03 14:00:00+00:00,90,9,0,0,0,0,6,0,122235,1,1,2,85.0,5,-22579,4645,27224,45,True,0,2,Ryan Sessegnon,18,FUL,1065,1140,TOT,1140,1170,1,2022
0,0,7,0,2.4,436,0.04,0.04,0.0,1.77,79,2,0,1.3,2.6,2022-09-17 16:30:00+00:00,90,10,0,0,0,0,8,0,127134,1,2,6,8.0,1,1833,9157,7324,45,True,0,2,Ryan Sessegnon,18,LEI,1110,1120,TOT,1140,1170,1,2022
0,0,3,0,0.2,436,0.0,0.0,0.0,0.18,81,0,0,0.4,4.2,2022-10-01 11:30:00+00:00,19,1,0,0,0,0,9,0,118110,0,1,3,0.0,1,-6915,4177,11092,45,False,0,2,Ryan Sessegnon,18,ARS,1250,1240,TOT,1210,1230,1,2022
0,0,25,1,15.8,436,0.04,0.04,0.0,0.72,93,0,0,2.7,8.8,2022-10-08 16:30:00+00:00,90,5,0,0,0,0,10,0,114183,1,1,0,2.0,6,-4604,4853,9457,45,False,0,2,Ryan Sessegnon,18,BHA,1140,1200,TOT,1210,1230,1,2022
0,0,0,0,0.0,436,0.0,0.0,0.0,0.0,109,0,0,0.0,0.0,2022-10-15 16:30:00+00:00,0,8,0,0,0,0,11,0,131650,0,0,2,0.0,0,15698,19514,3816,45,True,0,2,Ryan Sessegnon,18,EVE,1100,1090,TOT,1140,1170,1,2022
0,0,1,0,0.5,436,0.0,0.03,0.03,0.0,119,0,0,0.4,0.0,2022-10-19 19:15:00+00:00,8,14,0,0,0,0,12,0,118019,0,0,2,4.0,1,-6435,2130,8565,45,False,0,2,Ryan Sessegnon,18,MUN,1140,1165,TOT,1210,1230,1,2022
0,0,8,0,21.8,436,0.35,0.51,0.16,1.17,128,2,0,8.2,17.8,2022-10-23 15:30:00+00:00,60,15,0,0,0,0,13,0,117087,1,2,1,42.0,0,-8125,1522,9647,45,True,1,2,Ryan Sessegnon,18,NEW,1300,1220,TOT,1140,1170,1,2022
0,0,19,0,17.9,436,0.13,0.22,0.09,0.51,132,2,1,8.0,42.8,2022-10-29 14:00:00+00:00,83,3,0,0,0,0,14,0,111809,1,3,2,19.0,6,-5673,3020,8693,45,False,1,2,Ryan Sessegnon,18,BOU,1020,1050,TOT,1210,1230,1,2022
0,0,10,0,11.4,436,0.14,0.23,0.09,1.02,148,2,0,4.4,1.8,2022-11-06 16:30:00+00:00,67,12,0,0,0,0,15,0,110835,1,2,1,31.0,1,-1389,3524,4913,45,True,0,2,Ryan Sessegnon,18,LIV,1250,1300,TOT,1140,1170,1,2022
0,0,0,0,0.0,436,0.0,0.0,0.0,0.0,158,0,0,0.0,0.0,2022-11-12 15:00:00+00:00,0,11,0,0,0,0,16,0,105489,0,3,4,0.0,0,-5643,5459,11102,45,True,0,2,Ryan Sessegnon,18,LEE,1075,1120,TOT,1140,1170,1,2022
0,0,0,0,0.0,436,0.0,0.0,0.0,0.0,163,0,0,0.0,0.0,2022-12-26 12:30:00+00:00,0,4,0,0,0,0,17,0,89660,0,2,2,0.0,0,-16169,10945,27114,45,False,0,2,Ryan Sessegnon,18,BRE,1100,1130,TOT,1210,1230,1,2022
0,0,2,0,0.4,436,0.0,0.0,0.0,0.75,178,1,0,0.1,1.0,2023-01-01 14:00:00+00:00,27,2,0,0,0,0,18,0,86632,0,2,0,0.0,1,-3248,675,3923,45,True,0,2,Ryan Sessegnon,18,AVL,1075,1130,TOT,1140,1170,1,2022
0,0,3,0,0.3,436,0.03,0.03,0.0,0.17,185,0,0,0.5,2.2,2023-01-04 20:00:00+00:00,13,7,0,0,0,0,19,0,84081,0,4,0,2.0,1,-2666,440,3106,45,False,0,2,Ryan Sessegnon,18,CRY,1110,1060,TOT,1210,1230,1,2022
0,0,5,0,15.1,436,0.34,0.61,0.27,1.57,199,2,0,4.6,9.4,2023-01-15 16:30:00+00:00,75,1,0,0,0,0,20,0,80793,1,2,0,21.0,0,-3450,847,4297,45,True,1,2,Ryan Sessegnon,18,ARS,1250,1320,TOT,1140,1170,1,2022
0,0,1,0,0.3,436,0.0,0.0,0.0,0.51,68,1,0,0.1,0.4,2023-01-19 20:00:00+00:00,21,13,0,0,0,0,20,0,80793,0,2,4,0.0,1,-3450,847,4297,45,False,0,2,Ryan Sessegnon,18,MCI,1340,1360,TOT,1210,1230,1,2022
0,0,0,0,0.0,436,0.0,0.0,0.0,0.0,204,0,0,0.0,0.0,2023-01-23 20:15:00+00:00,0,9,0,0,0,0,21,0,79419,0,1,0,0.0,0,-1633,955,2588,45,False,0,2,Ryan Sessegnon,18,FUL,1070,1120,TOT,1210,1230,1,2022
0,0,3,0,0.0,436,0.0,0.0,0.0,0.27,219,0,0,0.2,0.0,2023-02-05 16:30:00+00:00,11,13,0,0,0,0,22,0,76440,0,0,1,2.0,1,-3096,541,3637,44,True,0,2,Ryan Sessegnon,18,MCI,1340,1380,TOT,1140,1170,1,2022
0,0,0,0,0.0,436,0.0,0.0,0.0,0.0,226,0,0,0.0,0.0,2023-02-11 15:00:00+00:00,0,10,0,0,0,0,23,0,75106,0,1,4,0.0,0,-1497,305,1802,44,False,0,2,Ryan Sessegnon,18,LEI,1065,1200,TOT,1210,1230,1,2022
