id,first_name,second_name,own_team,opponent_team,own_short_name,opponent_short_name,own_attack,opponent_attack,own_defense,opponent_defense,was_home,crowds,season,POS,gameweek,value,mean_xg_5,mean_xa_5
149,Mats,Wieffer,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,3,13,48,0.0,0.0
149,Mats,Wieffer,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,3,16,48,0.0,0.0
595,Brajan,Gruda,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,3,13,54,0.0,0.0
595,Brajan,Gruda,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,3,16,54,0.0,0.0
600,Yasin,Ayari,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,3,13,50,0.0,0.0
600,Yasin,Ayari,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,3,16,50,0.0,0.0
601,Andrew,Moran,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,3,13,50,0.0,0.0
601,Andrew,Moran,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,3,16,50,0.0,0.0
618,Georginio,Rutter,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,3,13,56,0.192,0.104
618,Georginio,Rutter,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,3,16,56,0.192,0.104
629,Matt,O'Riley,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,3,13,55,0.0,0.0
629,Matt,O'Riley,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,3,16,55,0.0,0.0
150,Andrey,Nascimento dos Santos,6,2,CHE,AVL,1130,1140,1320,1300,1,1,24,3,13,45,0.0,0.0
150,Andrey,Nascimento dos Santos,6,4,CHE,BRE,1130,1120,1320,1190,1,1,24,3,16,45,0.0,0.0
151,Ângelo Gabriel,Borges Damaceno,6,2,CHE,AVL,1130,1140,1320,1300,1,1,24,3,13,45,0.0,0.0
151,Ângelo Gabriel,Borges Damaceno,6,4,CHE,BRE,1130,1120,1320,1190,1,1,24,3,16,45,0.0,0.0
157,Moisés,Caicedo Corozo,6,2,CHE,AVL,1130,1140,1320,1300,1,1,24,3,13,49,0.026,0.098
157,Moisés,Caicedo Corozo,6,4,CHE,BRE,1130,1120,1320,1190,1,1,24,3,16,49,0.026,0.098
158,Cesare,Casadei,6,2,CHE,AVL,1130,1140,1320,1300,1,1,24,3,13,44,0.0,0.0
158,Cesare,Casadei,6,4,CHE,BRE,1130,1120,1320,1190,1,1,24,3,16,44,0.0,0.0
161,Carney,Chukwuemeka,6,2,CHE,AVL,1130,1140,1320,1300,1,1,24,3,13,48,0.0,0.0
161,Carney,Chukwuemeka,6,4,CHE,BRE,1130,1120,1320,1190,1,1,24,3,16,48,0.0,0.0
166,Kiernan,Dewsbury-Hall,6,2,CHE,AVL,1130,1140,1320,1300,1,1,24,3,13,56,0.0,0.0
166,Kiernan,Dewsbury-Hall,6,4,CHE,BRE,1130,1120,1320,1190,1,1,24,3,16,56,0.0,0.0
168,Enzo,Fernández,6,2,CHE,AVL,1130,1140,1320,1300,1,1,24,3,13,48,0.0,0.0
168,Enzo,Fernández,6,4,CHE,BRE,1130,1120,1320,1190,1,1,24,3,16,48,0.0,0.0
169,Conor,Gallagher,6,2,CHE,AVL,1130,1140,1320,1300,1,1,24,3,13,59,0.0,0.0
169,Conor,Gallagher,6,4,CHE,BRE,1130,1120,1320,1190,1,1,24,3,16,59,0.0,0.0
173,Omari,Kellyman,6,2,CHE,AVL,1130,1140,1320,1300,1,1,24,3,13,44,0.0,0.0
173,Omari,Kellyman,6,4,CHE,BRE,1130,1120,1320,1190,1,1,24,3,16,44,0.0,0.0
174,Roméo,Lavia,6,2,CHE,AVL,1130,1140,1320,1300,1,1,24,3,13,45,0.0,0.0625
174,Roméo,Lavia,6,4,CHE,BRE,1130,1120,1320,1190,1,1,24,3,16,45,0.0,0.0625
177,Noni,Madueke,6,2,CHE,AVL,1130,1140,1320,1300,1,1,24,3,13,64,0.232,0.16
177,Noni,Madueke,6,4,CHE,BRE,1130,1120,1320,1190,1,1,24,3,16,64,0.232,0.16
179,Mykhailo,Mudryk,6,2,CHE,AVL,1130,1140,1320,1300,1,1,24,3,13,62,0.0,0.0
179,Mykhailo,Mudryk,6,4,CHE,BRE,1130,1120,1320,1190,1,1,24,3,16,62,0.0,0.0
181,Christopher,Nkunku,6,2,CHE,AVL,1130,1140,1320,1300,1,1,24,3,13,59,0.0,0.0
181,Christopher,Nkunku,6,4,CHE,BRE,1130,1120,1320,1190,1,1,24,3,16,59,0.0,0.0
182,Cole,Palmer,6,2,CHE,AVL,1130,1140,1320,1300,1,1,24,3,13,109,0.24,0.164
182,Cole,Palmer,6,4,CHE,BRE,1130,1120,1320,1190,1,1,24,3,16,109,0.24,0.164
184,Renato,Palma Veiga,6,2,CHE,AVL,1130,1140,1320,1300,1,1,24,3,13,45,0.0,0.0
184,Renato,Palma Veiga,6,4,CHE,BRE,1130,1120,1320,1190,1,1,24,3,16,45,0.0,0.0
386,Jadon,Sancho,6,2,CHE,AVL,1130,1140,1320,1300,1,1,24,3,13,63,0.0,0.0
386,Jadon,Sancho,6,4,CHE,BRE,1130,1120,1320,1190,1,1,24,3,16,63,0.0,0.0
560,Pedro,Lomba Neto,6,2,CHE,AVL,1130,1140,1320,1300,1,1,24,3,13,62,0.0999999999999999,0.2666666666666666
560,Pedro,Lomba Neto,6,4,CHE,BRE,1130,1120,1320,1190,1,1,24,3,16,62,0.0999999999999999,0.2666666666666666
621,João,Félix Sequeira,6,2,CHE,AVL,1130,1140,1320,1300,1,1,24,3,13,61,0.0,0.0
621,João,Félix Sequeira,6,4,CHE,BRE,1130,1120,1320,1190,1,1,24,3,16,61,0.0,0.0
190,Naouirou,Ahamada,7,15,CRY,NEW,1100,1130,1090,1310,1,1,24,3,13,45,0.0,0.0
190,Naouirou,Ahamada,7,13,CRY,MCI,1100,1350,1090,1390,1,1,24,3,15,45,0.0,0.0
190,Naouirou,Ahamada,7,1,CRY,ARS,1100,1360,1090,1390,1,1,24,3,17,45,0.0,0.0
193,Cheick,Doucouré,7,15,CRY,NEW,1100,1130,1090,1310,1,1,24,3,13,49,0.0,0.0
193,Cheick,Doucouré,7,13,CRY,MCI,1100,1350,1090,1390,1,1,24,3,15,49,0.0,0.0
193,Cheick,Doucouré,7,1,CRY,ARS,1100,1360,1090,1390,1,1,24,3,17,49,0.0,0.0
197,Malcolm,Ebiowei,7,15,CRY,NEW,1100,1130,1090,1310,1,1,24,3,13,45,0.0,0.0
197,Malcolm,Ebiowei,7,13,CRY,MCI,1100,1350,1090,1390,1,1,24,3,15,45,0.0,0.0
197,Malcolm,Ebiowei,7,1,CRY,ARS,1100,1360,1090,1390,1,1,24,3,17,45,0.0,0.0
199,Eberechi,Eze,7,15,CRY,NEW,1100,1130,1090,1310,1,1,24,3,13,66,0.0,0.0
199,Eberechi,Eze,7,13,CRY,MCI,1100,1350,1090,1390,1,1,24,3,15,66,0.0,0.0
199,Eberechi,Eze,7,1,CRY,ARS,1100,1360,1090,1390,1,1,24,3,17,66,0.0,0.0
203,Will,Hughes,7,15,CRY,NEW,1100,1130,1090,1310,1,1,24,3,13,49,0.0,0.0
203,Will,Hughes,7,13,CRY,MCI,1100,1350,1090,1390,1,1,24,3,15,49,0.0,0.0
203,Will,Hughes,7,1,CRY,ARS,1100,1360,1090,1390,1,1,24,3,17,49,0.0,0.0
205,Daichi,Kamada,7,15,CRY,NEW,1100,1130,1090,1310,1,1,24,3,13,51,0.0699999999999999,0.074
205,Daichi,Kamada,7,13,CRY,MCI,1100,1350,1090,1390,1,1,24,3,15,51,0.0699999999999999,0.074
205,Daichi,Kamada,7,1,CRY,ARS,1100,1360,1090,1390,1,1,24,3,17,51,0.0699999999999999,0.074
206,Jefferson,Lerma Solís,7,15,CRY,NEW,1100,1130,1090,1310,1,1,24,3,13,48,0.0,0.0
206,Jefferson,Lerma Solís,7,13,CRY,MCI,1100,1350,1090,1390,1,1,24,3,15,48,0.0,0.0
206,Jefferson,Lerma Solís,7,1,CRY,ARS,1100,1360,1090,1390,1,1,24,3,17,48,0.0,0.0
208,Matheus,França de Oliveira,7,15,CRY,NEW,1100,1130,1090,1310,1,1,24,3,13,44,0.0,0.0
208,Matheus,França de Oliveira,7,13,CRY,MCI,1100,1350,1090,1390,1,1,24,3,15,44,0.0,0.0
208,Matheus,França de Oliveira,7,1,CRY,ARS,1100,1360,1090,1390,1,1,24,3,17,44,0.0,0.0
212,David,Ozoh,7,15,CRY,NEW,1100,1130,1090,1310,1,1,24,3,13,45,0.0,0.0
212,David,Ozoh,7,13,CRY,MCI,1100,1350,1090,1390,1,1,24,3,15,45,0.0,0.0
212,David,Ozoh,7,1,CRY,ARS,1100,1360,1090,1390,1,1,24,3,17,45,0.0,0.0
213,Jesurun,Rak-Sakyi,7,15,CRY,NEW,1100,1130,1090,1310,1,1,24,3,13,45,0.0,0.0
213,Jesurun,Rak-Sakyi,7,13,CRY,MCI,1100,1350,1090,1390,1,1,24,3,15,45,0.0,0.0
213,Jesurun,Rak-Sakyi,7,1,CRY,ARS,1100,1360,1090,1390,1,1,24,3,17,45,0.0,0.0
214,Jeffrey,Schlupp,7,15,CRY,NEW,1100,1130,1090,1310,1,1,24,3,13,47,0.0,0.0
214,Jeffrey,Schlupp,7,13,CRY,MCI,1100,1350,1090,1390,1,1,24,3,15,47,0.0,0.0
214,Jeffrey,Schlupp,7,1,CRY,ARS,1100,1360,1090,1390,1,1,24,3,17,47,0.0,0.0
216,Adam,Wharton,7,15,CRY,NEW,1100,1130,1090,1310,1,1,24,3,13,47,0.0,0.0
216,Adam,Wharton,7,13,CRY,MCI,1100,1350,1090,1390,1,1,24,3,15,47,0.0,0.0
216,Adam,Wharton,7,1,CRY,ARS,1100,1360,1090,1390,1,1,24,3,17,47,0.0,0.0
585,Ismaïla,Sarr,7,15,CRY,NEW,1100,1130,1090,1310,1,1,24,3,13,57,0.165,0.1275
585,Ismaïla,Sarr,7,13,CRY,MCI,1100,1350,1090,1390,1,1,24,3,15,57,0.165,0.1275
585,Ismaïla,Sarr,7,1,CRY,ARS,1100,1360,1090,1390,1,1,24,3,17,57,0.165,0.1275
644,Franco,Umeh-Chibueze,7,15,CRY,NEW,1100,1130,1090,1310,1,1,24,3,13,45,0.0,0.0
644,Franco,Umeh-Chibueze,7,13,CRY,MCI,1100,1350,1090,1390,1,1,24,3,15,45,0.0,0.0
644,Franco,Umeh-Chibueze,7,1,CRY,ARS,1100,1360,1090,1390,1,1,24,3,17,45,0.0,0.0
645,Justin,Devenny,7,15,CRY,NEW,1100,1130,1090,1310,1,1,24,3,13,45,0.11,0.14
645,Justin,Devenny,7,13,CRY,MCI,1100,1350,1090,1390,1,1,24,3,15,45,0.11,0.14
645,Justin,Devenny,7,1,CRY,ARS,1100,1360,1090,1390,1,1,24,3,17,45,0.11,0.14
646,Asher,Agbinone,7,15,CRY,NEW,1100,1130,1090,1310,1,1,24,3,13,45,0.0,0.0
646,Asher,Agbinone,7,13,CRY,MCI,1100,1350,1090,1390,1,1,24,3,15,45,0.0,0.0
646,Asher,Agbinone,7,1,CRY,ARS,1100,1360,1090,1390,1,1,24,3,17,45,0.0,0.0
647,Kaden,Rodney,7,15,CRY,NEW,1100,1130,1090,1310,1,1,24,3,13,45,0.0,0.0
647,Kaden,Rodney,7,13,CRY,MCI,1100,1350,1090,1390,1,1,24,3,15,45,0.0,0.0
647,Kaden,Rodney,7,1,CRY,ARS,1100,1360,1090,1390,1,1,24,3,17,45,0.0,0.0
217,Abdoulaye,Doucouré,8,4,EVE,BRE,1080,1120,1080,1190,1,1,24,3,12,51,0.046,0.0339999999999999
217,Abdoulaye,Doucouré,8,20,EVE,WOL,1080,1060,1080,1120,1,1,24,3,14,51,0.046,0.0339999999999999
217,Abdoulaye,Doucouré,8,12,EVE,LIV,1080,1370,1080,1360,1,1,24,3,15,51,0.046,0.0339999999999999
217,Abdoulaye,Doucouré,8,6,EVE,CHE,1080,1130,1080,1330,1,1,24,3,17,51,0.046,0.0339999999999999
222,Idrissa,Gueye,8,4,EVE,BRE,1080,1120,1080,1190,1,1,24,3,12,49,0.026,0.082
222,Idrissa,Gueye,8,20,EVE,WOL,1080,1060,1080,1120,1,1,24,3,14,49,0.026,0.082
222,Idrissa,Gueye,8,12,EVE,LIV,1080,1370,1080,1360,1,1,24,3,15,49,0.026,0.082
222,Idrissa,Gueye,8,6,EVE,CHE,1080,1130,1080,1330,1,1,24,3,17,49,0.026,0.082
223,James,Garner,8,4,EVE,BRE,1080,1120,1080,1190,1,1,24,3,12,50,0.0,0.0
223,James,Garner,8,20,EVE,WOL,1080,1060,1080,1120,1,1,24,3,14,50,0.0,0.0
223,James,Garner,8,12,EVE,LIV,1080,1370,1080,1360,1,1,24,3,15,50,0.0,0.0
223,James,Garner,8,6,EVE,CHE,1080,1130,1080,1330,1,1,24,3,17,50,0.0,0.0
224,Jack,Harrison,8,4,EVE,BRE,1080,1120,1080,1190,1,1,24,3,12,53,0.0,0.0
224,Jack,Harrison,8,20,EVE,WOL,1080,1060,1080,1120,1,1,24,3,14,53,0.0,0.0
224,Jack,Harrison,8,12,EVE,LIV,1080,1370,1080,1360,1,1,24,3,15,53,0.0,0.0
224,Jack,Harrison,8,6,EVE,CHE,1080,1130,1080,1330,1,1,24,3,17,53,0.0,0.0
226,Tim,Iroegbunam,8,4,EVE,BRE,1080,1120,1080,1190,1,1,24,3,12,45,0.0,0.0
226,Tim,Iroegbunam,8,20,EVE,WOL,1080,1060,1080,1120,1,1,24,3,14,45,0.0,0.0
226,Tim,Iroegbunam,8,12,EVE,LIV,1080,1370,1080,1360,1,1,24,3,15,45,0.0,0.0
226,Tim,Iroegbunam,8,6,EVE,CHE,1080,1130,1080,1330,1,1,24,3,17,45,0.0,0.0
230,Dwight,McNeil,8,4,EVE,BRE,1080,1120,1080,1190,1,1,24,3,12,57,0.0,0.0
230,Dwight,McNeil,8,20,EVE,WOL,1080,1060,1080,1120,1,1,24,3,14,57,0.0,0.0
230,Dwight,McNeil,8,12,EVE,LIV,1080,1370,1080,1360,1,1,24,3,15,57,0.0,0.0
230,Dwight,McNeil,8,6,EVE,CHE,1080,1130,1080,1330,1,1,24,3,17,57,0.0,0.0
577,Jesper,Lindstrøm,8,4,EVE,BRE,1080,1120,1080,1190,1,1,24,3,12,51,0.26,0.135
577,Jesper,Lindstrøm,8,20,EVE,WOL,1080,1060,1080,1120,1,1,24,3,14,51,0.26,0.135
577,Jesper,Lindstrøm,8,12,EVE,LIV,1080,1370,1080,1360,1,1,24,3,15,51,0.26,0.135
577,Jesper,Lindstrøm,8,6,EVE,CHE,1080,1130,1080,1330,1,1,24,3,17,51,0.26,0.135
603,Harrison,Armstrong,8,4,EVE,BRE,1080,1120,1080,1190,1,1,24,3,12,45,0.0,0.0
603,Harrison,Armstrong,8,20,EVE,WOL,1080,1060,1080,1120,1,1,24,3,14,45,0.0,0.0
603,Harrison,Armstrong,8,12,EVE,LIV,1080,1370,1080,1360,1,1,24,3,15,45,0.0,0.0
603,Harrison,Armstrong,8,6,EVE,CHE,1080,1130,1080,1330,1,1,24,3,17,45,0.0,0.0
614,Jenson,Metcalfe,8,4,EVE,BRE,1080,1120,1080,1190,1,1,24,3,12,45,0.0,0.0
614,Jenson,Metcalfe,8,20,EVE,WOL,1080,1060,1080,1120,1,1,24,3,14,45,0.0,0.0
614,Jenson,Metcalfe,8,12,EVE,LIV,1080,1370,1080,1360,1,1,24,3,15,45,0.0,0.0
614,Jenson,Metcalfe,8,6,EVE,CHE,1080,1130,1080,1330,1,1,24,3,17,45,0.0,0.0
651,Orel,Mangala,8,4,EVE,BRE,1080,1120,1080,1190,1,1,24,3,12,50,0.05,0.1124999999999999
651,Orel,Mangala,8,20,EVE,WOL,1080,1060,1080,1120,1,1,24,3,14,50,0.05,0.1124999999999999
651,Orel,Mangala,8,12,EVE,LIV,1080,1370,1080,1360,1,1,24,3,15,50,0.05,0.1124999999999999
651,Orel,Mangala,8,6,EVE,CHE,1080,1130,1080,1330,1,1,24,3,17,50,0.05,0.1124999999999999
678,Callum,Bates,8,4,EVE,BRE,1080,1120,1080,1190,1,1,24,3,12,45,0.0,0.0
678,Callum,Bates,8,20,EVE,WOL,1080,1060,1080,1120,1,1,24,3,14,45,0.0,0.0
678,Callum,Bates,8,12,EVE,LIV,1080,1370,1080,1360,1,1,24,3,15,45,0.0,0.0
678,Callum,Bates,8,6,EVE,CHE,1080,1130,1080,1330,1,1,24,3,17,45,0.0,0.0
10,Reiss,Nelson,9,20,FUL,WOL,1100,1060,1100,1120,1,1,24,3,12,50,0.26,0.1
10,Reiss,Nelson,9,5,FUL,BHA,1100,1130,1100,1220,1,1,24,3,14,50,0.26,0.1
10,Reiss,Nelson,9,1,FUL,ARS,1100,1360,1100,1390,1,1,24,3,15,50,0.26,0.1
10,Reiss,Nelson,9,17,FUL,SOU,1100,1070,1100,1060,1,1,24,3,17,50,0.26,0.1
19,Emile,Smith Rowe,9,20,FUL,WOL,1100,1060,1100,1120,1,1,24,3,12,57,0.158,0.0839999999999999
19,Emile,Smith Rowe,9,5,FUL,BHA,1100,1130,1100,1220,1,1,24,3,14,57,0.158,0.0839999999999999
19,Emile,Smith Rowe,9,1,FUL,ARS,1100,1360,1100,1390,1,1,24,3,15,57,0.158,0.0839999999999999
19,Emile,Smith Rowe,9,17,FUL,SOU,1100,1070,1100,1060,1,1,24,3,17,57,0.158,0.0839999999999999
239,Adama,Traoré,9,20,FUL,WOL,1100,1060,1100,1120,1,1,24,3,12,50,0.0,0.0
239,Adama,Traoré,9,5,FUL,BHA,1100,1130,1100,1220,1,1,24,3,14,50,0.0,0.0
239,Adama,Traoré,9,1,FUL,ARS,1100,1360,1100,1390,1,1,24,3,15,50,0.0,0.0
239,Adama,Traoré,9,17,FUL,SOU,1100,1070,1100,1060,1,1,24,3,17,50,0.0,0.0
240,Andreas,Hoelgebaum Pereira,9,20,FUL,WOL,1100,1060,1100,1120,1,1,24,3,12,52,0.432,0.2219999999999999
240,Andreas,Hoelgebaum Pereira,9,5,FUL,BHA,1100,1130,1100,1220,1,1,24,3,14,52,0.432,0.2219999999999999
240,Andreas,Hoelgebaum Pereira,9,1,FUL,ARS,1100,1360,1100,1390,1,1,24,3,15,52,0.432,0.2219999999999999
240,Andreas,Hoelgebaum Pereira,9,17,FUL,SOU,1100,1070,1100,1060,1,1,24,3,17,52,0.432,0.2219999999999999
243,Tom,Cairney,9,20,FUL,WOL,1100,1060,1100,1120,1,1,24,3,12,48,0.0,0.0
243,Tom,Cairney,9,5,FUL,BHA,1100,1130,1100,1220,1,1,24,3,14,48,0.0,0.0
243,Tom,Cairney,9,1,FUL,ARS,1100,1360,1100,1390,1,1,24,3,15,48,0.0,0.0
243,Tom,Cairney,9,17,FUL,SOU,1100,1070,1100,1060,1,1,24,3,17,48,0.0,0.0
246,Luke,Harris,9,20,FUL,WOL,1100,1060,1100,1120,1,1,24,3,12,45,0.0,0.0
246,Luke,Harris,9,5,FUL,BHA,1100,1130,1100,1220,1,1,24,3,14,45,0.0,0.0
246,Luke,Harris,9,1,FUL,ARS,1100,1360,1100,1390,1,1,24,3,15,45,0.0,0.0
246,Luke,Harris,9,17,FUL,SOU,1100,1070,1100,1060,1,1,24,3,17,45,0.0,0.0
247,Alex,Iwobi,9,20,FUL,WOL,1100,1060,1100,1120,1,1,24,3,12,56,0.088,0.338
247,Alex,Iwobi,9,5,FUL,BHA,1100,1130,1100,1220,1,1,24,3,14,56,0.088,0.338
247,Alex,Iwobi,9,1,FUL,ARS,1100,1360,1100,1390,1,1,24,3,15,56,0.088,0.338
247,Alex,Iwobi,9,17,FUL,SOU,1100,1070,1100,1060,1,1,24,3,17,56,0.088,0.338
249,Saša,Lukić,9,20,FUL,WOL,1100,1060,1100,1120,1,1,24,3,12,48,0.0,0.0
249,Saša,Lukić,9,5,FUL,BHA,1100,1130,1100,1220,1,1,24,3,14,48,0.0,0.0
249,Saša,Lukić,9,1,FUL,ARS,1100,1360,1100,1390,1,1,24,3,15,48,0.0,0.0
249,Saša,Lukić,9,17,FUL,SOU,1100,1070,1100,1060,1,1,24,3,17,48,0.0,0.0
254,Harrison,Reed,9,20,FUL,WOL,1100,1060,1100,1120,1,1,24,3,12,48,0.0,0.0
254,Harrison,Reed,9,5,FUL,BHA,1100,1130,1100,1220,1,1,24,3,14,48,0.0,0.0
254,Harrison,Reed,9,1,FUL,ARS,1100,1360,1100,1390,1,1,24,3,15,48,0.0,0.0
254,Harrison,Reed,9,17,FUL,SOU,1100,1070,1100,1060,1,1,24,3,17,48,0.0,0.0
259,Harry,Wilson,9,20,FUL,WOL,1100,1060,1100,1120,1,1,24,3,12,52,0.0,0.0
259,Harry,Wilson,9,5,FUL,BHA,1100,1130,1100,1220,1,1,24,3,14,52,0.0,0.0
259,Harry,Wilson,9,1,FUL,ARS,1100,1360,1100,1390,1,1,24,3,15,52,0.0,0.0
259,Harry,Wilson,9,17,FUL,SOU,1100,1070,1100,1060,1,1,24,3,17,52,0.0,0.0
604,Josh,King,9,20,FUL,WOL,1100,1060,1100,1120,1,1,24,3,12,45,0.0,0.0
604,Josh,King,9,5,FUL,BHA,1100,1130,1100,1220,1,1,24,3,14,45,0.0,0.0
604,Josh,King,9,1,FUL,ARS,1100,1360,1100,1390,1,1,24,3,15,45,0.0,0.0
604,Josh,King,9,17,FUL,SOU,1100,1070,1100,1060,1,1,24,3,17,45,0.0,0.0
605,Martial,Godo,9,20,FUL,WOL,1100,1060,1100,1120,1,1,24,3,12,45,0.0,0.0
605,Martial,Godo,9,5,FUL,BHA,1100,1130,1100,1220,1,1,24,3,14,45,0.0,0.0
605,Martial,Godo,9,1,FUL,ARS,1100,1360,1100,1390,1,1,24,3,15,45,0.0,0.0
605,Martial,Godo,9,17,FUL,SOU,1100,1070,1100,1060,1,1,24,3,17,45,0.0,0.0
622,Sander,Berge,9,20,FUL,WOL,1100,1060,1100,1120,1,1,24,3,12,50,0.0,0.046
622,Sander,Berge,9,5,FUL,BHA,1100,1130,1100,1220,1,1,24,3,14,50,0.0,0.046
622,Sander,Berge,9,1,FUL,ARS,1100,1360,1100,1390,1,1,24,3,15,50,0.0,0.046
622,Sander,Berge,9,17,FUL,SOU,1100,1070,1100,1060,1,1,24,3,17,50,0.0,0.046
262,Nathan,Broadhead,10,14,IPS,MUN,1070,1140,1050,1170,1,1,24,3,12,49,0.0,0.0
262,Nathan,Broadhead,10,7,IPS,CRY,1070,1100,1050,1090,1,1,24,3,14,49,0.0,0.0
262,Nathan,Broadhead,10,3,IPS,BOU,1070,1130,1050,1160,1,1,24,3,15,49,0.0,0.0
262,Nathan,Broadhead,10,15,IPS,NEW,1070,1130,1050,1310,1,1,24,3,17,49,0.0,0.0
264,Wes,Burns,10,14,IPS,MUN,1070,1140,1050,1170,1,1,24,3,12,49,0.0,0.0
264,Wes,Burns,10,7,IPS,CRY,1070,1100,1050,1090,1,1,24,3,14,49,0.0,0.0
264,Wes,Burns,10,3,IPS,BOU,1070,1130,1050,1160,1,1,24,3,15,49,0.0,0.0
264,Wes,Burns,10,15,IPS,NEW,1070,1130,1050,1310,1,1,24,3,17,49,0.0,0.0
265,Conor,Chaplin,10,14,IPS,MUN,1070,1140,1050,1170,1,1,24,3,12,51,0.0,0.0
265,Conor,Chaplin,10,7,IPS,CRY,1070,1100,1050,1090,1,1,24,3,14,51,0.0,0.0
265,Conor,Chaplin,10,3,IPS,BOU,1070,1130,1050,1160,1,1,24,3,15,51,0.0,0.0
265,Conor,Chaplin,10,15,IPS,NEW,1070,1130,1050,1310,1,1,24,3,17,51,0.0,0.0
271,Marcus,Myers-Harness,10,14,IPS,MUN,1070,1140,1050,1170,1,1,24,3,12,49,0.0,0.0
271,Marcus,Myers-Harness,10,7,IPS,CRY,1070,1100,1050,1090,1,1,24,3,14,49,0.0,0.0
271,Marcus,Myers-Harness,10,3,IPS,BOU,1070,1130,1050,1160,1,1,24,3,15,49,0.0,0.0
271,Marcus,Myers-Harness,10,15,IPS,NEW,1070,1130,1050,1310,1,1,24,3,17,49,0.0,0.0
273,Cameron,Humphreys,10,14,IPS,MUN,1070,1140,1050,1170,1,1,24,3,12,45,0.0,0.0
273,Cameron,Humphreys,10,7,IPS,CRY,1070,1100,1050,1090,1,1,24,3,14,45,0.0,0.0
273,Cameron,Humphreys,10,3,IPS,BOU,1070,1130,1050,1160,1,1,24,3,15,45,0.0,0.0
273,Cameron,Humphreys,10,15,IPS,NEW,1070,1130,1050,1310,1,1,24,3,17,45,0.0,0.0
274,Omari,Giraud-Hutchinson,10,14,IPS,MUN,1070,1140,1050,1170,1,1,24,3,12,52,0.06,0.146
274,Omari,Giraud-Hutchinson,10,7,IPS,CRY,1070,1100,1050,1090,1,1,24,3,14,52,0.06,0.146
274,Omari,Giraud-Hutchinson,10,3,IPS,BOU,1070,1130,1050,1160,1,1,24,3,15,52,0.06,0.146
274,Omari,Giraud-Hutchinson,10,15,IPS,NEW,1070,1130,1050,1310,1,1,24,3,17,52,0.06,0.146
277,Massimo,Luongo,10,14,IPS,MUN,1070,1140,1050,1170,1,1,24,3,12,45,0.0,0.0
277,Massimo,Luongo,10,7,IPS,CRY,1070,1100,1050,1090,1,1,24,3,14,45,0.0,0.0
277,Massimo,Luongo,10,3,IPS,BOU,1070,1130,1050,1160,1,1,24,3,15,45,0.0,0.0
277,Massimo,Luongo,10,15,IPS,NEW,1070,1130,1050,1310,1,1,24,3,17,45,0.0,0.0
278,Sam,Morsy,10,14,IPS,MUN,1070,1140,1050,1170,1,1,24,3,12,49,0.022,0.044
278,Sam,Morsy,10,7,IPS,CRY,1070,1100,1050,1090,1,1,24,3,14,49,0.022,0.044
278,Sam,Morsy,10,3,IPS,BOU,1070,1130,1050,1160,1,1,24,3,15,49,0.022,0.044
278,Sam,Morsy,10,15,IPS,NEW,1070,1130,1050,1310,1,1,24,3,17,49,0.022,0.044
281,Jack,Taylor,10,14,IPS,MUN,1070,1140,1050,1170,1,1,24,3,12,48,0.0,0.0
281,Jack,Taylor,10,7,IPS,CRY,1070,1100,1050,1090,1,1,24,3,14,48,0.0,0.0
281,Jack,Taylor,10,3,IPS,BOU,1070,1130,1050,1160,1,1,24,3,15,48,0.0,0.0
281,Jack,Taylor,10,15,IPS,NEW,1070,1130,1050,1310,1,1,24,3,17,48,0.0,0.0
359,Kalvin,Phillips,10,14,IPS,MUN,1070,1140,1050,1170,1,1,24,3,12,49,0.0,0.0
359,Kalvin,Phillips,10,7,IPS,CRY,1070,1100,1050,1090,1,1,24,3,14,49,0.0,0.0
359,Kalvin,Phillips,10,3,IPS,BOU,1070,1130,1050,1160,1,1,24,3,15,49,0.0,0.0
359,Kalvin,Phillips,10,15,IPS,NEW,1070,1130,1050,1310,1,1,24,3,17,49,0.0,0.0
611,Sam,Szmodics,10,14,IPS,MUN,1070,1140,1050,1170,1,1,24,3,12,58,0.336,0.006
611,Sam,Szmodics,10,7,IPS,CRY,1070,1100,1050,1090,1,1,24,3,14,58,0.336,0.006
611,Sam,Szmodics,10,3,IPS,BOU,1070,1130,1050,1160,1,1,24,3,15,58,0.336,0.006
611,Sam,Szmodics,10,15,IPS,NEW,1070,1130,1050,1310,1,1,24,3,17,58,0.336,0.006
619,Jens,Cajuste,10,14,IPS,MUN,1070,1140,1050,1170,1,1,24,3,12,45,0.0,0.06
619,Jens,Cajuste,10,7,IPS,CRY,1070,1100,1050,1090,1,1,24,3,14,45,0.0,0.06
619,Jens,Cajuste,10,3,IPS,BOU,1070,1130,1050,1160,1,1,24,3,15,45,0.0,0.06
619,Jens,Cajuste,10,15,IPS,NEW,1070,1130,1050,1310,1,1,24,3,17,45,0.0,0.06
