id,first_name,second_name,own_team,opponent_team,own_short_name,opponent_short_name,own_attack,opponent_attack,own_defense,opponent_defense,was_home,crowds,season,POS,gameweek,value,mean_xg_5,mean_xa_5
103,Myles,Peart-Harris,4,16,BRE,NFO,1080,1130,1100,1070,1,1,24,3,17,45,0.0,0.0
106,Kevin,Schade,4,11,BRE,LEI,1080,1120,1100,1080,1,1,24,3,13,51,0.0,0.0
106,Kevin,Schade,4,15,BRE,NEW,1080,1130,1100,1310,1,1,24,3,15,51,0.0,0.0
106,Kevin,Schade,4,16,BRE,NFO,1080,1130,1100,1070,1,1,24,3,17,51,0.0,0.0
111,Yehor,Yarmoliuk,4,11,BRE,LEI,1080,1120,1100,1080,1,1,24,3,13,44,0.0,0.0
111,Yehor,Yarmoliuk,4,15,BRE,NEW,1080,1130,1100,1310,1,1,24,3,15,44,0.0,0.0
111,Yehor,Yarmoliuk,4,16,BRE,NFO,1080,1130,1100,1070,1,1,24,3,17,44,0.0,0.0
314,Fábio,Freitas Gouveia Carvalho,4,11,BRE,LEI,1080,1120,1100,1080,1,1,24,3,13,48,0.0,0.0
314,Fábio,Freitas Gouveia Carvalho,4,15,BRE,NEW,1080,1130,1100,1310,1,1,24,3,15,48,0.0,0.0
314,Fábio,Freitas Gouveia Carvalho,4,16,BRE,NFO,1080,1130,1100,1070,1,1,24,3,17,48,0.0,0.0
602,Ryan,Trevitt,4,11,BRE,LEI,1080,1120,1100,1080,1,1,24,3,13,45,0.0,0.0
602,Ryan,Trevitt,4,15,BRE,NEW,1080,1130,1100,1310,1,1,24,3,15,45,0.0,0.0
602,Ryan,Trevitt,4,16,BRE,NFO,1080,1130,1100,1070,1,1,24,3,17,45,0.0,0.0
634,Gustavo,Nunes Fernandes Gomes,4,11,BRE,LEI,1080,1120,1100,1080,1,1,24,3,13,49,0.0,0.0
634,Gustavo,Nunes Fernandes Gomes,4,15,BRE,NEW,1080,1130,1100,1310,1,1,24,3,15,49,0.0,0.0
634,Gustavo,Nunes Fernandes Gomes,4,16,BRE,NFO,1080,1130,1100,1070,1,1,24,3,17,49,0.0,0.0
661,Tony,Yogane,4,11,BRE,LEI,1080,1120,1100,1080,1,1,24,3,13,45,0.0,0.0
661,Tony,Yogane,4,15,BRE,NEW,1080,1130,1100,1310,1,1,24,3,15,45,0.0,0.0
661,Tony,Yogane,4,16,BRE,NFO,1080,1130,1100,1070,1,1,24,3,17,45,0.0,0.0
674,Paris,Maghoma,4,11,BRE,LEI,1080,1120,1100,1080,1,1,24,3,13,45,0.0,0.0
674,Paris,Maghoma,4,15,BRE,NEW,1080,1130,1100,1310,1,1,24,3,15,45,0.0,0.0
674,Paris,Maghoma,4,16,BRE,NFO,1080,1130,1100,1070,1,1,24,3,17,45,0.0,0.0
113,Simon,Adingra,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,3,13,53,0.015,0.025
113,Simon,Adingra,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,3,16,53,0.015,0.025
114,Benicio,Baker-Boaitey,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,3,13,45,0.0,0.0
114,Benicio,Baker-Boaitey,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,3,16,45,0.0,0.0
115,Carlos,Baleba,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,3,13,50,0.0,0.0
115,Carlos,Baleba,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,3,16,50,0.0,0.0
118,Amario,Cozier-Duberry,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,3,13,45,0.0,0.0
118,Amario,Cozier-Duberry,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,3,16,45,0.0,0.0
119,Mahmoud,Dahoud,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,3,13,49,0.0,0.0
119,Mahmoud,Dahoud,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,3,16,49,0.0,0.0
121,Julio,Enciso,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,3,13,54,0.0,0.0
121,Julio,Enciso,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,3,16,54,0.0,0.0
124,Billy,Gilmour,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,3,13,50,0.0,0.0
124,Billy,Gilmour,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,3,16,50,0.0,0.0
125,Pascal,Groß,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,3,13,65,0.0,0.0
125,Pascal,Groß,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,3,16,65,0.0,0.0
126,Jack,Hinshelwood,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,3,13,50,0.0,0.0
126,Jack,Hinshelwood,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,3,16,50,0.0,0.0
127,Ibrahim,Osman,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,3,13,50,0.0,0.0
127,Ibrahim,Osman,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,3,16,50,0.0,0.0
130,Kacper,Kozłowski,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,3,13,45,0.0,0.0
130,Kacper,Kozłowski,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,3,16,45,0.0,0.0
132,Solly,March,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,3,13,65,0.0,0.0
132,Solly,March,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,3,16,65,0.0,0.0
133,Adrian,Mazilu,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,3,13,45,0.0,0.0
133,Adrian,Mazilu,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,3,16,45,0.0,0.0
134,James,Milner,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,3,13,50,0.0,0.0
134,James,Milner,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,3,16,50,0.0,0.0
135,Yankuba,Minteh,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,3,13,52,0.0,0.0
135,Yankuba,Minteh,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,3,16,52,0.0,0.0
136,Mitoma,Kaoru,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,3,13,64,0.1399999999999999,0.198
136,Mitoma,Kaoru,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,3,16,64,0.1399999999999999,0.198
137,Jakub,Moder,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,3,13,44,0.0,0.0
137,Jakub,Moder,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,3,16,44,0.0,0.0
140,Cameron,Peupion,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,3,13,45,0.0,0.0
140,Cameron,Peupion,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,3,16,45,0.0,0.0
141,Jeremy,Sarmiento Morante,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,3,13,49,0.0,0.0
141,Jeremy,Sarmiento Morante,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,3,16,49,0.0,0.0
