assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense
0,0,9,0,16.2,541,0.02,0.08,0.06,0.25,2,1,0,4.7,13.8,2024-08-17T14:00:00Z,33,1,0,0,0,0,1,0,197434,0,0,2,17.0,1,0,0,0,65,False,0,4,Matheus Santos Carneiro Da Cunha,20,ARS,1360,1340,WOL,1060,1120
0,0,34,0,26.8,541,0.2,1.13,0.93,1.24,20,5,1,11.0,39.6,2024-08-25T13:00:00Z,67,6,0,0,0,0,2,0,188122,1,6,2,44.0,6,-22455,11678,34133,65,True,0,4,Matheus Santos Carneiro Da Cunha,20,CHE,1130,1330,WOL,1060,1090
0,0,15,0,36.5,541,0.34,0.58,0.24,1.04,29,1,0,5.6,5.0,2024-08-31T14:00:00Z,90,16,0,0,0,0,3,0,282792,1,1,1,14.0,2,71541,104815,33274,65,False,0,4,Matheus Santos Carneiro Da Cunha,20,NFO,1140,1120,WOL,1060,1120
0,0,10,0,8.9,541,0.02,0.2,0.18,1.21,40,2,0,7.0,14.2,2024-09-15T15:30:00Z,90,15,0,0,0,0,4,0,242998,1,2,1,47.0,2,-40589,22327,62916,65,True,0,4,Matheus Santos Carneiro Da Cunha,20,NEW,1130,1310,WOL,1060,1090
0,3,34,0,52.7,541,0.22,0.25,0.03,1.73,41,3,1,10.9,43.6,2024-09-21T14:00:00Z,90,2,0,0,0,0,5,0,231215,1,1,3,13.0,8,-16511,15910,32421,65,False,1,4,Matheus Santos Carneiro Da Cunha,20,AVL,1120,1200,WOL,1060,1120
0,0,13,0,12.3,541,0.01,0.06,0.05,2.54,60,2,0,4.6,9.2,2024-09-28T16:30:00Z,90,12,0,0,0,0,6,0,227985,1,2,1,24.0,2,-6702,21355,28057,65,True,0,4,Matheus Santos Carneiro Da Cunha,20,LIV,1370,1360,WOL,1060,1090
0,3,44,0,14.3,541,0.27,0.71,0.44,4.25,63,5,1,9.3,40.6,2024-10-05T14:00:00Z,90,4,0,0,0,0,7,0,256134,1,3,5,38.0,9,22936,47399,24463,65,False,0,4,Matheus Santos Carneiro Da Cunha,20,BRE,1080,1100,WOL,1060,1120
0,0,9,0,17.0,541,0.19,0.23,0.04,1.0,80,1,0,2.4,6.0,2024-10-20T13:00:00Z,66,13,0,0,0,0,8,0,265096,1,2,1,1.0,2,5108,33958,28850,65,True,0,4,Matheus Santos Carneiro Da Cunha,20,MCI,1350,1390,WOL,1060,1090
0,3,44,0,50.8,541,0.33,0.55,0.22,1.31,84,2,1,16.7,51.2,2024-10-26T14:00:00Z,90,5,0,0,0,0,9,0,295049,1,2,2,65.0,9,27589,45127,17538,65,False,0,4,Matheus Santos Carneiro Da Cunha,20,BHA,1070,1130,WOL,1060,1120
1,1,29,0,40.8,541,0.22,0.33,0.11,2.51,100,2,0,8.1,27.2,2024-11-02T17:30:00Z,90,7,0,0,0,0,10,0,633923,1,2,2,13.0,6,323129,342228,19099,66,True,0,4,Matheus Santos Carneiro Da Cunha,20,CRY,1100,1090,WOL,1060,1090
